epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
173,5494.71,0.77668,0.73042,1.2303,0.50939,0.58202,0.56647,0.39222,1.23497,1.52633,1.62321,0.0005405,0.0005405,0.0005405
174,5526.45,0.75137,0.71694,1.20609,0.53052,0.51045,0.52823,0.36413,1.26974,1.55314,1.64535,0.000536375,0.000536375,0.000536375
175,5557.42,0.74874,0.70527,1.214,0.46278,0.60873,0.54523,0.37958,1.2685,1.63282,1.61512,0.00053225,0.00053225,0.00053225
176,5589.84,0.76818,0.72352,1.21406,0.5557,0.58174,0.58175,0.4054,1.24936,1.54632,1.62496,0.000528125,0.000528125,0.000528125
177,5622.93,0.74083,0.70264,1.20124,0.46044,0.6123,0.54089,0.37509,1.25354,1.59165,1.6167,0.000524,0.000524,0.000524
178,5655.52,0.77642,0.73053,1.23024,0.54341,0.54172,0.56,0.39109,1.2411,1.58579,1.59667,0.000519875,0.000519875,0.000519875
179,5687.86,0.75977,0.69873,1.21783,0.56478,0.50432,0.55572,0.3832,1.24505,1.58973,1.6162,0.00051575,0.00051575,0.00051575
180,5719.49,0.76097,0.71687,1.21218,0.47025,0.60317,0.5735,0.39871,1.26449,1.55029,1.62834,0.000511625,0.000511625,0.000511625
181,5751.03,0.7489,0.71155,1.20855,0.57392,0.51176,0.56555,0.39934,1.24051,1.55462,1.59032,0.0005075,0.0005075,0.0005075
182,5783.11,0.75176,0.69626,1.19794,0.54136,0.51043,0.52741,0.37245,1.26101,1.68553,1.62369,0.000503375,0.000503375,0.000503375
183,5815.02,0.74835,0.71,1.19938,0.49854,0.59993,0.55572,0.38154,1.2637,1.57675,1.62409,0.00049925,0.00049925,0.00049925
184,5846.16,0.75414,0.71256,1.21489,0.65968,0.47615,0.56216,0.38863,1.24173,1.59514,1.60635,0.000495125,0.000495125,0.000495125
185,5877.28,0.75044,0.70389,1.21276,0.59918,0.54159,0.56581,0.39742,1.23689,1.57324,1.59919,0.000491,0.000491,0.000491
186,5909.4,0.75408,0.6989,1.20447,0.63646,0.53851,0.57803,0.40688,1.22591,1.5613,1.59015,0.000486875,0.000486875,0.000486875
187,5943.78,0.76871,0.69017,1.21419,0.57766,0.51642,0.55646,0.38728,1.23146,1.60033,1.60054,0.00048275,0.00048275,0.00048275
188,5975.51,0.75849,0.69832,1.20937,0.5262,0.57179,0.56893,0.39182,1.23891,1.54231,1.59557,0.000478625,0.000478625,0.000478625
189,6007.46,0.74427,0.68612,1.19623,0.49844,0.57705,0.54856,0.3808,1.24508,1.61518,1.61535,0.0004745,0.0004745,0.0004745
190,6039.11,0.73959,0.68109,1.20405,0.62087,0.50419,0.56235,0.40125,1.23071,1.58067,1.6098,0.000470375,0.000470375,0.000470375
191,6070.46,0.76168,0.70481,1.21147,0.59924,0.52661,0.5855,0.40704,1.24682,1.57556,1.61722,0.00046625,0.00046625,0.00046625
192,6104.07,0.73505,0.67417,1.20449,0.57875,0.56225,0.55984,0.39174,1.23958,1.59621,1.58332,0.000462125,0.000462125,0.000462125
193,6135.75,0.74835,0.69137,1.1994,0.6048,0.57563,0.59519,0.42157,1.23665,1.5279,1.60087,0.000458,0.000458,0.000458
194,6168.32,0.75007,0.70681,1.20153,0.54596,0.58927,0.58248,0.40667,1.26839,1.56138,1.62884,0.000453875,0.000453875,0.000453875
195,6202.19,0.72996,0.67585,1.19535,0.5643,0.6019,0.5772,0.41135,1.24435,1.55905,1.60025,0.00044975,0.00044975,0.00044975
196,6233.68,0.74095,0.68313,1.19149,0.52188,0.59001,0.53782,0.38032,1.24384,1.65927,1.59588,0.000445625,0.000445625,0.000445625
197,6265.08,0.74718,0.67868,1.20383,0.50911,0.60395,0.55821,0.39239,1.23721,1.63097,1.58641,0.0004415,0.0004415,0.0004415
198,6297.56,0.73554,0.69088,1.19885,0.54308,0.5453,0.55912,0.40031,1.21844,1.55658,1.58492,0.000437375,0.000437375,0.000437375
199,6328.98,0.74321,0.67846,1.1954,0.55393,0.53408,0.54724,0.38744,1.26013,1.64486,1.60635,0.00043325,0.00043325,0.00043325
200,6360.3,0.74785,0.69267,1.20455,0.55962,0.53835,0.55857,0.38972,1.2436,1.5953,1.60084,0.000429125,0.000429125,0.000429125
201,6392.91,0.73298,0.6884,1.19415,0.47763,0.61271,0.5385,0.38621,1.2169,1.54623,1.57892,0.000425,0.000425,0.000425
202,6424.61,0.72365,0.65084,1.18708,0.53119,0.53656,0.53365,0.37779,1.22554,1.5934,1.57367,0.000420875,0.000420875,0.000420875
203,6457,0.72166,0.66123,1.18586,0.50322,0.54433,0.52693,0.37362,1.2372,1.6198,1.5902,0.00041675,0.00041675,0.00041675
204,6489.14,0.72986,0.66462,1.1821,0.487,0.63872,0.55203,0.39288,1.22376,1.5956,1.59378,0.000412625,0.000412625,0.000412625
205,6520.71,0.70904,0.63876,1.16575,0.46654,0.5963,0.52433,0.36538,1.23038,1.59987,1.61659,0.0004085,0.0004085,0.0004085
206,6551.97,0.71421,0.6389,1.17661,0.47473,0.58255,0.53143,0.38004,1.24657,1.62271,1.62602,0.000404375,0.000404375,0.000404375
207,6583.32,0.72484,0.64997,1.18726,0.51266,0.60493,0.57174,0.40296,1.23919,1.55771,1.60191,0.00040025,0.00040025,0.00040025
208,6615.63,0.7254,0.67469,1.18401,0.57688,0.57398,0.58509,0.41328,1.24643,1.57825,1.61679,0.000396125,0.000396125,0.000396125
209,6647.13,0.71743,0.63711,1.17189,0.57192,0.57664,0.58952,0.41342,1.23194,1.56657,1.61841,0.000392,0.000392,0.000392
210,6679.74,0.70417,0.63733,1.16658,0.55021,0.53791,0.56067,0.38972,1.23716,1.59535,1.62042,0.000387875,0.000387875,0.000387875
211,6714.43,0.72474,0.64587,1.17466,0.51699,0.53093,0.54857,0.38786,1.27521,1.61147,1.66709,0.00038375,0.00038375,0.00038375
212,6747.03,0.71521,0.64895,1.17299,0.45457,0.62713,0.54443,0.38107,1.28042,1.63345,1.64924,0.000379625,0.000379625,0.000379625
213,6779.42,0.70017,0.62646,1.17093,0.45876,0.59621,0.54009,0.38323,1.28535,1.64471,1.64461,0.0003755,0.0003755,0.0003755
214,6811.72,0.70691,0.6417,1.18158,0.49763,0.60981,0.5445,0.38493,1.3025,1.67041,1.67099,0.000371375,0.000371375,0.000371375
215,6843.42,0.71821,0.65677,1.17222,0.53927,0.52582,0.53866,0.38827,1.2534,1.61688,1.61289,0.00036725,0.00036725,0.00036725
216,6874.87,0.71498,0.62721,1.17431,0.58983,0.53922,0.55584,0.39435,1.27378,1.61067,1.63211,0.000363125,0.000363125,0.000363125
217,6907.84,0.71337,0.65368,1.16984,0.5613,0.53903,0.54667,0.38981,1.235,1.66374,1.58325,0.000359,0.000359,0.000359
218,6939.77,0.70706,0.63144,1.17361,0.51583,0.54921,0.53203,0.37987,1.25613,1.67827,1.61419,0.000354875,0.000354875,0.000354875
219,6972.38,0.69061,0.63162,1.1601,0.46613,0.63363,0.54208,0.39269,1.24752,1.66544,1.60709,0.00035075,0.00035075,0.00035075
220,7004.7,0.69438,0.62691,1.16557,0.57441,0.51853,0.55862,0.39428,1.23796,1.58202,1.60661,0.000346625,0.000346625,0.000346625
221,7036.41,0.71919,0.6492,1.16996,0.52617,0.5638,0.56568,0.39804,1.24879,1.55767,1.63208,0.0003425,0.0003425,0.0003425
222,7067.65,0.7085,0.62248,1.1641,0.6238,0.50529,0.57703,0.40503,1.27953,1.56146,1.66842,0.000338375,0.000338375,0.000338375
223,7098.79,0.70381,0.62649,1.16704,0.58743,0.48977,0.54899,0.3821,1.26012,1.61961,1.62662,0.00033425,0.00033425,0.00033425
224,7131.11,0.69815,0.60848,1.17411,0.61636,0.47872,0.54283,0.38543,1.24954,1.64559,1.62901,0.000330125,0.000330125,0.000330125
225,7162.85,0.69261,0.60901,1.16344,0.59992,0.52361,0.57313,0.40688,1.22589,1.62879,1.59904,0.000326,0.000326,0.000326
226,7194.02,0.70351,0.61935,1.15892,0.6538,0.49503,0.57283,0.41563,1.23262,1.665,1.59699,0.000321875,0.000321875,0.000321875
227,7227.91,0.70431,0.62331,1.15992,0.64129,0.52386,0.57743,0.41499,1.22953,1.58018,1.58657,0.00031775,0.00031775,0.00031775
228,7259.59,0.70518,0.61049,1.16571,0.51379,0.62115,0.5934,0.41965,1.23537,1.5704,1.59477,0.000313625,0.000313625,0.000313625
229,7291.04,0.69635,0.62073,1.16013,0.59032,0.53057,0.56926,0.40611,1.23158,1.59662,1.594,0.0003095,0.0003095,0.0003095
230,7323.64,0.69279,0.59012,1.15699,0.59207,0.51496,0.56744,0.40144,1.23973,1.60488,1.61929,0.000305375,0.000305375,0.000305375
231,7355.15,0.71055,0.6093,1.16686,0.53617,0.53917,0.57063,0.39981,1.22941,1.63773,1.62315,0.00030125,0.00030125,0.00030125
232,7386.74,0.6851,0.60431,1.15396,0.56781,0.53266,0.57815,0.39894,1.25001,1.59399,1.63767,0.000297125,0.000297125,0.000297125
233,7418.34,0.68668,0.61119,1.14727,0.54043,0.58693,0.58691,0.40631,1.264,1.60595,1.64005,0.000293,0.000293,0.000293
234,7450.91,0.69339,0.61862,1.1581,0.56713,0.5327,0.57471,0.39894,1.2677,1.60597,1.64778,0.000288875,0.000288875,0.000288875
235,7483.65,0.69536,0.61921,1.15966,0.53962,0.58535,0.5788,0.39994,1.27648,1.60586,1.6521,0.00028475,0.00028475,0.00028475
236,7516.17,0.69276,0.61959,1.17302,0.59693,0.52722,0.57133,0.40454,1.27132,1.57211,1.63014,0.000280625,0.000280625,0.000280625
237,7548.19,0.66941,0.59697,1.14779,0.59824,0.53699,0.56609,0.39744,1.25722,1.60208,1.61886,0.0002765,0.0002765,0.0002765
238,7580.01,0.67963,0.59033,1.16231,0.52682,0.54026,0.54805,0.39141,1.23211,1.67712,1.58907,0.000272375,0.000272375,0.000272375
239,7611.5,0.67833,0.59037,1.14425,0.5508,0.55144,0.55368,0.39511,1.23544,1.65213,1.61142,0.00026825,0.00026825,0.00026825
240,7644.13,0.6841,0.59788,1.14762,0.58383,0.55959,0.57034,0.40246,1.24071,1.61367,1.61392,0.000264125,0.000264125,0.000264125
241,7675.86,0.67755,0.58441,1.145,0.59914,0.52704,0.57332,0.40725,1.25396,1.63088,1.61836,0.00026,0.00026,0.00026
242,7707.15,0.67024,0.58452,1.14666,0.56403,0.53072,0.57367,0.40761,1.25058,1.61756,1.61252,0.000255875,0.000255875,0.000255875
243,7739.14,0.66705,0.57043,1.14679,0.60521,0.52554,0.56923,0.40055,1.27178,1.62661,1.62215,0.00025175,0.00025175,0.00025175
244,7772.56,0.6662,0.59945,1.14197,0.59034,0.50412,0.55767,0.39179,1.24829,1.68857,1.61787,0.000247625,0.000247625,0.000247625
245,7804.17,0.67875,0.57844,1.1512,0.57099,0.52762,0.55704,0.39342,1.26462,1.68187,1.63106,0.0002435,0.0002435,0.0002435
246,7836.32,0.6681,0.58522,1.15146,0.55662,0.5433,0.56291,0.39335,1.26411,1.67155,1.64224,0.000239375,0.000239375,0.000239375
247,7868.42,0.66381,0.57869,1.1442,0.60614,0.46977,0.551,0.38686,1.25328,1.67934,1.63106,0.00023525,0.00023525,0.00023525
248,7900.31,0.66779,0.58412,1.14409,0.6088,0.47798,0.56445,0.39918,1.24497,1.65355,1.6215,0.000231125,0.000231125,0.000231125
249,7932.16,0.66139,0.5909,1.14238,0.5409,0.52583,0.55931,0.39818,1.23805,1.63521,1.59875,0.000227,0.000227,0.000227
250,7968.02,0.68346,0.60052,1.16432,0.63529,0.49581,0.56305,0.39798,1.24889,1.63393,1.61487,0.000222875,0.000222875,0.000222875
251,7999.53,0.66744,0.58208,1.14578,0.63177,0.52004,0.55688,0.39338,1.23281,1.63325,1.59871,0.00021875,0.00021875,0.00021875
252,8033.15,0.67249,0.5799,1.14856,0.55235,0.58707,0.56912,0.39657,1.24023,1.64038,1.60141,0.000214625,0.000214625,0.000214625
253,8065.18,0.67202,0.59829,1.15526,0.56973,0.54839,0.56814,0.39922,1.2333,1.61965,1.60175,0.0002105,0.0002105,0.0002105
254,8096.82,0.67971,0.59321,1.1522,0.64035,0.49373,0.56712,0.39778,1.22956,1.62769,1.60185,0.000206375,0.000206375,0.000206375
255,8128.07,0.67526,0.5754,1.15214,0.58696,0.53609,0.55872,0.40058,1.21602,1.63189,1.58766,0.00020225,0.00020225,0.00020225
256,8160.85,0.65614,0.5751,1.13931,0.6198,0.52344,0.56324,0.40153,1.23094,1.61349,1.59516,0.000198125,0.000198125,0.000198125
257,8192.56,0.64624,0.56783,1.13754,0.5763,0.50633,0.57078,0.40455,1.24571,1.62424,1.61674,0.000194,0.000194,0.000194
258,8224.05,0.66877,0.57555,1.14464,0.5371,0.55224,0.56875,0.39858,1.22908,1.61485,1.58535,0.000189875,0.000189875,0.000189875
259,8256.05,0.65309,0.56561,1.13171,0.53424,0.54263,0.57372,0.4015,1.2514,1.61682,1.60295,0.00018575,0.00018575,0.00018575
260,8289.06,0.64853,0.56312,1.13698,0.52966,0.58008,0.57929,0.40306,1.2533,1.6074,1.61158,0.000181625,0.000181625,0.000181625
261,8320.38,0.66368,0.56024,1.13437,0.5537,0.53789,0.57443,0.4013,1.2355,1.58173,1.59433,0.0001775,0.0001775,0.0001775
262,8352.26,0.65845,0.56822,1.13617,0.59764,0.51347,0.57187,0.40365,1.23808,1.61746,1.59366,0.000173375,0.000173375,0.000173375
263,8384.59,0.65722,0.56543,1.13364,0.53838,0.56926,0.57316,0.40523,1.25921,1.63921,1.61498,0.00016925,0.00016925,0.00016925
264,8416.15,0.64735,0.55505,1.12446,0.53873,0.56556,0.57799,0.408,1.26401,1.63005,1.62231,0.000165125,0.000165125,0.000165125
265,8447.39,0.66326,0.57097,1.13876,0.56752,0.5622,0.58692,0.41168,1.25545,1.62818,1.62636,0.000161,0.000161,0.000161
266,8479.86,0.65649,0.55423,1.13723,0.60143,0.56069,0.58528,0.4085,1.25688,1.60841,1.61634,0.000156875,0.000156875,0.000156875
267,8511.56,0.64233,0.55094,1.12834,0.56889,0.5871,0.5891,0.41541,1.25392,1.60033,1.61046,0.00015275,0.00015275,0.00015275
268,8544.41,0.64036,0.55437,1.13198,0.61889,0.52047,0.57839,0.40565,1.25114,1.62016,1.60413,0.000148625,0.000148625,0.000148625
269,8576.74,0.64185,0.5426,1.12433,0.58855,0.54802,0.57371,0.40622,1.24059,1.63136,1.59592,0.0001445,0.0001445,0.0001445
270,8608.68,0.65264,0.54982,1.13784,0.58932,0.568,0.5833,0.41579,1.22909,1.59614,1.59035,0.000140375,0.000140375,0.000140375
271,8640.37,0.63913,0.53799,1.12265,0.57228,0.58005,0.59476,0.42532,1.23155,1.58451,1.59099,0.00013625,0.00013625,0.00013625
272,8674.47,0.63577,0.54435,1.12429,0.53189,0.60671,0.5855,0.4175,1.23445,1.60962,1.58875,0.000132125,0.000132125,0.000132125
273,8706.28,0.65202,0.55398,1.13342,0.57795,0.56953,0.58018,0.41325,1.25275,1.63307,1.60498,0.000128,0.000128,0.000128
274,8737.94,0.65383,0.55332,1.13617,0.65817,0.51281,0.58707,0.41935,1.26341,1.63178,1.60993,0.000123875,0.000123875,0.000123875
275,8770.17,0.63232,0.5582,1.12825,0.61034,0.54759,0.58202,0.40853,1.26855,1.62643,1.61487,0.00011975,0.00011975,0.00011975
276,8803.81,0.6344,0.5489,1.12378,0.60212,0.55458,0.58984,0.41204,1.28132,1.62907,1.625,0.000115625,0.000115625,0.000115625
277,8835.23,0.63538,0.54343,1.12127,0.60225,0.56961,0.59419,0.41796,1.26929,1.60277,1.61419,0.0001115,0.0001115,0.0001115
278,8866.08,0.64811,0.56571,1.1299,0.60761,0.55265,0.59512,0.41779,1.27109,1.59477,1.61486,0.000107375,0.000107375,0.000107375
279,8896.93,0.63789,0.55419,1.12013,0.5813,0.54523,0.58505,0.41449,1.26429,1.59219,1.61003,0.00010325,0.00010325,0.00010325
280,8927.68,0.62426,0.52455,1.11754,0.59512,0.546,0.58707,0.41437,1.26419,1.60602,1.61284,9.9125e-05,9.9125e-05,9.9125e-05
281,8957.97,0.63796,0.55005,1.1194,0.67799,0.49716,0.58162,0.40909,1.27142,1.60344,1.62277,9.5e-05,9.5e-05,9.5e-05
282,8988.13,0.64377,0.54457,1.12666,0.52937,0.60268,0.58404,0.41374,1.2717,1.6103,1.62416,9.0875e-05,9.0875e-05,9.0875e-05
283,9018.02,0.62647,0.53918,1.11162,0.57504,0.57313,0.59016,0.41895,1.25813,1.60393,1.61553,8.675e-05,8.675e-05,8.675e-05
284,9050.1,0.64209,0.55618,1.12202,0.5776,0.5482,0.57683,0.4102,1.25763,1.6316,1.61419,8.2625e-05,8.2625e-05,8.2625e-05
285,9080.77,0.64341,0.55211,1.12945,0.5918,0.56105,0.57933,0.40669,1.24854,1.6024,1.6026,7.85e-05,7.85e-05,7.85e-05
286,9111.15,0.63436,0.54339,1.12242,0.62248,0.52545,0.58049,0.41056,1.25839,1.61592,1.61562,7.4375e-05,7.4375e-05,7.4375e-05
287,9141.32,0.65045,0.54382,1.12853,0.62361,0.52755,0.579,0.41148,1.2608,1.62173,1.62045,7.025e-05,7.025e-05,7.025e-05
288,9171.39,0.62986,0.52836,1.10796,0.60654,0.51649,0.57376,0.40753,1.25868,1.66374,1.61767,6.6125e-05,6.6125e-05,6.6125e-05
289,9201.79,0.62793,0.53053,1.11484,0.53256,0.57554,0.57958,0.41593,1.25679,1.65079,1.6134,6.2e-05,6.2e-05,6.2e-05
290,9232.28,0.63713,0.53804,1.11972,0.55011,0.55512,0.57988,0.41161,1.24404,1.64464,1.60158,5.7875e-05,5.7875e-05,5.7875e-05
291,9263.41,0.50042,0.35864,0.99857,0.61198,0.53066,0.58063,0.40729,1.26926,1.66014,1.62845,5.375e-05,5.375e-05,5.375e-05
292,9294.97,0.49081,0.35382,0.99815,0.61592,0.54118,0.58256,0.40077,1.27348,1.64511,1.64466,4.9625e-05,4.9625e-05,4.9625e-05
293,9326.5,0.50084,0.35335,1.00688,0.60519,0.5346,0.58132,0.40157,1.27076,1.62513,1.64667,4.55e-05,4.55e-05,4.55e-05
294,9357.36,0.48034,0.35194,0.99729,0.61161,0.53494,0.58317,0.40455,1.28054,1.63199,1.65579,4.1375e-05,4.1375e-05,4.1375e-05
295,9387.96,0.47973,0.35025,0.99475,0.69784,0.48206,0.58497,0.41012,1.27822,1.61126,1.65482,3.725e-05,3.725e-05,3.725e-05
296,9418.07,0.48373,0.34308,0.99279,0.60901,0.52459,0.58966,0.41271,1.28144,1.58931,1.66546,3.3125e-05,3.3125e-05,3.3125e-05
297,9448.03,0.48448,0.33723,0.99081,0.63868,0.50203,0.58999,0.41387,1.27637,1.58701,1.66099,2.9e-05,2.9e-05,2.9e-05
298,9479.34,0.47836,0.33604,0.99033,0.57312,0.54,0.58761,0.41477,1.27314,1.59788,1.65371,2.4875e-05,2.4875e-05,2.4875e-05
299,9509.42,0.48805,0.35272,0.99663,0.63698,0.50373,0.58655,0.41455,1.27124,1.59682,1.64955,2.075e-05,2.075e-05,2.075e-05
300,9539.9,0.49644,0.34884,1.0003,0.58095,0.53217,0.58365,0.4103,1.26998,1.60133,1.64776,1.6625e-05,1.6625e-05,1.6625e-05
