                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     30,                 1.2476,                 1.6143,                 1.6188,                0.45317,                0.45872,                0.37936,                 0.2215,                 1.5662,                 1.9321,                 1.8585,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.2506,                 1.6052,                 1.6129,                0.35594,                0.42269,                0.32432,                0.19442,                 1.5072,                 2.0082,                 1.8093,              0.0011263,              0.0011263,              0.0011263
                     32,                 1.2524,                  1.592,                 1.6235,                0.29142,                0.35626,                0.27814,                0.15391,                  1.617,                  2.135,                 1.8772,              0.0011221,              0.0011221,              0.0011221
                     33,                  1.263,                 1.5884,                 1.6262,                0.34686,                0.35723,                 0.3026,                0.16707,                 1.5571,                 2.0196,                 1.8403,               0.001118,               0.001118,               0.001118
                     34,                  1.212,                 1.5441,                 1.5866,                0.38017,                0.36891,                0.31911,                0.18182,                 1.5299,                 2.0874,                 1.8134,              0.0011139,              0.0011139,              0.0011139
                     35,                 1.2208,                 1.5476,                 1.5916,                0.35566,                 0.4411,                0.32693,                0.19431,                 1.5507,                 1.9329,                 1.8289,              0.0011098,              0.0011098,              0.0011098
                     36,                 1.2023,                 1.5264,                 1.5704,                0.33073,                0.45126,                0.34619,                0.20327,                 1.5486,                 1.9921,                 1.8642,              0.0011056,              0.0011056,              0.0011056
                     37,                 1.2066,                 1.5082,                 1.5897,                0.35755,                0.43271,                0.32619,                0.19139,                  1.482,                 2.0375,                 1.7635,              0.0011015,              0.0011015,              0.0011015
                     38,                 1.1885,                 1.5203,                 1.5601,                0.35152,                0.49665,                 0.3351,                0.19019,                 1.5465,                 2.0221,                 1.7733,              0.0010974,              0.0010974,              0.0010974
                     39,                 1.1786,                 1.4857,                   1.56,                0.27905,                0.50114,                0.29719,                0.16498,                 1.5904,                 2.0203,                 1.8372,              0.0010933,              0.0010933,              0.0010933
                     40,                 1.1651,                 1.4647,                 1.5484,                0.33394,                0.44165,                0.33997,                0.20576,                 1.5353,                 2.0328,                 1.8219,              0.0010891,              0.0010891,              0.0010891
                     41,                 1.1541,                   1.46,                 1.5319,                0.33152,                0.47512,                0.32832,                0.18171,                 1.5368,                 1.9322,                 1.8141,               0.001085,               0.001085,               0.001085
                     42,                 1.1484,                 1.4342,                 1.5298,                0.36468,                0.45663,                0.35774,                0.21168,                 1.4936,                 1.9377,                 1.7821,              0.0010809,              0.0010809,              0.0010809
                     43,                 1.1639,                 1.4681,                  1.551,                0.31401,                0.49283,                  0.309,                0.16898,                 1.5524,                 2.0011,                 1.8525,              0.0010768,              0.0010768,              0.0010768
                     44,                 1.1512,                 1.4295,                 1.5335,                0.30383,                0.43151,                0.28872,                0.17077,                 1.4854,                 2.0247,                 1.7828,              0.0010726,              0.0010726,              0.0010726
                     45,                 1.1395,                 1.4177,                  1.526,                0.37532,                0.46827,                0.30018,                0.16625,                 1.5067,                 2.1282,                 1.8093,              0.0010685,              0.0010685,              0.0010685
                     46,                 1.1573,                 1.4288,                 1.5334,                0.37894,                0.37215,                0.33733,                0.19517,                 1.5491,                 2.0329,                 1.8443,              0.0010644,              0.0010644,              0.0010644
                     47,                 1.1303,                 1.4112,                 1.5108,                0.30362,                0.46736,                0.32582,                0.18487,                  1.537,                 2.0688,                  1.835,              0.0010603,              0.0010603,              0.0010603
                     48,                 1.1066,                 1.3767,                 1.4986,                0.45022,                0.40049,                0.36808,                0.21868,                 1.5119,                 2.0046,                 1.7563,              0.0010561,              0.0010561,              0.0010561
                     49,                 1.1157,                 1.3841,                 1.4966,                0.32514,                0.43795,                0.33837,                0.19333,                 1.5613,                 1.9798,                 1.8447,               0.001052,               0.001052,               0.001052
                     50,                 1.1104,                   1.36,                 1.4955,                0.31034,                0.48746,                0.30701,                0.18519,                 1.5179,                 2.0324,                 1.7779,              0.0010479,              0.0010479,              0.0010479
                     51,                 1.1041,                 1.3628,                 1.4902,                0.33596,                0.35903,                0.36501,                0.21807,                 1.4968,                 1.9233,                 1.7754,              0.0010438,              0.0010438,              0.0010438
                     52,                 1.1062,                 1.3633,                 1.4932,                0.37412,                0.55222,                0.38309,                 0.2128,                  1.501,                 1.9605,                 1.7528,              0.0010396,              0.0010396,              0.0010396
                     53,                 1.1127,                 1.3688,                 1.4948,                0.29149,                 0.4439,                0.34268,                0.21885,                 1.4153,                 1.9465,                 1.7252,              0.0010355,              0.0010355,              0.0010355
                     54,                 1.0906,                 1.3216,                 1.4695,                0.30385,                0.50092,                0.34519,                 0.2091,                 1.4788,                 1.9673,                 1.7506,              0.0010314,              0.0010314,              0.0010314
                     55,                 1.1001,                 1.3103,                 1.4683,                0.42838,                0.43085,                0.37037,                0.21871,                 1.4337,                 1.9113,                  1.716,              0.0010273,              0.0010273,              0.0010273
                     56,                 1.0626,                 1.2861,                 1.4549,                0.42647,                0.46236,                0.41884,                0.24467,                   1.48,                 1.9446,                 1.7908,              0.0010231,              0.0010231,              0.0010231
                     57,                 1.0892,                 1.3217,                 1.4642,                0.36398,                0.43896,                0.34009,                0.19813,                 1.5217,                 2.0286,                 1.8021,               0.001019,               0.001019,               0.001019
                     58,                  1.088,                 1.3155,                 1.4854,                0.39967,                 0.3955,                0.36527,                0.23238,                 1.5039,                 1.9132,                 1.7748,              0.0010149,              0.0010149,              0.0010149
                     59,                 1.0658,                 1.2794,                 1.4573,                0.39671,                0.45578,                0.39248,                0.24971,                 1.4631,                 1.8416,                  1.767,              0.0010107,              0.0010107,              0.0010107
                     60,                 1.0474,                 1.2506,                  1.436,                0.38725,                0.49268,                0.38885,                0.24488,                 1.3729,                 1.8778,                 1.6525,              0.0010066,              0.0010066,              0.0010066
                     61,                  1.047,                  1.212,                 1.4335,                0.34722,                0.55832,                0.39612,                 0.2417,                 1.4603,                  1.959,                 1.7316,              0.0010025,              0.0010025,              0.0010025
                     62,                  1.056,                 1.2535,                 1.4356,                0.43174,                0.35785,                0.35055,                0.21562,                 1.4612,                 1.9844,                 1.7852,             0.00099837,             0.00099837,             0.00099837
                     63,                 1.0546,                 1.2398,                 1.4559,                0.39439,                0.39803,                0.37131,                0.23424,                 1.4251,                 1.9705,                 1.7181,             0.00099425,             0.00099425,             0.00099425
                     64,                 1.0414,                 1.1891,                 1.4301,                0.42623,                0.43817,                 0.3897,                0.23541,                 1.4674,                 1.9381,                 1.7419,             0.00099013,             0.00099013,             0.00099013
                     65,                 1.0523,                 1.2222,                 1.4407,                0.32904,                0.52857,                0.35425,                0.22644,                 1.4216,                 1.9575,                 1.6762,               0.000986,               0.000986,               0.000986
                     66,                 1.0436,                 1.1942,                 1.4307,                0.43281,                0.41061,                0.38881,                0.23282,                 1.4597,                 1.8925,                 1.7297,             0.00098187,             0.00098187,             0.00098187
                     67,                 1.0407,                 1.2159,                 1.4178,                0.36792,                0.49304,                0.36762,                0.22985,                 1.3811,                 1.8725,                 1.6604,             0.00097775,             0.00097775,             0.00097775
                     68,                 1.0274,                 1.2305,                 1.4133,                0.46219,                0.44189,                0.40783,                0.24707,                 1.4877,                 1.8633,                 1.7738,             0.00097362,             0.00097362,             0.00097362
                     69,                 1.0268,                 1.1898,                 1.4131,                0.37007,                0.49548,                 0.3876,                0.23926,                 1.3739,                 1.8609,                 1.6484,              0.0009695,              0.0009695,              0.0009695
                     70,                 1.0058,                 1.1848,                 1.4112,                0.36104,                0.47432,                0.39573,                0.24564,                 1.4613,                 1.8195,                 1.7421,             0.00096537,             0.00096537,             0.00096537
                     71,                 1.0195,                 1.1757,                 1.4049,                0.35621,                0.53217,                0.40776,                0.25906,                 1.3938,                  1.816,                 1.6689,             0.00096125,             0.00096125,             0.00096125
                     72,                0.98944,                 1.1532,                 1.3807,                0.40658,                  0.493,                0.42649,                0.27102,                 1.4133,                 1.8648,                 1.6763,             0.00095712,             0.00095712,             0.00095712
                     73,                 1.0083,                 1.1661,                 1.4081,                0.50426,                0.40917,                0.43546,                0.27435,                 1.4117,                 1.7598,                 1.7114,               0.000953,               0.000953,               0.000953
                     74,                 1.0135,                 1.1448,                 1.3946,                0.40069,                0.52472,                 0.4459,                0.28751,                 1.4358,                 1.7858,                 1.6834,             0.00094887,             0.00094887,             0.00094887
                     75,                  1.002,                 1.1531,                 1.3968,                0.48446,                0.44884,                0.43239,                0.28135,                 1.4125,                 1.7751,                   1.71,             0.00094475,             0.00094475,             0.00094475
                     76,                 1.0032,                  1.147,                 1.4053,                0.41779,                0.46072,                0.40113,                0.26016,                  1.432,                 1.8309,                 1.6962,             0.00094062,             0.00094062,             0.00094062
                     77,                0.97989,                 1.1117,                 1.3808,                 0.4373,                0.50018,                0.44202,                0.27764,                 1.4205,                 1.7435,                 1.6866,              0.0009365,              0.0009365,              0.0009365
                     78,                0.99244,                 1.1198,                 1.3774,                0.46294,                0.41318,                0.40193,                0.24594,                 1.4392,                 1.9162,                 1.6951,             0.00093238,             0.00093238,             0.00093238
                     79,                0.97759,                 1.0997,                 1.3739,                0.39269,                0.57071,                 0.4474,                0.29003,                 1.3808,                 1.7457,                 1.6706,             0.00092825,             0.00092825,             0.00092825
                     80,                0.97801,                 1.0856,                 1.3816,                0.38044,                0.60691,                0.46315,                0.27852,                 1.3984,                 1.7285,                 1.6858,             0.00092413,             0.00092413,             0.00092413
                     81,                0.96976,                 1.0571,                 1.3657,                0.44342,                0.45594,                 0.4438,                0.27503,                 1.4092,                 1.7658,                 1.6859,                0.00092,                0.00092,                0.00092
                     82,                0.96503,                 1.0851,                 1.3693,                0.47759,                0.44156,                0.45589,                0.28913,                 1.3556,                  1.738,                 1.6571,             0.00091588,             0.00091588,             0.00091588
                     83,                0.97657,                 1.0675,                 1.3685,                0.45981,                0.47057,                 0.4571,                0.29949,                 1.3496,                 1.7922,                 1.6248,             0.00091175,             0.00091175,             0.00091175
                     84,                0.94969,                 1.0601,                 1.3525,                 0.5103,                0.45704,                0.47548,                0.29504,                 1.3943,                 1.7229,                 1.6595,             0.00090763,             0.00090763,             0.00090763
                     85,                0.94917,                 1.0476,                 1.3636,                0.47757,                0.49911,                 0.4778,                0.29536,                 1.3927,                 1.7172,                 1.6783,              0.0009035,              0.0009035,              0.0009035
                     86,                0.94876,                  1.062,                 1.3501,                0.44523,                0.44911,                 0.4331,                0.27832,                 1.4057,                 1.7502,                 1.6587,             0.00089938,             0.00089938,             0.00089938
                     87,                  0.965,                 1.0485,                 1.3578,                0.38767,                0.55357,                0.42986,                0.27315,                 1.3725,                  1.772,                 1.6382,             0.00089525,             0.00089525,             0.00089525
                     88,                0.94735,                 1.0734,                   1.35,                0.54183,                0.48664,                0.49719,                0.32563,                 1.4026,                  1.746,                 1.6705,             0.00089112,             0.00089112,             0.00089112
                     89,                0.96292,                 1.0747,                 1.3632,                0.41752,                0.43718,                0.42925,                0.27984,                 1.3727,                 1.7675,                 1.6553,               0.000887,               0.000887,               0.000887
                     90,                0.96302,                 1.0558,                 1.3615,                0.50434,                0.43531,                0.44705,                0.28718,                 1.3857,                 1.7675,                 1.6598,             0.00088288,             0.00088288,             0.00088288
                     91,                0.94139,                 1.0297,                  1.349,                0.40348,                0.55095,                0.47806,                0.29958,                  1.426,                 1.7258,                 1.7092,             0.00087875,             0.00087875,             0.00087875
                     92,                  0.942,                 1.0223,                  1.344,                0.45941,                0.45077,                0.44849,                0.28921,                 1.3971,                 1.7677,                 1.6653,             0.00087462,             0.00087462,             0.00087462
                     93,                0.93721,                 1.0219,                 1.3441,                0.41075,                0.54584,                0.47551,                0.31632,                 1.3624,                 1.7095,                 1.6459,              0.0008705,              0.0008705,              0.0008705
                     94,                0.91772,                0.98611,                  1.334,                0.41438,                0.50047,                0.44275,                0.27881,                 1.3741,                 1.8323,                 1.6743,             0.00086637,             0.00086637,             0.00086637
                     95,                0.95411,                 1.0135,                 1.3544,                0.46856,                 0.4699,                0.47643,                0.30861,                  1.352,                 1.6791,                 1.6346,             0.00086225,             0.00086225,             0.00086225
                     96,                0.91594,                 1.0002,                 1.3256,                0.50571,                0.44217,                0.46813,                0.30035,                 1.3859,                 1.7106,                 1.6737,             0.00085813,             0.00085813,             0.00085813
                     97,                0.93439,                  1.003,                  1.339,                0.47459,                0.49931,                0.46856,                0.29374,                 1.4362,                 1.6979,                 1.6906,               0.000854,               0.000854,               0.000854
                     98,                0.92735,                 1.0023,                 1.3241,                0.52614,                0.45304,                0.47834,                0.29996,                 1.4254,                 1.7232,                 1.7019,             0.00084988,             0.00084988,             0.00084988
                     99,                0.92108,                0.95844,                 1.3173,                0.43165,                0.46439,                0.45086,                0.28613,                  1.393,                 1.7432,                 1.6792,             0.00084575,             0.00084575,             0.00084575
                    100,                0.88784,                0.96607,                 1.3143,                0.40943,                0.51561,                0.44528,                0.28423,                 1.3422,                 1.7354,                 1.6381,             0.00084162,             0.00084162,             0.00084162
                    101,                0.91019,                0.99647,                 1.3243,                0.47551,                0.50426,                0.47835,                0.30389,                 1.3615,                 1.6655,                 1.6314,              0.0008375,              0.0008375,              0.0008375
                    102,                0.94412,                0.98193,                 1.3337,                 0.4292,                0.52354,                0.46455,                0.29962,                 1.4321,                 1.7672,                 1.6798,             0.00083337,             0.00083337,             0.00083337
                    103,                0.91187,                0.97671,                 1.3148,                0.58754,                0.39163,                0.46823,                0.30311,                   1.38,                 1.6983,                 1.6599,             0.00082925,             0.00082925,             0.00082925
                    104,                0.91881,                0.96644,                 1.3236,                0.62787,                0.42069,                0.49244,                0.30928,                 1.4061,                 1.6704,                 1.6799,             0.00082513,             0.00082513,             0.00082513
                    105,                 0.9137,                0.95799,                 1.3181,                0.46188,                  0.507,                0.49073,                 0.3205,                 1.3854,                 1.6774,                 1.6417,               0.000821,               0.000821,               0.000821
                    106,                0.91672,                0.96363,                 1.3228,                  0.504,                0.50849,                0.48745,                0.31428,                  1.379,                 1.6892,                  1.624,             0.00081688,             0.00081688,             0.00081688
                    107,                 0.8983,                0.96439,                 1.3011,                 0.4983,                0.43733,                0.46641,                0.30305,                 1.3778,                 1.7212,                 1.6332,             0.00081275,             0.00081275,             0.00081275
                    108,                0.88198,                0.93009,                  1.292,                0.45505,                0.45689,                0.47182,                0.30674,                 1.3563,                 1.7317,                 1.6364,             0.00080863,             0.00080863,             0.00080863
                    109,                0.90017,                0.96691,                 1.3041,                0.41334,                0.48612,                0.44208,                0.29332,                 1.4016,                 1.7895,                 1.6817,              0.0008045,              0.0008045,              0.0008045
                    110,                    0.9,                0.96699,                 1.3104,                0.41859,                0.50495,                0.45441,                0.28862,                 1.3776,                 1.7035,                 1.6358,             0.00080038,             0.00080038,             0.00080038
                    111,                0.90582,                0.95965,                 1.3104,                0.37705,                0.55718,                0.44219,                0.28719,                 1.3701,                 1.7636,                 1.6514,             0.00079625,             0.00079625,             0.00079625
                    112,                 0.9074,                   0.93,                   1.31,                0.53211,                0.37579,                 0.4659,                0.30995,                 1.3591,                 1.7391,                 1.6486,             0.00079213,             0.00079213,             0.00079213
                    113,                0.88044,                0.90648,                 1.2859,                0.39858,                 0.5798,                0.47726,                0.32214,                 1.3443,                 1.6974,                 1.6253,               0.000788,               0.000788,               0.000788
                    114,                0.86609,                0.89432,                 1.2828,                0.52597,                0.44273,                0.46208,                0.30683,                 1.3736,                 1.7178,                 1.6723,             0.00078387,             0.00078387,             0.00078387
                    115,                0.87898,                0.91212,                 1.2884,                0.57403,                0.36799,                0.45014,                0.29231,                 1.3809,                 1.6874,                 1.6508,             0.00077975,             0.00077975,             0.00077975
                    116,                0.87863,                0.87615,                 1.2792,                0.51236,                0.48353,                 0.4896,                 0.3145,                 1.3796,                 1.6878,                 1.6577,             0.00077563,             0.00077563,             0.00077563
                    117,                0.88139,                 0.8955,                 1.2847,                0.40005,                 0.5318,                 0.4503,                0.29705,                 1.4336,                 1.8179,                 1.7013,              0.0007715,              0.0007715,              0.0007715
                    118,                 0.8763,                0.89503,                 1.2787,                0.48883,                0.54358,                0.49806,                0.31956,                 1.3385,                 1.6661,                 1.6319,             0.00076738,             0.00076738,             0.00076738
                    119,                  0.873,                0.90128,                 1.2849,                0.42543,                0.49673,                0.46522,                0.30591,                 1.3533,                  1.726,                 1.6258,             0.00076325,             0.00076325,             0.00076325
                    120,                0.86008,                0.87265,                 1.2678,                0.43828,                 0.4519,                0.45417,                0.29996,                 1.4102,                 1.7121,                 1.6812,             0.00075912,             0.00075912,             0.00075912
                    121,                0.89116,                0.90539,                 1.2885,                0.40963,                0.54068,                0.46797,                0.30727,                 1.3838,                 1.7032,                 1.6596,               0.000755,               0.000755,               0.000755
                    122,                0.86323,                0.87765,                 1.2713,                0.39043,                0.49864,                0.47854,                0.31419,                 1.3584,                 1.6813,                 1.6421,             0.00075088,             0.00075088,             0.00075088
                    123,                0.85614,                0.89427,                  1.273,                0.36492,                0.55543,                0.45701,                0.30113,                 1.3841,                 1.7313,                  1.665,             0.00074675,             0.00074675,             0.00074675
                    124,                0.86268,                0.87018,                 1.2652,                0.43444,                0.49729,                0.46746,                0.31412,                 1.3937,                 1.7778,                 1.6932,             0.00074263,             0.00074263,             0.00074263
                    125,                0.87968,                0.87348,                 1.2868,                0.43085,                0.50634,                0.48655,                0.31236,                 1.3561,                 1.6429,                 1.6782,              0.0007385,              0.0007385,              0.0007385
                    126,                0.85043,                0.83909,                 1.2636,                  0.422,                0.53552,                0.47323,                0.31417,                 1.3661,                 1.7125,                 1.6496,             0.00073437,             0.00073437,             0.00073437
                    127,                0.87143,                0.87357,                 1.2712,                0.46879,                0.52626,                0.49625,                0.32527,                 1.3344,                 1.6413,                 1.6296,             0.00073025,             0.00073025,             0.00073025
                    128,                0.84842,                0.85597,                 1.2671,                0.49251,                0.48427,                 0.4725,                0.30864,                 1.3701,                 1.7045,                 1.6525,             0.00072612,             0.00072612,             0.00072612
                    129,                0.85743,                 0.8893,                 1.2708,                0.61111,                0.45184,                0.49649,                0.32423,                 1.3703,                 1.6336,                 1.6438,               0.000722,               0.000722,               0.000722
                    130,                0.84475,                0.87552,                 1.2655,                0.50349,                0.50002,                0.50267,                0.33025,                 1.4039,                 1.6359,                 1.6935,             0.00071788,             0.00071788,             0.00071788
                    131,                0.84238,                0.83838,                 1.2649,                0.44738,                0.53577,                0.47917,                0.31549,                 1.3365,                 1.7764,                 1.6242,             0.00071375,             0.00071375,             0.00071375
                    132,                0.84712,                0.85121,                 1.2669,                0.46737,                0.46912,                0.48403,                0.31901,                 1.3611,                 1.7164,                 1.6639,             0.00070962,             0.00070962,             0.00070962
                    133,                 0.8552,                0.87564,                  1.265,                0.48442,                0.43115,                0.47926,                0.32198,                 1.3332,                 1.7093,                  1.626,              0.0007055,              0.0007055,              0.0007055
                    134,                0.84105,                0.83467,                 1.2582,                0.49065,                0.45508,                0.48005,                0.31222,                  1.321,                 1.6996,                 1.6112,             0.00070137,             0.00070137,             0.00070137
                    135,                0.82281,                0.84511,                 1.2519,                0.43582,                0.52108,                0.48388,                0.32725,                 1.3268,                 1.7562,                 1.6028,             0.00069725,             0.00069725,             0.00069725
                    136,                0.82837,                0.81123,                 1.2354,                0.45903,                0.48923,                0.48481,                0.32558,                 1.3211,                 1.6839,                 1.6019,             0.00069313,             0.00069313,             0.00069313
                    137,                0.84364,                0.85619,                 1.2544,                0.44729,                0.54161,                 0.5153,                0.33641,                 1.3456,                 1.5988,                 1.6229,               0.000689,               0.000689,               0.000689
                    138,                0.83706,                0.84273,                 1.2451,                0.46908,                0.53342,                0.51678,                0.33867,                 1.3196,                 1.5943,                 1.6188,             0.00068488,             0.00068488,             0.00068488
                    139,                0.83644,                0.82092,                 1.2567,                 0.5698,                 0.4201,                0.50196,                0.33248,                 1.3151,                 1.6398,                 1.5992,             0.00068075,             0.00068075,             0.00068075
                    140,                 0.8198,                  0.795,                 1.2411,                0.53037,                0.45792,                0.49866,                0.31854,                 1.3487,                 1.6631,                 1.6272,             0.00067663,             0.00067663,             0.00067663
                    141,                0.82345,                0.84765,                 1.2509,                0.46364,                 0.6318,                0.52605,                0.34713,                 1.3585,                 1.5808,                 1.6329,              0.0006725,              0.0006725,              0.0006725
                    142,                0.83271,                0.81402,                 1.2428,                0.40106,                0.54071,                0.47329,                 0.3139,                 1.3506,                 1.7167,                 1.6482,             0.00066838,             0.00066838,             0.00066838
                    143,                 0.8165,                0.80347,                 1.2364,                0.47921,                0.53911,                0.50184,                0.33432,                 1.3392,                 1.6439,                 1.6324,             0.00066425,             0.00066425,             0.00066425
                    144,                0.82264,                0.79641,                 1.2333,                0.38942,                 0.5504,                0.48704,                0.33937,                 1.2971,                 1.6859,                  1.616,             0.00066013,             0.00066013,             0.00066013
                    145,                0.82637,                0.78998,                 1.2371,                0.47372,                0.46878,                0.49749,                0.33564,                 1.3339,                 1.6798,                 1.6188,               0.000656,               0.000656,               0.000656
                    146,                0.82658,                0.79706,                 1.2458,                0.48798,                 0.5391,                 0.5069,                0.33884,                 1.3219,                  1.649,                 1.6319,             0.00065188,             0.00065188,             0.00065188
                    147,                0.78909,                0.76855,                 1.2161,                0.47189,                0.48345,                0.48045,                0.32431,                 1.3336,                 1.6708,                 1.6349,             0.00064775,             0.00064775,             0.00064775
                    148,                 0.8031,                0.78599,                 1.2288,                0.48061,                0.54746,                0.49743,                0.32706,                 1.3739,                 1.6076,                 1.6424,             0.00064362,             0.00064362,             0.00064362
                    149,                0.80363,                 0.7841,                 1.2276,                0.51767,                0.54999,                0.52522,                0.34072,                 1.3467,                 1.6565,                 1.6297,              0.0006395,              0.0006395,              0.0006395
                    150,                 0.8049,                0.79601,                 1.2337,                0.45545,                0.49399,                 0.4898,                 0.3292,                 1.3324,                 1.6827,                 1.6023,             0.00063538,             0.00063538,             0.00063538
                    151,                0.80149,                0.77244,                 1.2137,                 0.4576,                0.59262,                0.51524,                 0.3385,                  1.377,                 1.5955,                 1.6432,             0.00063125,             0.00063125,             0.00063125
                    152,                 0.8145,                0.80317,                 1.2321,                0.43974,                 0.5951,                0.52297,                0.34914,                 1.3441,                 1.6141,                 1.6263,             0.00062713,             0.00062713,             0.00062713
                    153,                0.81182,                0.80188,                 1.2325,                0.41364,                0.62107,                0.49761,                0.33772,                 1.3247,                 1.6852,                 1.5789,               0.000623,               0.000623,               0.000623
