                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    154,                0.80315,                0.77129,                 1.2223,                0.53705,                0.49918,                0.50034,                0.33729,                 1.3474,                 1.7117,                 1.6079,             0.00061887,             0.00061887,             0.00061887
                    155,                0.79373,                0.74993,                 1.2179,                0.51915,                0.52131,                0.50722,                0.35458,                 1.2906,                 1.6575,                 1.5686,             0.00061475,             0.00061475,             0.00061475
                    156,                0.79244,                 0.7643,                 1.2103,                0.50473,                0.48809,                0.50755,                0.34061,                  1.359,                  1.672,                 1.6177,             0.00061062,             0.00061062,             0.00061062
                    157,                0.79644,                0.77216,                  1.212,                 0.5407,                0.45783,                0.50543,                0.34289,                 1.3146,                 1.6566,                 1.6058,              0.0006065,              0.0006065,              0.0006065
                    158,                0.79575,                0.76368,                 1.2182,                0.47725,                0.55541,                0.51447,                0.34498,                 1.3665,                 1.6696,                 1.6597,             0.00060238,             0.00060238,             0.00060238
                    159,                0.79212,                0.75732,                 1.2109,                0.50488,                0.56129,                0.53286,                0.34927,                 1.3698,                 1.6166,                 1.6494,             0.00059825,             0.00059825,             0.00059825
                    160,                0.78868,                0.76175,                  1.214,                0.50993,                0.57531,                0.53591,                 0.3578,                  1.348,                 1.6515,                 1.6286,             0.00059413,             0.00059413,             0.00059413
                    161,                0.79491,                0.76922,                 1.2131,                0.53382,                0.50025,                0.52433,                0.34533,                 1.3458,                 1.6351,                 1.6245,                0.00059,                0.00059,                0.00059
                    162,                0.78395,                0.75417,                 1.2199,                0.56039,                0.49817,                0.52142,                0.33464,                 1.3803,                 1.6567,                 1.6811,             0.00058588,             0.00058588,             0.00058588
                    163,                0.79454,                0.78516,                  1.223,                0.57978,                0.47057,                0.51317,                0.33216,                  1.358,                 1.6467,                 1.6653,             0.00058175,             0.00058175,             0.00058175
                    164,                0.79001,                0.77349,                 1.2095,                0.47342,                0.54217,                0.51034,                0.33886,                 1.3521,                  1.646,                 1.6447,             0.00057763,             0.00057763,             0.00057763
                    165,                0.78358,                0.75446,                  1.212,                 0.4808,                0.53999,                0.51193,                0.33136,                 1.3883,                 1.6606,                 1.6604,              0.0005735,              0.0005735,              0.0005735
                    166,                0.77407,                0.73236,                 1.1932,                0.52645,                0.53795,                0.52244,                0.34942,                 1.3404,                 1.6164,                 1.6298,             0.00056938,             0.00056938,             0.00056938
                    167,                0.77089,                0.74915,                 1.1999,                0.54603,                0.51099,                0.52653,                0.35288,                 1.3275,                 1.6182,                 1.6099,             0.00056525,             0.00056525,             0.00056525
                    168,                0.78013,                 0.7214,                 1.1949,                0.47231,                0.60397,                0.51107,                0.33375,                 1.3676,                 1.6704,                 1.6528,             0.00056112,             0.00056112,             0.00056112
                    169,                0.77978,                0.73032,                 1.2092,                0.56525,                0.51986,                0.54333,                0.35677,                 1.3886,                 1.5388,                   1.66,               0.000557,               0.000557,               0.000557
                    170,                0.76875,                0.72332,                 1.1957,                0.52776,                 0.5186,                0.52779,                0.34963,                 1.3522,                 1.6242,                 1.6448,             0.00055287,             0.00055287,             0.00055287
                    171,                0.77755,                0.73582,                 1.2077,                0.62469,                0.47243,                  0.528,                  0.365,                 1.3604,                 1.6398,                 1.6366,             0.00054875,             0.00054875,             0.00054875
                    172,                 0.7898,                0.73298,                 1.2117,                0.49161,                 0.5946,                0.54097,                 0.3674,                 1.3512,                  1.666,                 1.6338,             0.00054463,             0.00054463,             0.00054463
                    173,                0.77224,                0.72261,                 1.1954,                0.52752,                0.54084,                0.53342,                0.35427,                 1.3658,                 1.6931,                 1.6746,              0.0005405,              0.0005405,              0.0005405
                    174,                0.77171,                0.73357,                  1.206,                0.53827,                0.53558,                0.53006,                0.35975,                 1.3743,                 1.6235,                 1.6464,             0.00053638,             0.00053638,             0.00053638
                    175,                0.76856,                0.73743,                 1.2001,                0.47827,                0.56649,                0.51335,                0.34436,                 1.3758,                 1.6831,                 1.6501,             0.00053225,             0.00053225,             0.00053225
                    176,                 0.7648,                0.71651,                 1.1936,                0.50091,                0.54003,                0.52771,                0.35312,                 1.3775,                 1.6508,                 1.6563,             0.00052812,             0.00052812,             0.00052812
                    177,                0.76647,                0.70993,                 1.1908,                0.51952,                0.52091,                 0.5164,                 0.3515,                 1.3727,                 1.7393,                 1.6386,               0.000524,               0.000524,               0.000524
                    178,                0.76712,                0.71613,                 1.1868,                0.47712,                0.58399,                0.52603,                0.36112,                 1.3644,                  1.622,                 1.6421,             0.00051988,             0.00051988,             0.00051988
                    179,                0.76174,                0.72282,                 1.1984,                0.56039,                0.49585,                0.52183,                0.34915,                 1.3395,                 1.6418,                 1.5994,             0.00051575,             0.00051575,             0.00051575
                    180,                0.75949,                0.69688,                 1.1907,                 0.5573,                0.55187,                0.53143,                 0.3549,                 1.3398,                 1.6107,                 1.6207,             0.00051163,             0.00051163,             0.00051163
                    181,                0.76306,                0.70897,                 1.1947,                0.50224,                0.50928,                0.49719,                0.32937,                 1.3655,                 1.7467,                 1.6356,              0.0005075,              0.0005075,              0.0005075
                    182,                0.76596,                0.69785,                 1.1913,                0.50792,                0.55111,                0.52287,                0.34766,                  1.356,                 1.6052,                 1.6329,             0.00050337,             0.00050337,             0.00050337
                    183,                0.76562,                0.70595,                 1.1925,                0.49741,                0.51598,                0.51397,                0.33668,                 1.3806,                 1.6979,                 1.6512,             0.00049925,             0.00049925,             0.00049925
                    184,                 0.7431,                0.69543,                 1.1761,                0.58544,                 0.5067,                0.53603,                0.35059,                 1.3696,                 1.6302,                 1.6502,             0.00049513,             0.00049513,             0.00049513
                    185,                0.75407,                0.68586,                 1.1929,                0.52612,                0.51986,                0.53465,                0.35791,                 1.3311,                 1.6942,                  1.612,               0.000491,               0.000491,               0.000491
                    186,                0.75072,                0.69699,                 1.1753,                0.47241,                0.57894,                0.52102,                0.34371,                 1.3335,                  1.666,                 1.6449,             0.00048687,             0.00048687,             0.00048687
                    187,                0.75341,                0.72033,                 1.1921,                0.42578,                0.50639,                0.46928,                0.31931,                 1.3442,                  1.766,                 1.6253,             0.00048275,             0.00048275,             0.00048275
                    188,                 0.7501,                0.67684,                 1.1787,                0.54199,                0.47359,                0.50911,                0.33893,                 1.3295,                 1.6609,                 1.6207,             0.00047863,             0.00047863,             0.00047863
                    189,                0.74658,                0.70344,                 1.1864,                0.48413,                0.56922,                0.53117,                0.35932,                 1.3023,                 1.6539,                 1.5677,              0.0004745,              0.0004745,              0.0004745
                    190,                0.74453,                0.67942,                 1.1839,                0.49119,                0.53874,                0.52046,                0.35316,                 1.3548,                 1.6723,                 1.6465,             0.00047038,             0.00047038,             0.00047038
                    191,                0.74468,                0.69176,                 1.1788,                0.53871,                0.50734,                0.52183,                0.35236,                 1.3363,                 1.7261,                 1.6187,             0.00046625,             0.00046625,             0.00046625
                    192,                0.73723,                0.68955,                 1.1738,                0.46263,                0.58398,                0.52164,                0.34624,                 1.3512,                 1.6999,                 1.6549,             0.00046212,             0.00046212,             0.00046212
                    193,                0.76185,                0.70477,                 1.1882,                0.48692,                0.56649,                0.51465,                0.34743,                 1.3614,                 1.6773,                 1.6688,               0.000458,               0.000458,               0.000458
                    194,                0.74055,                0.68052,                 1.1825,                0.51641,                0.53504,                 0.5312,                0.35133,                 1.3322,                 1.6781,                 1.6455,             0.00045388,             0.00045388,             0.00045388
                    195,                0.72887,                0.65573,                  1.166,                 0.5024,                0.54861,                0.52515,                0.34844,                  1.333,                 1.6502,                 1.6477,             0.00044975,             0.00044975,             0.00044975
                    196,                0.73307,                0.66231,                 1.1689,                0.48851,                0.56413,                0.51749,                0.35125,                 1.3457,                 1.7384,                 1.6599,             0.00044563,             0.00044563,             0.00044563
                    197,                0.72925,                0.66349,                  1.165,                 0.4839,                0.55041,                0.49982,                0.33801,                 1.3262,                 1.7498,                 1.6213,              0.0004415,              0.0004415,              0.0004415
                    198,                0.73193,                0.65641,                 1.1679,                0.48203,                0.55502,                0.50155,                0.33872,                 1.3538,                 1.7951,                 1.6387,             0.00043738,             0.00043738,             0.00043738
                    199,                0.72902,                0.66806,                 1.1701,                0.53441,                0.56021,                0.50867,                0.34432,                 1.3378,                 1.7271,                 1.6239,             0.00043325,             0.00043325,             0.00043325
                    200,                0.72054,                0.65917,                 1.1635,                0.49963,                0.57556,                0.51504,                0.34508,                 1.3586,                 1.6996,                 1.6366,             0.00042912,             0.00042912,             0.00042912
                    201,                0.72006,                0.66694,                 1.1608,                0.54982,                0.51325,                0.52257,                0.35784,                 1.3169,                 1.6856,                 1.6235,               0.000425,               0.000425,               0.000425
                    202,                0.72105,                0.65182,                 1.1608,                0.54769,                0.53202,                0.52711,                0.35608,                 1.3418,                 1.7277,                 1.6194,             0.00042087,             0.00042087,             0.00042087
                    203,                0.72334,                0.65254,                  1.159,                0.56466,                0.54063,                0.53539,                0.37067,                 1.3314,                 1.7042,                 1.6142,             0.00041675,             0.00041675,             0.00041675
                    204,                0.72187,                0.65768,                 1.1627,                0.52998,                0.51516,                0.52091,                0.35849,                 1.3249,                  1.706,                  1.615,             0.00041263,             0.00041263,             0.00041263
                    205,                0.73637,                0.66321,                 1.1725,                0.49893,                0.58613,                0.49805,                0.34272,                 1.3282,                 1.7454,                  1.608,              0.0004085,              0.0004085,              0.0004085
                    206,                0.70089,                0.65422,                 1.1474,                0.51772,                 0.5245,                0.52617,                0.36026,                 1.3057,                  1.738,                 1.5844,             0.00040438,             0.00040438,             0.00040438
                    207,                0.71189,                0.64574,                 1.1574,                0.52258,                0.52527,                0.52794,                 0.3582,                 1.3257,                 1.6854,                 1.6144,             0.00040025,             0.00040025,             0.00040025
                    208,                0.73258,                0.65872,                 1.1725,                 0.4939,                0.54677,                0.51399,                0.35339,                 1.3206,                 1.7525,                 1.6152,             0.00039613,             0.00039613,             0.00039613
                    209,                0.71159,                0.65902,                 1.1621,                0.49513,                0.55184,                0.50973,                0.35442,                  1.315,                 1.7436,                 1.6273,               0.000392,               0.000392,               0.000392
                    210,                0.70461,                0.62166,                 1.1494,                0.55308,                 0.5053,                0.52172,                0.36248,                 1.3006,                 1.6931,                 1.6077,             0.00038788,             0.00038788,             0.00038788
                    211,                0.71111,                 0.6492,                 1.1539,                0.53707,                0.49347,                0.52104,                0.35537,                  1.322,                 1.7444,                 1.6264,             0.00038375,             0.00038375,             0.00038375
                    212,                 0.7209,                0.63922,                 1.1572,                0.46977,                0.55939,                0.50017,                0.34398,                 1.3162,                 1.8106,                 1.6131,             0.00037962,             0.00037962,             0.00037962
                    213,                0.71699,                0.63724,                 1.1672,                0.51891,                0.54786,                0.52507,                0.35745,                 1.3316,                 1.8093,                 1.6059,              0.0003755,              0.0003755,              0.0003755
                    214,                0.70194,                  0.615,                 1.1455,                0.55317,                0.51846,                0.53394,                0.36404,                 1.3275,                 1.7021,                 1.6253,             0.00037138,             0.00037138,             0.00037138
                    215,                0.71463,                0.63742,                 1.1551,                0.53796,                 0.5322,                0.53214,                0.35678,                 1.3537,                 1.6909,                 1.6444,             0.00036725,             0.00036725,             0.00036725
                    216,                0.70695,                0.63315,                 1.1652,                0.53498,                0.57232,                0.55262,                0.37264,                 1.3354,                 1.6759,                 1.6197,             0.00036313,             0.00036313,             0.00036313
                    217,                0.72008,                0.63635,                 1.1629,                  0.539,                0.54688,                0.54661,                0.37091,                 1.3222,                 1.6538,                 1.6171,               0.000359,               0.000359,               0.000359
                    218,                0.69667,                0.62723,                 1.1468,                0.49807,                0.53639,                0.53534,                0.36112,                 1.3055,                 1.7394,                 1.5998,             0.00035487,             0.00035487,             0.00035487
                    219,                0.69754,                 0.6254,                 1.1426,                0.51421,                0.58625,                0.52448,                0.35652,                  1.316,                 1.7537,                 1.6213,             0.00035075,             0.00035075,             0.00035075
                    220,                0.70773,                0.62499,                 1.1564,                 0.5127,                0.55761,                0.52319,                0.34817,                 1.3325,                 1.7929,                 1.6376,             0.00034663,             0.00034663,             0.00034663
                    221,                0.68762,                0.62702,                 1.1488,                0.53477,                0.54136,                0.52489,                0.36193,                 1.3239,                 1.8038,                 1.6174,              0.0003425,              0.0003425,              0.0003425
                    222,                0.69941,                0.63468,                 1.1466,                0.51774,                0.54555,                0.52399,                0.35525,                 1.3499,                 1.7993,                 1.6363,             0.00033838,             0.00033838,             0.00033838
                    223,                0.70295,                0.60971,                 1.1456,                0.52566,                0.51558,                0.51128,                0.34195,                 1.3613,                 1.8042,                 1.6373,             0.00033425,             0.00033425,             0.00033425
                    224,                0.68982,                0.61206,                 1.1451,                0.51748,                0.55182,                 0.5243,                0.35855,                   1.34,                 1.8228,                 1.6286,             0.00033013,             0.00033013,             0.00033013
                    225,                0.69201,                0.62186,                 1.1449,                0.50465,                0.55059,                0.51092,                0.34164,                  1.335,                 1.8515,                 1.6599,               0.000326,               0.000326,               0.000326
                    226,                0.70066,                0.61106,                  1.148,                 0.6107,                0.46255,                0.51439,                0.34702,                  1.354,                 1.8434,                 1.6623,             0.00032188,             0.00032188,             0.00032188
                    227,                0.70249,                0.63017,                 1.1515,                0.57425,                0.50626,                0.52585,                0.35282,                 1.3379,                 1.7632,                 1.6331,             0.00031775,             0.00031775,             0.00031775
                    228,                0.69412,                0.60361,                 1.1345,                0.60714,                0.49824,                0.53438,                0.36129,                 1.3187,                 1.6552,                 1.6245,             0.00031362,             0.00031362,             0.00031362
                    229,                0.68612,                0.61813,                 1.1388,                0.53235,                0.50781,                0.52321,                0.35177,                  1.325,                 1.7926,                   1.66,              0.0003095,              0.0003095,              0.0003095
                    230,                0.69745,                0.61469,                 1.1357,                 0.5277,                0.50275,                0.50741,                0.33908,                  1.363,                 1.8516,                  1.683,             0.00030538,             0.00030538,             0.00030538
                    231,                0.69192,                0.62041,                 1.1475,                0.52064,                0.53743,                0.50841,                0.34192,                 1.3724,                 1.8546,                 1.6733,             0.00030125,             0.00030125,             0.00030125
                    232,                0.68615,                0.60218,                   1.15,                0.48005,                0.57637,                0.50353,                0.33964,                 1.3403,                 1.8023,                 1.6444,             0.00029713,             0.00029713,             0.00029713
                    233,                0.68225,                0.59858,                 1.1382,                 0.5208,                0.53754,                 0.5172,                0.34045,                 1.3587,                 1.7734,                 1.6544,               0.000293,               0.000293,               0.000293
                    234,                 0.6674,                0.59402,                 1.1325,                 0.5418,                0.48379,                0.51476,                0.34961,                 1.3242,                  1.784,                 1.6368,             0.00028888,             0.00028888,             0.00028888
                    235,                0.68932,                0.61865,                 1.1352,                0.45462,                0.57615,                0.51298,                0.34091,                  1.334,                 1.8218,                  1.635,             0.00028475,             0.00028475,             0.00028475
                    236,                0.68064,                0.59417,                  1.132,                0.48984,                0.52185,                0.50614,                0.34347,                 1.3333,                 1.8457,                 1.6197,             0.00028063,             0.00028063,             0.00028063
                    237,                0.67511,                0.58692,                 1.1363,                0.48399,                0.54678,                0.50392,                  0.342,                 1.3439,                 1.9237,                 1.6411,              0.0002765,              0.0002765,              0.0002765
                    238,                0.68646,                 0.5949,                 1.1357,                0.58789,                0.47089,                0.50801,                0.34271,                 1.3482,                 1.9126,                 1.6559,             0.00027237,             0.00027237,             0.00027237
                    239,                0.68951,                 0.6056,                 1.1382,                0.52124,                0.51415,                0.51276,                0.34881,                 1.3452,                  1.794,                  1.643,             0.00026825,             0.00026825,             0.00026825
                    240,                0.69531,                0.60956,                  1.142,                0.53404,                0.56173,                  0.507,                0.33744,                 1.3484,                 1.7762,                 1.6468,             0.00026413,             0.00026413,             0.00026413
                    241,                0.67763,                  0.591,                 1.1278,                0.50049,                0.52805,                0.50893,                 0.3417,                 1.3646,                  1.793,                 1.6446,                0.00026,                0.00026,                0.00026
                    242,                0.67828,                0.58403,                 1.1233,                0.50644,                0.51945,                0.50616,                 0.3353,                 1.3724,                 1.8688,                 1.6561,             0.00025587,             0.00025587,             0.00025587
                    243,                0.67484,                0.57949,                 1.1329,                0.52126,                 0.5771,                0.52469,                0.35263,                 1.3623,                 1.7526,                 1.6591,             0.00025175,             0.00025175,             0.00025175
                    244,                0.67906,                0.59751,                 1.1376,                0.56912,                0.53828,                0.53033,                0.35914,                 1.3516,                  1.771,                 1.6548,             0.00024762,             0.00024762,             0.00024762
                    245,                0.67343,                0.59604,                 1.1365,                0.53327,                0.57023,                 0.5268,                0.35862,                 1.3438,                 1.7871,                 1.6506,              0.0002435,              0.0002435,              0.0002435
                    246,                0.67698,                0.59035,                 1.1369,                0.50654,                 0.5664,                0.51434,                0.35083,                 1.3446,                 1.8005,                 1.6402,             0.00023938,             0.00023938,             0.00023938
                    247,                0.67958,                0.59209,                 1.1275,                0.54183,                0.53118,                0.50993,                 0.3476,                 1.3354,                 1.8504,                 1.6284,             0.00023525,             0.00023525,             0.00023525
                    248,                 0.6661,                0.57259,                 1.1218,                0.55159,                0.55262,                0.52354,                0.35665,                 1.3412,                 1.7756,                 1.6178,             0.00023112,             0.00023112,             0.00023112
                    249,                0.65386,                 0.5727,                 1.1193,                0.49661,                0.55831,                0.51598,                0.34405,                 1.3573,                 1.8154,                 1.6311,               0.000227,               0.000227,               0.000227
                    250,                0.66136,                0.55895,                 1.1149,                0.56185,                0.51767,                0.51631,                0.35199,                 1.3255,                 1.7897,                 1.6276,             0.00022288,             0.00022288,             0.00022288
                    251,                0.65686,                0.56479,                 1.1262,                0.50148,                0.54159,                0.50669,                0.34844,                 1.3259,                 1.8181,                 1.6274,             0.00021875,             0.00021875,             0.00021875
                    252,                0.65916,                0.55993,                 1.1109,                0.52632,                0.50338,                0.50131,                0.34573,                 1.3277,                 1.8181,                 1.6358,             0.00021462,             0.00021462,             0.00021462
                    253,                   0.66,                 0.5759,                  1.128,                0.52829,                0.54352,                0.51067,                 0.3534,                 1.3334,                 1.8085,                 1.6309,              0.0002105,              0.0002105,              0.0002105
                    254,                0.65451,                0.56472,                 1.1222,                0.54959,                0.53919,                0.52209,                0.35492,                 1.3308,                 1.7681,                  1.628,             0.00020637,             0.00020637,             0.00020637
                    255,                0.65291,                0.56657,                 1.1263,                 0.5122,                0.53553,                0.51643,                0.35461,                 1.3328,                 1.7627,                 1.6374,             0.00020225,             0.00020225,             0.00020225
                    256,                 0.6612,                0.56836,                   1.13,                0.52672,                0.57972,                0.52602,                0.35697,                 1.3394,                 1.8197,                 1.6315,             0.00019813,             0.00019813,             0.00019813
                    257,                0.66765,                0.56172,                 1.1169,                0.56917,                0.52236,                0.53106,                 0.3601,                 1.3455,                 1.7938,                 1.6368,               0.000194,               0.000194,               0.000194
                    258,                0.65101,                0.56708,                 1.1141,                0.54081,                0.55697,                0.52288,                0.36057,                 1.3526,                 1.7767,                  1.651,             0.00018987,             0.00018987,             0.00018987
                    259,                0.65318,                0.56618,                  1.121,                0.51871,                0.57175,                0.52427,                0.35721,                 1.3448,                 1.7733,                 1.6485,             0.00018575,             0.00018575,             0.00018575
                    260,                0.65092,                0.55723,                 1.1066,                0.53934,                0.53362,                0.52468,                0.35489,                 1.3292,                 1.7656,                 1.6362,             0.00018163,             0.00018163,             0.00018163
                    261,                0.65802,                0.56575,                 1.1131,                0.55883,                0.51507,                0.51645,                0.35759,                   1.32,                 1.7891,                 1.6353,              0.0001775,              0.0001775,              0.0001775
                    262,                0.67016,                0.57463,                 1.1265,                0.58729,                0.50792,                0.51489,                0.35444,                 1.3277,                 1.7925,                 1.6273,             0.00017338,             0.00017338,             0.00017338
                    263,                 0.6443,                0.55791,                 1.1151,                0.58079,                0.53167,                0.51708,                 0.3549,                 1.3272,                 1.8116,                 1.6293,             0.00016925,             0.00016925,             0.00016925
                    264,                0.64481,                0.55391,                 1.1169,                0.54844,                0.54597,                0.52265,                 0.3583,                 1.3118,                 1.7902,                 1.6145,             0.00016512,             0.00016512,             0.00016512
                    265,                0.65598,                0.56691,                 1.1124,                0.50438,                0.52897,                0.51589,                0.35551,                 1.3148,                  1.833,                 1.6126,               0.000161,               0.000161,               0.000161
                    266,                0.64659,                0.55333,                 1.1115,                0.50719,                0.56394,                0.52942,                0.36712,                 1.3101,                 1.8115,                 1.6229,             0.00015688,             0.00015688,             0.00015688
                    267,                0.64122,                0.54871,                 1.1051,                0.51955,                0.56763,                0.52548,                0.36257,                  1.319,                 1.7789,                 1.6183,             0.00015275,             0.00015275,             0.00015275
                    268,                0.64486,                0.55143,                 1.1193,                0.52952,                0.55566,                0.52354,                0.35768,                 1.3054,                 1.7577,                 1.6136,             0.00014862,             0.00014862,             0.00014862
                    269,                0.65647,                0.55932,                 1.1071,                0.58878,                0.49629,                0.51882,                0.35459,                 1.3173,                 1.7635,                 1.6258,              0.0001445,              0.0001445,              0.0001445
                    270,                 0.6358,                0.54902,                 1.1123,                 0.5258,                0.58176,                0.52095,                0.35263,                 1.3364,                 1.7593,                 1.6339,             0.00014038,             0.00014038,             0.00014038
                    271,                0.65866,                0.55739,                  1.121,                0.54563,                0.55888,                0.52839,                0.35819,                 1.3384,                 1.7831,                 1.6375,             0.00013625,             0.00013625,             0.00013625
                    272,                0.65104,                0.56681,                 1.1092,                0.55081,                0.56264,                0.53387,                0.36062,                 1.3357,                  1.778,                  1.637,             0.00013212,             0.00013212,             0.00013212
                    273,                0.63448,                0.53766,                 1.1042,                0.53474,                0.55623,                0.51783,                0.35261,                 1.3391,                 1.8166,                 1.6545,               0.000128,               0.000128,               0.000128
                    274,                0.64612,                0.55082,                 1.1118,                 0.5465,                0.55828,                0.51116,                0.34908,                 1.3354,                 1.8195,                 1.6489,             0.00012387,             0.00012387,             0.00012387
                    275,                0.63795,                0.55147,                 1.1028,                 0.5369,                0.57554,                0.51638,                0.35393,                 1.3418,                 1.8123,                 1.6542,             0.00011975,             0.00011975,             0.00011975
                    276,                0.63812,                0.52372,                 1.1018,                 0.5296,                0.56689,                0.52041,                0.35276,                  1.353,                 1.7925,                 1.6627,             0.00011563,             0.00011563,             0.00011563
                    277,                0.63205,                0.52708,                 1.0982,                0.53781,                0.55319,                 0.5188,                0.35583,                 1.3387,                 1.8227,                 1.6439,              0.0001115,              0.0001115,              0.0001115
                    278,                0.64396,                0.56095,                 1.1175,                0.50026,                0.59421,                0.52172,                0.35769,                  1.348,                 1.8418,                 1.6496,             0.00010737,             0.00010737,             0.00010737
                    279,                0.63804,                0.55106,                 1.1139,                 0.5225,                0.59118,                 0.5156,                0.35343,                 1.3291,                 1.8362,                  1.639,             0.00010325,             0.00010325,             0.00010325
                    280,                 0.6182,                0.52895,                 1.0933,                0.51634,                0.56871,                0.51063,                0.34786,                 1.3344,                 1.8305,                 1.6452,             9.9125e-05,             9.9125e-05,             9.9125e-05
                    281,                0.64865,                0.53697,                 1.1059,                0.51657,                0.56885,                0.51771,                0.35194,                 1.3461,                 1.8345,                 1.6491,                9.5e-05,                9.5e-05,                9.5e-05
                    282,                0.62713,                0.51504,                 1.0935,                0.56271,                0.56517,                0.52488,                0.35989,                 1.3365,                 1.8219,                 1.6413,             9.0875e-05,             9.0875e-05,             9.0875e-05
                    283,                0.63658,                0.54006,                 1.1076,                0.52018,                0.58732,                0.52502,                0.35521,                 1.3303,                 1.7811,                 1.6429,              8.675e-05,              8.675e-05,              8.675e-05
                    284,                 0.6343,                0.52887,                 1.1007,                0.53744,                0.56705,                0.52983,                0.36147,                 1.3257,                 1.7679,                 1.6425,             8.2625e-05,             8.2625e-05,             8.2625e-05
                    285,                0.62055,                0.52655,                 1.0926,                0.58009,                 0.5457,                0.53206,                0.36357,                 1.3262,                 1.7697,                  1.648,               7.85e-05,               7.85e-05,               7.85e-05
                    286,                0.64097,                0.53383,                 1.1078,                 0.5566,                0.54965,                0.53559,                0.36316,                  1.332,                  1.773,                 1.6504,             7.4375e-05,             7.4375e-05,             7.4375e-05
                    287,                0.63307,                0.53756,                 1.0996,                0.52385,                0.56632,                0.52316,                 0.3629,                 1.3372,                 1.8107,                 1.6554,              7.025e-05,              7.025e-05,              7.025e-05
                    288,                0.63233,                0.53198,                 1.1022,                0.53865,                0.57622,                0.52145,                 0.3548,                 1.3425,                 1.8113,                 1.6627,             6.6125e-05,             6.6125e-05,             6.6125e-05
                    289,                 0.6307,                0.53691,                 1.0998,                0.52899,                0.56565,                0.51769,                0.35184,                 1.3444,                 1.8078,                 1.6675,                6.2e-05,                6.2e-05,                6.2e-05
                    290,                0.63764,                0.53929,                 1.1047,                0.53358,                0.55416,                0.52928,                0.35946,                 1.3412,                 1.7832,                 1.6586,             5.7875e-05,             5.7875e-05,             5.7875e-05
                    291,                 0.5064,                0.35374,                 0.9923,                0.52443,                0.55578,                0.51249,                0.34718,                 1.3398,                 1.8252,                 1.6509,              5.375e-05,              5.375e-05,              5.375e-05
                    292,                0.49076,                0.34544,                0.98027,                0.51084,                0.56498,                0.50804,                0.34662,                   1.34,                 1.8232,                 1.6618,             4.9625e-05,             4.9625e-05,             4.9625e-05
                    293,                0.48295,                0.34666,                0.98239,                0.52207,                0.56202,                0.51429,                0.34839,                  1.342,                 1.8195,                 1.6676,               4.55e-05,               4.55e-05,               4.55e-05
                    294,                0.48734,                0.35171,                0.97934,                0.51831,                0.56889,                0.51205,                0.35082,                 1.3424,                 1.8335,                 1.6707,             4.1375e-05,             4.1375e-05,             4.1375e-05
                    295,                0.48616,                0.34082,                0.97767,                0.51665,                0.58113,                0.51958,                0.35533,                 1.3328,                 1.8284,                 1.6669,              3.725e-05,              3.725e-05,              3.725e-05
                    296,                0.48455,                0.33135,                0.98078,                 0.5297,                0.56496,                0.52014,                0.35689,                 1.3316,                 1.8163,                  1.668,             3.3125e-05,             3.3125e-05,             3.3125e-05
                    297,                0.48517,                0.35451,                0.98033,                0.52562,                0.56746,                 0.5198,                0.35897,                 1.3308,                 1.8324,                 1.6668,                2.9e-05,                2.9e-05,                2.9e-05
                    298,                0.46982,                0.33195,                0.97063,                0.53215,                0.55182,                0.51891,                0.35977,                  1.331,                 1.8194,                 1.6631,             2.4875e-05,             2.4875e-05,             2.4875e-05
                    299,                0.47877,                0.33608,                0.98047,                0.52903,                0.56732,                0.52569,                0.36147,                 1.3324,                 1.8275,                  1.662,              2.075e-05,              2.075e-05,              2.075e-05
                    300,                0.48426,                 0.3442,                0.98173,                0.53638,                0.56688,                0.52017,                0.35965,                 1.3289,                 1.8204,                 1.6607,             1.6625e-05,             1.6625e-05,             1.6625e-05
