epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
13,530.906,1.5092,1.92652,1.84148,0.16655,0.30926,0.15901,0.07627,1.83264,2.56703,2.12072,0.0012005,0.0012005,0.0012005
14,571.034,1.50824,1.9031,1.82851,0.19748,0.33123,0.17387,0.0896,1.81846,2.40292,2.08496,0.00119637,0.00119637,0.00119637
15,611.553,1.47325,1.87428,1.80922,0.27051,0.33875,0.21733,0.10485,1.72521,2.34699,1.96979,0.00119225,0.00119225,0.00119225
16,652.252,1.43644,1.82335,1.76761,0.30429,0.35565,0.22312,0.10941,1.79735,2.38665,2.04912,0.00118812,0.00118812,0.00118812
17,693.493,1.41971,1.8021,1.7461,0.2358,0.37083,0.21623,0.10528,1.75569,2.37064,2.03884,0.001184,0.001184,0.001184
18,733.402,1.41758,1.78337,1.75033,0.19942,0.34717,0.19622,0.09711,1.7086,2.38745,2.00949,0.00117988,0.00117988,0.00117988
19,773.593,1.38926,1.76227,1.71968,0.21728,0.41061,0.2336,0.11245,1.77323,2.283,2.01688,0.00117575,0.00117575,0.00117575
20,816.032,1.38469,1.77259,1.71468,0.23986,0.37751,0.22235,0.11432,1.69576,2.22916,1.97071,0.00117163,0.00117163,0.00117163
21,856.751,1.36441,1.72571,1.70653,0.24652,0.43693,0.2675,0.13478,1.70759,2.22193,1.97138,0.0011675,0.0011675,0.0011675
22,897.509,1.34741,1.70947,1.68301,0.24795,0.46527,0.22316,0.11822,1.61484,2.20417,1.88082,0.00116337,0.00116337,0.00116337
23,936.542,1.36038,1.68508,1.69259,0.21136,0.35067,0.20457,0.10704,1.65366,2.38879,1.95331,0.00115925,0.00115925,0.00115925
24,974.698,1.32763,1.67571,1.66988,0.1889,0.43159,0.21718,0.11818,1.68371,2.30973,1.93379,0.00115513,0.00115513,0.00115513
25,1014.28,1.31094,1.66171,1.63668,0.21317,0.46979,0.23618,0.12982,1.64717,2.22056,1.87169,0.001151,0.001151,0.001151
26,1053.1,1.27898,1.61826,1.61778,0.25915,0.46848,0.25141,0.14153,1.51349,2.13017,1.77929,0.00114688,0.00114688,0.00114688
27,1094.83,1.31575,1.62105,1.63703,0.29967,0.43601,0.28616,0.15035,1.58391,2.13194,1.88139,0.00114275,0.00114275,0.00114275
28,1134.65,1.26991,1.62375,1.62027,0.32111,0.36252,0.2697,0.13,1.66635,2.2087,1.92186,0.00113863,0.00113863,0.00113863
29,1173.78,1.2763,1.59577,1.61377,0.2316,0.44044,0.25815,0.14693,1.56332,2.13307,1.87328,0.0011345,0.0011345,0.0011345
30,1213.01,1.25199,1.58162,1.59694,0.28965,0.46506,0.2609,0.14473,1.51281,2.1332,1.78917,0.00113038,0.00113038,0.00113038
31,1253.09,1.23476,1.53206,1.57518,0.25119,0.43723,0.23426,0.13008,1.63044,2.25662,1.88061,0.00112625,0.00112625,0.00112625
32,1292.19,1.24938,1.55176,1.5802,0.34662,0.45781,0.31953,0.18501,1.52851,2.02088,1.81193,0.00112213,0.00112213,0.00112213
33,1332.9,1.21494,1.48919,1.57193,0.28146,0.38885,0.25822,0.14019,1.53296,2.1074,1.76881,0.001118,0.001118,0.001118
34,1372.73,1.19974,1.48896,1.55064,0.27763,0.44593,0.2812,0.15312,1.54178,2.01207,1.78299,0.00111388,0.00111388,0.00111388
35,1411.46,1.20838,1.50526,1.54939,0.33413,0.39026,0.30184,0.16552,1.52279,2.10428,1.78062,0.00110975,0.00110975,0.00110975
36,1450.3,1.17117,1.4606,1.51156,0.28394,0.4937,0.2842,0.16109,1.54133,2.017,1.76889,0.00110563,0.00110563,0.00110563
37,1489.41,1.20339,1.4904,1.54505,0.26985,0.45947,0.27714,0.14938,1.58187,2.11444,1.86143,0.0011015,0.0011015,0.0011015
38,1528.45,1.19433,1.48181,1.53453,0.24053,0.45415,0.24807,0.14528,1.45859,2.08299,1.73563,0.00109738,0.00109738,0.00109738
39,1567.51,1.15558,1.44648,1.50756,0.27227,0.42215,0.25849,0.14725,1.50268,2.11786,1.76653,0.00109325,0.00109325,0.00109325
40,1605.67,1.17164,1.44815,1.52293,0.27703,0.47114,0.3003,0.17434,1.43835,1.96045,1.72673,0.00108913,0.00108913,0.00108913
41,1646.32,1.14617,1.42868,1.49677,0.29293,0.46262,0.31312,0.18119,1.50087,2.01661,1.74089,0.001085,0.001085,0.001085
42,1685.49,1.16783,1.4431,1.52972,0.32563,0.44971,0.29213,0.17065,1.49891,2.03953,1.73435,0.00108088,0.00108088,0.00108088
43,1724.65,1.14048,1.40099,1.49312,0.31006,0.42947,0.29523,0.18784,1.46137,1.9856,1.71955,0.00107675,0.00107675,0.00107675
44,1764.78,1.14353,1.40523,1.48059,0.33361,0.55576,0.33891,0.18606,1.49491,2.0231,1.75446,0.00107263,0.00107263,0.00107263
45,1805.09,1.13946,1.39266,1.49682,0.31349,0.57354,0.32583,0.18882,1.42014,1.98491,1.68799,0.0010685,0.0010685,0.0010685
46,1844.89,1.12918,1.39658,1.47647,0.34065,0.4957,0.33927,0.20821,1.39782,1.94713,1.64966,0.00106437,0.00106437,0.00106437
47,1885.26,1.11733,1.36017,1.47701,0.41754,0.34972,0.30384,0.17175,1.45451,2.11768,1.71144,0.00106025,0.00106025,0.00106025
48,1925.39,1.11769,1.33934,1.45802,0.31172,0.5151,0.36446,0.22148,1.46548,1.91173,1.71081,0.00105612,0.00105612,0.00105612
49,1965.42,1.12174,1.34215,1.48166,0.3783,0.36601,0.34722,0.21324,1.46358,1.93112,1.72644,0.001052,0.001052,0.001052
50,2003.7,1.09215,1.31737,1.4549,0.34879,0.46776,0.32713,0.18679,1.42379,1.96031,1.69338,0.00104787,0.00104787,0.00104787
51,2042.74,1.09813,1.30104,1.43876,0.34132,0.51422,0.34373,0.2012,1.44653,1.90472,1.68855,0.00104375,0.00104375,0.00104375
52,2081.45,1.1079,1.30554,1.45062,0.41208,0.47401,0.42537,0.25251,1.43469,1.85909,1.65267,0.00103962,0.00103962,0.00103962
53,2121.8,1.10526,1.28868,1.45452,0.37019,0.4654,0.32032,0.20365,1.3975,1.99863,1.69807,0.0010355,0.0010355,0.0010355
54,2161.47,1.11008,1.31661,1.45317,0.33519,0.54727,0.37611,0.23415,1.43315,1.87986,1.66837,0.00103138,0.00103138,0.00103138
55,2202.38,1.0801,1.32381,1.4425,0.39339,0.47597,0.38775,0.2498,1.36027,1.92667,1.63763,0.00102725,0.00102725,0.00102725
56,2242.22,1.04769,1.26773,1.4071,0.35679,0.62069,0.4371,0.27091,1.4117,1.79707,1.68351,0.00102312,0.00102312,0.00102312
57,2283.4,1.07751,1.27927,1.43067,0.35139,0.56348,0.37866,0.22381,1.40451,1.92072,1.67722,0.001019,0.001019,0.001019
58,2322.13,1.06445,1.23753,1.42148,0.37157,0.47794,0.40625,0.24522,1.51052,1.85366,1.74673,0.00101488,0.00101488,0.00101488
59,2360.88,1.03447,1.23417,1.40206,0.4404,0.43146,0.41696,0.25673,1.41594,1.79821,1.6643,0.00101075,0.00101075,0.00101075
60,2400.24,1.04826,1.21603,1.40902,0.42172,0.43699,0.40571,0.25884,1.39714,1.80726,1.66383,0.00100663,0.00100663,0.00100663
61,2439.43,1.07489,1.24729,1.41062,0.39062,0.41164,0.37718,0.23945,1.43771,1.85696,1.69794,0.0010025,0.0010025,0.0010025
62,2480.18,1.04448,1.21258,1.40644,0.38884,0.44719,0.39278,0.22947,1.51559,1.89009,1.75886,0.000998375,0.000998375,0.000998375
63,2519.85,1.07455,1.27327,1.42226,0.35176,0.49441,0.37631,0.23177,1.47091,1.87443,1.70882,0.00099425,0.00099425,0.00099425
64,2559.83,1.03642,1.20622,1.37956,0.32091,0.56056,0.41737,0.2507,1.41404,1.85013,1.67813,0.000990125,0.000990125,0.000990125
65,2599.86,1.05671,1.21529,1.41179,0.35945,0.47186,0.40306,0.25607,1.40044,1.89959,1.66949,0.000986,0.000986,0.000986
66,2639.89,1.03931,1.20842,1.38888,0.32785,0.55218,0.38848,0.22943,1.41532,1.91862,1.6588,0.000981875,0.000981875,0.000981875
67,2679.76,0.99836,1.18478,1.37494,0.35249,0.57317,0.38905,0.2392,1.43172,1.79862,1.6595,0.00097775,0.00097775,0.00097775
68,2719.25,1.01627,1.18478,1.38726,0.3764,0.51888,0.42351,0.25541,1.43781,1.80374,1.67749,0.000973625,0.000973625,0.000973625
69,2759.86,1.00588,1.15956,1.37707,0.44829,0.45211,0.41435,0.25964,1.42272,1.86448,1.64891,0.0009695,0.0009695,0.0009695
70,2799.43,1.01635,1.12946,1.36632,0.45439,0.42321,0.42151,0.26182,1.44878,1.83341,1.6776,0.000965375,0.000965375,0.000965375
71,2839.08,1.01206,1.14357,1.36436,0.4506,0.44108,0.42545,0.27576,1.38844,1.81858,1.6145,0.00096125,0.00096125,0.00096125
72,2880.01,1.00434,1.14508,1.36882,0.55258,0.37019,0.43594,0.27486,1.37263,1.80818,1.60689,0.000957125,0.000957125,0.000957125
73,2920.6,1.02835,1.1436,1.37618,0.42591,0.51288,0.42584,0.26963,1.43466,1.8016,1.67227,0.000953,0.000953,0.000953
74,2959.83,1.00688,1.12778,1.35105,0.42039,0.46277,0.41826,0.26047,1.41765,1.77164,1.64473,0.000948875,0.000948875,0.000948875
75,3000.34,1.00428,1.10704,1.35718,0.42296,0.44336,0.4081,0.27022,1.42337,1.84271,1.6699,0.00094475,0.00094475,0.00094475
76,3039.68,0.99872,1.11675,1.36166,0.4814,0.44462,0.43591,0.25698,1.45328,1.8542,1.69401,0.000940625,0.000940625,0.000940625
77,3077.59,0.99019,1.13546,1.36317,0.38395,0.57121,0.42921,0.26748,1.39089,1.78605,1.64191,0.0009365,0.0009365,0.0009365
78,3115.86,0.99077,1.11151,1.34804,0.3715,0.55246,0.41854,0.25869,1.42537,1.86631,1.66342,0.000932375,0.000932375,0.000932375
79,3154.44,0.97838,1.09892,1.35111,0.43555,0.50408,0.47432,0.30979,1.3597,1.69089,1.62191,0.00092825,0.00092825,0.00092825
80,3194.57,0.98309,1.10113,1.34544,0.40593,0.56192,0.45078,0.29029,1.35151,1.78228,1.5973,0.000924125,0.000924125,0.000924125
81,3233.57,0.98295,1.09992,1.35774,0.35035,0.57471,0.41289,0.27566,1.34187,1.80651,1.63732,0.00092,0.00092,0.00092
82,3274.26,0.98634,1.10515,1.34361,0.42877,0.49536,0.44693,0.28767,1.35977,1.7996,1.60836,0.000915875,0.000915875,0.000915875
83,3313.75,0.987,1.10866,1.35217,0.44495,0.49179,0.47394,0.30671,1.3434,1.73419,1.58209,0.00091175,0.00091175,0.00091175
84,3352.82,0.96466,1.08551,1.33711,0.47241,0.47178,0.45039,0.28905,1.37937,1.78966,1.6004,0.000907625,0.000907625,0.000907625
85,3391,0.96715,1.08216,1.32793,0.40158,0.51014,0.39616,0.25057,1.39864,1.88835,1.6508,0.0009035,0.0009035,0.0009035
86,3430.17,0.97155,1.07438,1.33613,0.3863,0.52033,0.39767,0.25047,1.43714,1.89177,1.69633,0.000899375,0.000899375,0.000899375
87,3469.38,0.95635,1.08019,1.32492,0.48122,0.47625,0.42154,0.26232,1.38391,1.92298,1.62314,0.00089525,0.00089525,0.00089525
88,3508.82,0.95654,1.08527,1.33114,0.41324,0.51937,0.44788,0.27122,1.44342,1.79903,1.67977,0.000891125,0.000891125,0.000891125
89,3549.32,0.98487,1.06537,1.33134,0.46017,0.46554,0.4684,0.30123,1.38572,1.69219,1.64136,0.000887,0.000887,0.000887
90,3588.53,0.95898,1.07054,1.33067,0.44563,0.45967,0.45445,0.28303,1.42023,1.77505,1.63252,0.000882875,0.000882875,0.000882875
91,3628,0.95558,1.02303,1.30987,0.45877,0.48342,0.44569,0.28441,1.37064,1.78949,1.59794,0.00087875,0.00087875,0.00087875
92,3667.18,0.94948,1.03672,1.325,0.49317,0.47529,0.4663,0.29335,1.41871,1.75707,1.61362,0.000874625,0.000874625,0.000874625
93,3705.59,0.94115,1.02048,1.30507,0.45808,0.49206,0.44974,0.29552,1.40271,1.77098,1.62425,0.0008705,0.0008705,0.0008705
94,3744.67,0.94527,1.05228,1.31731,0.47528,0.48477,0.46916,0.30003,1.39775,1.80073,1.61905,0.000866375,0.000866375,0.000866375
95,3783.93,0.93577,1.02516,1.31277,0.51413,0.44229,0.46208,0.28494,1.36315,1.70791,1.61271,0.00086225,0.00086225,0.00086225
96,3825.04,0.92093,1.00634,1.29162,0.45598,0.51723,0.44406,0.28104,1.39763,1.8221,1.64268,0.000858125,0.000858125,0.000858125
97,3864.26,0.91489,0.99529,1.28651,0.44703,0.46767,0.43603,0.28346,1.35496,1.77528,1.60026,0.000854,0.000854,0.000854
98,3903.9,0.91884,1.01116,1.29251,0.56885,0.33822,0.41958,0.26598,1.4362,1.89848,1.6512,0.000849875,0.000849875,0.000849875
99,3943.58,0.93888,1.00387,1.29716,0.3623,0.53987,0.42022,0.26731,1.44758,1.90868,1.67236,0.00084575,0.00084575,0.00084575
100,3982.9,0.94256,1.01096,1.30635,0.42627,0.54322,0.47014,0.30105,1.39761,1.66897,1.64217,0.000841625,0.000841625,0.000841625
101,4021.09,0.92131,0.97605,1.30061,0.41844,0.49548,0.4401,0.28422,1.3996,1.82331,1.62835,0.0008375,0.0008375,0.0008375
102,4060.44,0.91693,0.97196,1.2906,0.55734,0.40801,0.47609,0.31033,1.44637,1.75548,1.66569,0.000833375,0.000833375,0.000833375
103,4102.68,0.9191,0.99978,1.28901,0.54433,0.41036,0.47268,0.30377,1.39236,1.75822,1.63466,0.00082925,0.00082925,0.00082925
104,4141.73,0.92302,0.99172,1.28891,0.49739,0.47139,0.46317,0.30776,1.39341,1.76264,1.63682,0.000825125,0.000825125,0.000825125
105,4180.64,0.92672,0.96875,1.288,0.45302,0.4592,0.47536,0.31149,1.37192,1.65675,1.60989,0.000821,0.000821,0.000821
106,4220.5,0.90345,0.95696,1.27976,0.49383,0.46341,0.45462,0.29325,1.3781,1.73704,1.62288,0.000816875,0.000816875,0.000816875
107,4259.33,0.9025,0.96505,1.27766,0.40603,0.52215,0.4572,0.28988,1.43051,1.76513,1.64422,0.00081275,0.00081275,0.00081275
108,4298.47,0.91082,0.97885,1.28126,0.50713,0.41725,0.47077,0.31794,1.33894,1.72451,1.59859,0.000808625,0.000808625,0.000808625
109,4340.57,0.8845,0.9475,1.26473,0.59039,0.43028,0.48262,0.31223,1.3549,1.72449,1.60275,0.0008045,0.0008045,0.0008045
110,4378.91,0.89342,0.9442,1.28018,0.42831,0.5288,0.46257,0.28625,1.48146,1.82233,1.69871,0.000800375,0.000800375,0.000800375
111,4417.33,0.87318,0.94476,1.26641,0.44612,0.47394,0.45908,0.29685,1.40452,1.78179,1.65143,0.00079625,0.00079625,0.00079625
112,4455.9,0.89061,0.9203,1.27402,0.37679,0.49774,0.4369,0.29532,1.36163,1.77652,1.62928,0.000792125,0.000792125,0.000792125
113,4494.92,0.88075,0.895,1.26188,0.57129,0.4178,0.45396,0.29384,1.38119,1.82361,1.6355,0.000788,0.000788,0.000788
114,4533.84,0.88812,0.90422,1.26594,0.50642,0.48246,0.47669,0.30731,1.39615,1.82792,1.63265,0.000783875,0.000783875,0.000783875
115,4573.24,0.86814,0.91839,1.26419,0.50012,0.52013,0.50171,0.33145,1.3443,1.66501,1.60762,0.00077975,0.00077975,0.00077975
116,4615.29,0.88374,0.93912,1.25353,0.52527,0.44705,0.47171,0.3081,1.40018,1.67884,1.65613,0.000775625,0.000775625,0.000775625
117,4654.33,0.85035,0.89279,1.24797,0.41869,0.53142,0.46748,0.30625,1.38356,1.71546,1.62827,0.0007715,0.0007715,0.0007715
118,4693.4,0.87268,0.92181,1.26353,0.50795,0.45515,0.43974,0.27718,1.39458,1.80024,1.64385,0.000767375,0.000767375,0.000767375
119,4732.7,0.87731,0.93255,1.26572,0.50787,0.47395,0.44842,0.29013,1.33801,1.77372,1.57113,0.00076325,0.00076325,0.00076325
120,4772.18,0.89589,0.94927,1.27215,0.56809,0.4202,0.4603,0.28957,1.37336,1.78671,1.62849,0.000759125,0.000759125,0.000759125
121,4811.52,0.86345,0.86628,1.24529,0.55711,0.44695,0.4809,0.31072,1.38324,1.76652,1.60687,0.000755,0.000755,0.000755
122,4850.54,0.87416,0.8881,1.25639,0.50924,0.49696,0.46202,0.30249,1.37217,1.75446,1.61842,0.000750875,0.000750875,0.000750875
123,4891,0.86344,0.89577,1.25104,0.44491,0.548,0.48735,0.32292,1.35786,1.61618,1.59551,0.00074675,0.00074675,0.00074675
124,4930.75,0.85344,0.88098,1.24394,0.56145,0.43006,0.50772,0.33321,1.3459,1.68888,1.62038,0.000742625,0.000742625,0.000742625
125,4971.42,0.84653,0.8879,1.2376,0.49419,0.48769,0.49561,0.32248,1.3839,1.66794,1.63956,0.0007385,0.0007385,0.0007385
126,5009.78,0.86224,0.89431,1.24899,0.43515,0.52267,0.48911,0.32376,1.38855,1.69488,1.62916,0.000734375,0.000734375,0.000734375
127,5052.74,0.85687,0.86295,1.22891,0.52086,0.41807,0.43734,0.28334,1.41257,1.75528,1.66314,0.00073025,0.00073025,0.00073025
128,5091.01,0.85698,0.85782,1.2357,0.47798,0.49013,0.49409,0.3273,1.37166,1.6813,1.60302,0.000726125,0.000726125,0.000726125
129,5130.13,0.86291,0.86764,1.24552,0.44482,0.47208,0.45443,0.29614,1.39598,1.78761,1.6276,0.000722,0.000722,0.000722
130,5170.06,0.85457,0.86183,1.24027,0.45511,0.46848,0.46474,0.31529,1.37551,1.74415,1.59792,0.000717875,0.000717875,0.000717875
131,5209.25,0.8483,0.86602,1.23863,0.54846,0.43138,0.47328,0.31178,1.36746,1.68903,1.61361,0.00071375,0.00071375,0.00071375
132,5248.21,0.85281,0.87462,1.24044,0.48724,0.51012,0.50557,0.34006,1.36311,1.65106,1.61205,0.000709625,0.000709625,0.000709625
133,5288.72,0.84261,0.8463,1.23559,0.49072,0.4872,0.48801,0.32316,1.4055,1.71678,1.62847,0.0007055,0.0007055,0.0007055
134,5328.47,0.85728,0.86719,1.23532,0.46449,0.48174,0.46828,0.30551,1.41727,1.76257,1.65967,0.000701375,0.000701375,0.000701375
135,5367.71,0.85668,0.8612,1.24142,0.53901,0.39204,0.45713,0.30474,1.39028,1.8276,1.64932,0.00069725,0.00069725,0.00069725
136,5407.35,0.84444,0.84584,1.22869,0.55765,0.42336,0.49458,0.31706,1.38609,1.67883,1.60464,0.000693125,0.000693125,0.000693125
137,5446.55,0.85041,0.88562,1.23982,0.55663,0.43892,0.48625,0.32517,1.37135,1.72043,1.60229,0.000689,0.000689,0.000689
138,5485.87,0.83715,0.83128,1.22249,0.53481,0.44596,0.48932,0.31779,1.36939,1.78296,1.60535,0.000684875,0.000684875,0.000684875
139,5525.13,0.84821,0.8503,1.22782,0.41779,0.51642,0.47346,0.31542,1.35355,1.75147,1.57637,0.00068075,0.00068075,0.00068075
140,5564.84,0.84792,0.84706,1.22943,0.49929,0.44404,0.49551,0.31556,1.42075,1.70219,1.61691,0.000676625,0.000676625,0.000676625
141,5604.48,0.84295,0.84167,1.23864,0.47182,0.47223,0.46068,0.30156,1.40308,1.79993,1.61976,0.0006725,0.0006725,0.0006725
142,5642.91,0.84978,0.85907,1.24109,0.46521,0.49179,0.49665,0.32511,1.41678,1.6589,1.61967,0.000668375,0.000668375,0.000668375
143,5683.31,0.84064,0.84859,1.22256,0.4622,0.52863,0.48408,0.32107,1.35939,1.72007,1.59276,0.00066425,0.00066425,0.00066425
144,5722.43,0.83111,0.80663,1.22037,0.56716,0.44084,0.4991,0.3442,1.34336,1.66984,1.57746,0.000660125,0.000660125,0.000660125
145,5762.72,0.83293,0.83479,1.22295,0.53395,0.40903,0.47454,0.32017,1.38444,1.7347,1.61286,0.000656,0.000656,0.000656
146,5802.09,0.81619,0.81494,1.20906,0.43757,0.4958,0.49439,0.33552,1.34653,1.66023,1.59028,0.000651875,0.000651875,0.000651875
147,5841.5,0.81924,0.81008,1.21697,0.59684,0.41817,0.50189,0.33401,1.34093,1.62264,1.60762,0.00064775,0.00064775,0.00064775
148,5880.88,0.82349,0.80841,1.21146,0.46486,0.47387,0.4891,0.33261,1.35583,1.71761,1.60869,0.000643625,0.000643625,0.000643625
149,5921.08,0.83092,0.83158,1.21965,0.41355,0.5567,0.49362,0.33919,1.31883,1.67196,1.5699,0.0006395,0.0006395,0.0006395
150,5959.73,0.79747,0.81034,1.19521,0.5744,0.39016,0.46533,0.30891,1.34404,1.72238,1.57702,0.000635375,0.000635375,0.000635375
151,5999.64,0.81408,0.82268,1.21037,0.46645,0.48355,0.47217,0.31462,1.33713,1.70657,1.58111,0.00063125,0.00063125,0.00063125
152,6039.13,0.81665,0.80565,1.20644,0.48461,0.45269,0.47994,0.3268,1.35603,1.79434,1.61321,0.000627125,0.000627125,0.000627125
153,6078.43,0.80572,0.78684,1.20496,0.57716,0.3925,0.47505,0.31817,1.37217,1.81898,1.6156,0.000623,0.000623,0.000623
154,6117.65,0.80648,0.79751,1.21039,0.44222,0.53535,0.49065,0.32966,1.37552,1.73828,1.60841,0.000618875,0.000618875,0.000618875
155,6157.12,0.81706,0.80092,1.20612,0.57292,0.42151,0.49596,0.33986,1.36697,1.69635,1.63228,0.00061475,0.00061475,0.00061475
156,6198.1,0.79078,0.77725,1.18737,0.4718,0.4726,0.47239,0.30836,1.41971,1.78259,1.66736,0.000610625,0.000610625,0.000610625
157,6237.87,0.81603,0.80388,1.20687,0.6387,0.38312,0.45365,0.30237,1.3688,1.7502,1.62328,0.0006065,0.0006065,0.0006065
158,6276.97,0.80302,0.75732,1.19076,0.50746,0.47231,0.50153,0.33041,1.40806,1.72183,1.63296,0.000602375,0.000602375,0.000602375
159,6316.8,0.81166,0.7864,1.19851,0.41578,0.53052,0.48466,0.3096,1.44776,1.82036,1.68387,0.00059825,0.00059825,0.00059825
160,6356.26,0.8071,0.76844,1.19295,0.42471,0.5756,0.48427,0.32263,1.40865,1.77662,1.65109,0.000594125,0.000594125,0.000594125
161,6395.69,0.82158,0.80114,1.211,0.42432,0.51838,0.44649,0.30058,1.36579,1.8289,1.59845,0.00059,0.00059,0.00059
162,6435.48,0.79315,0.76001,1.19374,0.4843,0.47966,0.47763,0.32428,1.3307,1.79321,1.57023,0.000585875,0.000585875,0.000585875
163,6476.45,0.78775,0.7587,1.18498,0.43064,0.509,0.46284,0.30589,1.34033,1.81439,1.58495,0.00058175,0.00058175,0.00058175
164,6516.02,0.79588,0.76163,1.1973,0.46752,0.50143,0.5029,0.3333,1.35449,1.67472,1.59937,0.000577625,0.000577625,0.000577625
165,6555.66,0.7829,0.77528,1.19268,0.4797,0.44842,0.48563,0.33183,1.36788,1.70069,1.60195,0.0005735,0.0005735,0.0005735
166,6594.76,0.81422,0.79995,1.20801,0.48404,0.42917,0.46834,0.30136,1.3727,1.76924,1.61848,0.000569375,0.000569375,0.000569375
167,6633.5,0.80119,0.76417,1.19921,0.46256,0.47638,0.48728,0.32667,1.35304,1.75181,1.60494,0.00056525,0.00056525,0.00056525
168,6672.96,0.77045,0.75987,1.17068,0.46627,0.46763,0.48957,0.32542,1.37929,1.64965,1.61409,0.000561125,0.000561125,0.000561125
169,6713.64,0.79002,0.75882,1.18177,0.48214,0.47826,0.47726,0.31731,1.37789,1.69326,1.59786,0.000557,0.000557,0.000557
170,6753.26,0.79844,0.76466,1.18883,0.47617,0.41608,0.45202,0.30879,1.34574,1.75593,1.59304,0.000552875,0.000552875,0.000552875
171,6792.85,0.7904,0.76969,1.19081,0.41673,0.47148,0.45421,0.30745,1.38499,1.75857,1.62563,0.00054875,0.00054875,0.00054875
172,6832.75,0.7729,0.75006,1.17941,0.51273,0.41014,0.4629,0.31543,1.3221,1.73816,1.5899,0.000544625,0.000544625,0.000544625
173,6872.69,0.78578,0.7531,1.18686,0.43802,0.56287,0.50145,0.34187,1.37031,1.67192,1.61212,0.0005405,0.0005405,0.0005405
174,6913.06,0.76467,0.74369,1.16198,0.55266,0.41947,0.48382,0.3262,1.35177,1.653,1.6178,0.000536375,0.000536375,0.000536375
175,6952.6,0.76466,0.72533,1.16871,0.50203,0.47283,0.49358,0.33952,1.32103,1.66007,1.58878,0.00053225,0.00053225,0.00053225
176,6994.01,0.78669,0.744,1.17921,0.49162,0.43959,0.49161,0.3323,1.34125,1.68242,1.59353,0.000528125,0.000528125,0.000528125
177,7032.54,0.75197,0.71133,1.16278,0.55664,0.39681,0.48569,0.32411,1.35622,1.75745,1.60129,0.000524,0.000524,0.000524
178,7071.73,0.7898,0.74943,1.18324,0.54338,0.40432,0.47368,0.31796,1.35238,1.74567,1.60055,0.000519875,0.000519875,0.000519875
179,7111.17,0.76645,0.71874,1.17163,0.4205,0.504,0.47302,0.31234,1.40321,1.75436,1.6345,0.00051575,0.00051575,0.00051575
180,7150.65,0.77905,0.73479,1.18011,0.42481,0.50713,0.47168,0.31096,1.42738,1.69596,1.64258,0.000511625,0.000511625,0.000511625
181,7189.95,0.76644,0.71958,1.17188,0.43676,0.47114,0.46077,0.30584,1.38563,1.80348,1.61698,0.0005075,0.0005075,0.0005075
182,7231.14,0.7664,0.72036,1.16133,0.38919,0.4929,0.4523,0.3133,1.32339,1.78625,1.58355,0.000503375,0.000503375,0.000503375
183,7271.04,0.76915,0.74453,1.16737,0.50167,0.45983,0.49016,0.33436,1.35136,1.69099,1.62055,0.00049925,0.00049925,0.00049925
184,7311.06,0.75771,0.73134,1.17416,0.51984,0.46597,0.50129,0.3285,1.35641,1.66131,1.62401,0.000495125,0.000495125,0.000495125
185,7350.13,0.75658,0.72443,1.17301,0.42524,0.48355,0.47021,0.30375,1.34127,1.72124,1.60887,0.000491,0.000491,0.000491
