epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
186,7389.2,0.76229,0.72069,1.16261,0.55487,0.43502,0.49487,0.32866,1.32352,1.68183,1.58994,0.000486875,0.000486875,0.000486875
187,7428.57,0.78114,0.70105,1.17146,0.43403,0.47731,0.47732,0.32351,1.34492,1.77932,1.61247,0.00048275,0.00048275,0.00048275
188,7467.9,0.7695,0.71873,1.17115,0.51433,0.41564,0.48205,0.31601,1.35636,1.70187,1.61963,0.000478625,0.000478625,0.000478625
189,7508.79,0.7694,0.71078,1.1666,0.47972,0.46443,0.49112,0.31285,1.36783,1.71556,1.62215,0.0004745,0.0004745,0.0004745
190,7548.62,0.74657,0.68924,1.16313,0.50739,0.54081,0.50056,0.32461,1.36507,1.69644,1.63434,0.000470375,0.000470375,0.000470375
191,7588.36,0.76602,0.73042,1.16761,0.54863,0.4431,0.51179,0.33302,1.33397,1.7016,1.59702,0.00046625,0.00046625,0.00046625
192,7628.31,0.75318,0.69466,1.17042,0.58586,0.42438,0.51234,0.34045,1.33714,1.67692,1.58088,0.000462125,0.000462125,0.000462125
193,7668.35,0.75731,0.70778,1.15944,0.47375,0.45171,0.48909,0.32112,1.36633,1.76884,1.63843,0.000458,0.000458,0.000458
194,7707.47,0.75804,0.71075,1.16263,0.60563,0.3847,0.48675,0.32015,1.34943,1.76627,1.59512,0.000453875,0.000453875,0.000453875
195,7747.93,0.74047,0.69919,1.15609,0.52027,0.44916,0.50913,0.34337,1.35606,1.67954,1.61083,0.00044975,0.00044975,0.00044975
196,7788.64,0.74784,0.69612,1.14779,0.46347,0.53559,0.48677,0.32794,1.3721,1.81298,1.62963,0.000445625,0.000445625,0.000445625
197,7827.97,0.76207,0.70207,1.16738,0.53418,0.43872,0.49289,0.33395,1.34278,1.74927,1.60687,0.0004415,0.0004415,0.0004415
198,7867.35,0.75798,0.7111,1.16121,0.51535,0.4067,0.47873,0.31987,1.3747,1.74398,1.60912,0.000437375,0.000437375,0.000437375
199,7906.94,0.74416,0.69837,1.15467,0.38835,0.57833,0.49815,0.33572,1.33978,1.69619,1.59687,0.00043325,0.00043325,0.00043325
200,7946.73,0.75642,0.72278,1.16485,0.43827,0.54601,0.48512,0.33003,1.34159,1.70926,1.61027,0.000429125,0.000429125,0.000429125
201,7986.67,0.74861,0.71891,1.16133,0.42735,0.50982,0.48353,0.32513,1.35387,1.71531,1.60631,0.000425,0.000425,0.000425
202,8028.45,0.7365,0.67278,1.14673,0.48136,0.46034,0.49169,0.33201,1.36911,1.74439,1.62619,0.000420875,0.000420875,0.000420875
203,8068.53,0.75061,0.69095,1.15946,0.45001,0.50146,0.48879,0.31903,1.37107,1.71643,1.62646,0.00041675,0.00041675,0.00041675
204,8108.28,0.74212,0.68053,1.1447,0.4763,0.48318,0.51096,0.33673,1.36547,1.69504,1.61068,0.000412625,0.000412625,0.000412625
205,8147.7,0.72109,0.64463,1.1342,0.46465,0.50508,0.5038,0.33323,1.37389,1.73889,1.63042,0.0004085,0.0004085,0.0004085
206,8187.25,0.72949,0.66737,1.14385,0.48493,0.4764,0.5208,0.33568,1.38696,1.73862,1.64467,0.000404375,0.000404375,0.000404375
207,8227.13,0.7428,0.67578,1.15402,0.44543,0.51356,0.52096,0.34189,1.37559,1.7384,1.62704,0.00040025,0.00040025,0.00040025
208,8268.77,0.73953,0.68949,1.14557,0.51296,0.4931,0.50841,0.33894,1.36873,1.74287,1.621,0.000396125,0.000396125,0.000396125
209,8308.36,0.72743,0.6501,1.12898,0.45761,0.53586,0.48946,0.32986,1.33356,1.73216,1.59764,0.000392,0.000392,0.000392
210,8348.33,0.71844,0.66333,1.13275,0.50462,0.44227,0.49227,0.32891,1.35073,1.80967,1.62718,0.000387875,0.000387875,0.000387875
211,8388.85,0.73213,0.65007,1.13752,0.47638,0.4637,0.49448,0.33675,1.31884,1.77225,1.59305,0.00038375,0.00038375,0.00038375
212,8429.41,0.73013,0.66229,1.13395,0.47284,0.48848,0.50994,0.34262,1.34551,1.75267,1.62719,0.000379625,0.000379625,0.000379625
213,8470.01,0.7194,0.64965,1.14167,0.46951,0.48818,0.49617,0.32857,1.38403,1.75078,1.64503,0.0003755,0.0003755,0.0003755
214,8511.01,0.72693,0.64981,1.14714,0.63525,0.37755,0.4992,0.32599,1.36631,1.75472,1.63781,0.000371375,0.000371375,0.000371375
215,8551.76,0.73202,0.66338,1.14013,0.50028,0.48161,0.49855,0.33422,1.36349,1.75632,1.60482,0.00036725,0.00036725,0.00036725
216,8591.96,0.73437,0.65025,1.14259,0.61684,0.40038,0.51007,0.33252,1.36994,1.72171,1.64341,0.000363125,0.000363125,0.000363125
217,8631.73,0.72226,0.67564,1.13934,0.51811,0.46386,0.50681,0.34035,1.35239,1.73234,1.62136,0.000359,0.000359,0.000359
218,8670.99,0.70808,0.63942,1.1284,0.4594,0.48263,0.48062,0.31527,1.37554,1.80132,1.65453,0.000354875,0.000354875,0.000354875
219,8710.56,0.705,0.63265,1.12936,0.52376,0.41149,0.49645,0.33415,1.34942,1.79048,1.62447,0.00035075,0.00035075,0.00035075
220,8750.11,0.71007,0.63777,1.13344,0.50517,0.4447,0.49202,0.32629,1.35718,1.78657,1.62438,0.000346625,0.000346625,0.000346625
221,8791.28,0.72403,0.65444,1.13033,0.54418,0.43298,0.49542,0.32671,1.35142,1.74335,1.6245,0.0003425,0.0003425,0.0003425
222,8830.86,0.73271,0.642,1.13652,0.53123,0.44327,0.51863,0.33635,1.36932,1.71657,1.63903,0.000338375,0.000338375,0.000338375
223,8870.65,0.72053,0.6401,1.13348,0.53683,0.42677,0.50073,0.33179,1.38754,1.71886,1.66152,0.00033425,0.00033425,0.00033425
224,8910.57,0.70885,0.62348,1.13441,0.51472,0.44398,0.48643,0.32442,1.37882,1.82705,1.65652,0.000330125,0.000330125,0.000330125
225,8950.77,0.7077,0.63096,1.13214,0.53069,0.42351,0.49222,0.33013,1.34015,1.84238,1.62831,0.000326,0.000326,0.000326
226,8990.72,0.71101,0.64012,1.12298,0.53889,0.42002,0.49281,0.33564,1.32238,1.84111,1.60311,0.000321875,0.000321875,0.000321875
227,9032.61,0.7156,0.63302,1.12692,0.52769,0.48079,0.51994,0.35047,1.34635,1.75279,1.61354,0.00031775,0.00031775,0.00031775
228,9073.61,0.70666,0.63003,1.13271,0.5301,0.42644,0.52014,0.3502,1.33649,1.74427,1.61674,0.000313625,0.000313625,0.000313625
229,9113.68,0.71868,0.6397,1.12895,0.65642,0.37306,0.49222,0.33279,1.34217,1.74333,1.62204,0.0003095,0.0003095,0.0003095
230,9153.66,0.71194,0.62092,1.12922,0.45865,0.48901,0.49943,0.33624,1.32175,1.81343,1.59067,0.000305375,0.000305375,0.000305375
231,9193.45,0.71905,0.61747,1.12832,0.56992,0.42452,0.52519,0.3566,1.33712,1.75923,1.60457,0.00030125,0.00030125,0.00030125
232,9234.51,0.70057,0.62038,1.12424,0.48393,0.467,0.52042,0.35,1.34914,1.7587,1.60893,0.000297125,0.000297125,0.000297125
233,9276.24,0.70211,0.62382,1.11867,0.59078,0.41014,0.50935,0.34194,1.34039,1.80609,1.60858,0.000293,0.000293,0.000293
234,9316.35,0.69619,0.633,1.11711,0.56762,0.45135,0.50163,0.34271,1.32339,1.822,1.58835,0.000288875,0.000288875,0.000288875
235,9356.83,0.71201,0.63893,1.13108,0.5203,0.43738,0.49557,0.32632,1.36498,1.81754,1.62305,0.00028475,0.00028475,0.00028475
236,9396.95,0.70069,0.62629,1.13385,0.42756,0.54726,0.49827,0.32362,1.3659,1.79599,1.6203,0.000280625,0.000280625,0.000280625
237,9436.98,0.69531,0.61567,1.11848,0.53313,0.43231,0.4932,0.32351,1.35662,1.85226,1.61436,0.0002765,0.0002765,0.0002765
238,9477.23,0.68977,0.60706,1.12708,0.61185,0.40836,0.50489,0.33208,1.37422,1.84117,1.6386,0.000272375,0.000272375,0.000272375
239,9517.47,0.68702,0.6121,1.10832,0.52263,0.44601,0.50159,0.32935,1.36409,1.82411,1.6327,0.00026825,0.00026825,0.00026825
240,9559.03,0.69828,0.60924,1.11383,0.47339,0.49229,0.50173,0.33144,1.34174,1.85264,1.62373,0.000264125,0.000264125,0.000264125
241,9599.24,0.6929,0.60475,1.1131,0.46866,0.49729,0.50151,0.33758,1.33896,1.85126,1.61215,0.00026,0.00026,0.00026
242,9638.67,0.68519,0.60404,1.1121,0.56589,0.41609,0.50212,0.34069,1.34327,1.80989,1.61,0.000255875,0.000255875,0.000255875
243,9677.68,0.68539,0.58755,1.11455,0.47225,0.45059,0.50228,0.33917,1.33904,1.80304,1.59972,0.00025175,0.00025175,0.00025175
244,9717.76,0.68478,0.60682,1.11331,0.44889,0.48494,0.50142,0.34282,1.32815,1.8053,1.60032,0.000247625,0.000247625,0.000247625
245,9757.83,0.68397,0.587,1.11061,0.44503,0.50366,0.50571,0.34174,1.34292,1.80625,1.60501,0.0002435,0.0002435,0.0002435
246,9798.93,0.67802,0.59445,1.11489,0.48143,0.4791,0.50221,0.33856,1.34911,1.78552,1.61441,0.000239375,0.000239375,0.000239375
247,9838.34,0.68094,0.58535,1.10776,0.45176,0.56335,0.50417,0.3403,1.35315,1.81034,1.59639,0.00023525,0.00023525,0.00023525
248,9878.14,0.68678,0.59818,1.11398,0.52528,0.4565,0.50892,0.3426,1.3422,1.83829,1.59056,0.000231125,0.000231125,0.000231125
249,9918.17,0.67868,0.60072,1.10787,0.56079,0.43555,0.50859,0.33653,1.36086,1.85023,1.61453,0.000227,0.000227,0.000227
250,9957.72,0.6952,0.61331,1.12519,0.55444,0.42205,0.50827,0.34115,1.33344,1.77884,1.6078,0.000222875,0.000222875,0.000222875
251,9997.29,0.67805,0.59234,1.10752,0.60343,0.41142,0.51032,0.34208,1.34529,1.76673,1.58974,0.00021875,0.00021875,0.00021875
252,10037.4,0.69327,0.59214,1.11075,0.63198,0.39894,0.51448,0.34468,1.35896,1.78201,1.61209,0.000214625,0.000214625,0.000214625
253,10080.3,0.67824,0.60125,1.11291,0.46269,0.51816,0.51441,0.34655,1.34682,1.77342,1.60847,0.0002105,0.0002105,0.0002105
254,10118.5,0.68633,0.60496,1.11463,0.5234,0.46437,0.50485,0.34097,1.35771,1.74507,1.62808,0.000206375,0.000206375,0.000206375
255,10157.4,0.68986,0.5802,1.11327,0.43656,0.56861,0.50123,0.33981,1.3474,1.78081,1.63166,0.00020225,0.00020225,0.00020225
256,10196.7,0.67142,0.58827,1.10493,0.51911,0.43767,0.5073,0.34388,1.35189,1.80414,1.63309,0.000198125,0.000198125,0.000198125
257,10235.5,0.66077,0.57043,1.10088,0.40403,0.60119,0.50797,0.33281,1.35135,1.8407,1.63768,0.000194,0.000194,0.000194
258,10276,0.68479,0.59503,1.112,0.4381,0.53244,0.50103,0.33372,1.3358,1.80938,1.62956,0.000189875,0.000189875,0.000189875
259,10315.3,0.67703,0.58793,1.10603,0.45508,0.51774,0.49897,0.32778,1.33628,1.82279,1.62721,0.00018575,0.00018575,0.00018575
260,10352.8,0.66409,0.57455,1.10403,0.48169,0.49012,0.50387,0.32489,1.36086,1.8523,1.63839,0.000181625,0.000181625,0.000181625
261,10391.7,0.68192,0.58006,1.10331,0.45984,0.51318,0.50109,0.32703,1.36024,1.84486,1.63565,0.0001775,0.0001775,0.0001775
262,10430.6,0.67101,0.58097,1.10341,0.49832,0.48079,0.50974,0.33253,1.35912,1.84278,1.63669,0.000173375,0.000173375,0.000173375
263,10469.5,0.6696,0.56569,1.09848,0.49009,0.45737,0.50599,0.33659,1.34956,1.82717,1.63145,0.00016925,0.00016925,0.00016925
264,10508.7,0.66596,0.57372,1.09427,0.45453,0.51436,0.5147,0.34122,1.322,1.81258,1.61092,0.000165125,0.000165125,0.000165125
265,10549.5,0.67489,0.57919,1.10727,0.48445,0.48168,0.51747,0.34157,1.32406,1.79352,1.61217,0.000161,0.000161,0.000161
266,10587.9,0.67221,0.57085,1.10219,0.43377,0.57805,0.51874,0.34267,1.3265,1.76926,1.60639,0.000156875,0.000156875,0.000156875
267,10626.6,0.66419,0.56734,1.10314,0.46988,0.52164,0.51421,0.33467,1.33042,1.79623,1.60451,0.00015275,0.00015275,0.00015275
268,10665.7,0.65688,0.57497,1.10062,0.486,0.5244,0.51149,0.33205,1.34442,1.86509,1.61582,0.000148625,0.000148625,0.000148625
269,10704.2,0.65476,0.55876,1.09229,0.49274,0.51859,0.51988,0.34083,1.34179,1.7831,1.61169,0.0001445,0.0001445,0.0001445
270,10743.2,0.66788,0.56447,1.10386,0.52071,0.53302,0.52546,0.34474,1.35818,1.77696,1.61514,0.000140375,0.000140375,0.000140375
271,10783.9,0.65431,0.55811,1.09628,0.49949,0.53888,0.52319,0.34026,1.35247,1.799,1.61639,0.00013625,0.00013625,0.00013625
272,10824.1,0.64969,0.55787,1.09529,0.49601,0.4921,0.51117,0.33805,1.34645,1.79811,1.61056,0.000132125,0.000132125,0.000132125
273,10863.5,0.66905,0.56878,1.10054,0.4932,0.51542,0.51547,0.34302,1.33612,1.80822,1.60704,0.000128,0.000128,0.000128
274,10902.2,0.66926,0.56315,1.10337,0.48519,0.51954,0.51098,0.33808,1.34581,1.82143,1.61136,0.000123875,0.000123875,0.000123875
275,10941.8,0.65637,0.57153,1.10236,0.50513,0.50754,0.50846,0.33797,1.34501,1.82144,1.61315,0.00011975,0.00011975,0.00011975
276,10981.2,0.64437,0.5504,1.08698,0.51101,0.48302,0.50951,0.33907,1.35563,1.8201,1.61794,0.000115625,0.000115625,0.000115625
277,11022,0.64751,0.5494,1.0886,0.49229,0.51082,0.51626,0.34797,1.36618,1.81632,1.61851,0.0001115,0.0001115,0.0001115
278,11061.8,0.66036,0.56646,1.09462,0.4567,0.53196,0.51124,0.34244,1.36642,1.83236,1.62206,0.000107375,0.000107375,0.000107375
279,11101.5,0.65384,0.55929,1.08845,0.44821,0.53791,0.51798,0.34609,1.34902,1.82697,1.6135,0.00010325,0.00010325,0.00010325
280,11140.9,0.63495,0.54158,1.07958,0.48239,0.49329,0.51163,0.3437,1.34387,1.82047,1.61411,9.9125e-05,9.9125e-05,9.9125e-05
281,11179.9,0.65418,0.55979,1.08974,0.46055,0.5118,0.515,0.34613,1.34969,1.80626,1.61195,9.5e-05,9.5e-05,9.5e-05
282,11218.3,0.65852,0.55984,1.09194,0.47889,0.48443,0.52047,0.34684,1.34467,1.81638,1.60754,9.0875e-05,9.0875e-05,9.0875e-05
283,11257.6,0.64677,0.54265,1.08167,0.50044,0.48339,0.51496,0.34818,1.33433,1.8086,1.60555,8.675e-05,8.675e-05,8.675e-05
284,11298.2,0.65779,0.55489,1.08837,0.48866,0.48021,0.51025,0.34402,1.34737,1.84483,1.60705,8.2625e-05,8.2625e-05,8.2625e-05
285,11337.2,0.65289,0.55739,1.09618,0.47663,0.49361,0.50438,0.33625,1.34241,1.87429,1.60328,7.85e-05,7.85e-05,7.85e-05
286,11376.3,0.64677,0.55753,1.08872,0.46895,0.50284,0.50225,0.3384,1.34149,1.86229,1.60602,7.4375e-05,7.4375e-05,7.4375e-05
287,11416.1,0.65482,0.55545,1.09144,0.48981,0.49599,0.50412,0.33845,1.33392,1.86417,1.60494,7.025e-05,7.025e-05,7.025e-05
288,11456.1,0.64583,0.53701,1.07692,0.50362,0.49506,0.5122,0.34175,1.33399,1.89616,1.6104,6.6125e-05,6.6125e-05,6.6125e-05
289,11494.8,0.64252,0.54372,1.08325,0.52474,0.47331,0.51484,0.34162,1.34001,1.88464,1.61428,6.2e-05,6.2e-05,6.2e-05
290,11534.5,0.65488,0.54477,1.08535,0.48802,0.48842,0.51267,0.34231,1.33454,1.88644,1.60577,5.7875e-05,5.7875e-05,5.7875e-05
291,11574.5,0.5236,0.37986,0.98963,0.54203,0.43535,0.50725,0.33914,1.35719,1.94154,1.61771,5.375e-05,5.375e-05,5.375e-05
292,11613.7,0.50377,0.35383,0.98047,0.56287,0.43501,0.50619,0.33785,1.36092,1.93849,1.62066,4.9625e-05,4.9625e-05,4.9625e-05
293,11653.5,0.51193,0.36394,0.99093,0.53885,0.43597,0.50603,0.33748,1.36525,1.93248,1.62729,4.55e-05,4.55e-05,4.55e-05
294,11693.5,0.51129,0.36431,0.9875,0.45953,0.50112,0.50825,0.33629,1.37441,1.94741,1.63304,4.1375e-05,4.1375e-05,4.1375e-05
295,11734,0.50254,0.3569,0.9873,0.4713,0.49268,0.50627,0.3345,1.37543,1.95508,1.63615,3.725e-05,3.725e-05,3.725e-05
296,11775.4,0.50199,0.35585,0.97904,0.47751,0.48811,0.50584,0.3356,1.37336,1.94249,1.63522,3.3125e-05,3.3125e-05,3.3125e-05
297,11815.5,0.50397,0.35636,0.98338,0.51311,0.4633,0.50676,0.33551,1.37368,1.93974,1.63206,2.9e-05,2.9e-05,2.9e-05
298,11856.3,0.49596,0.34668,0.97843,0.48544,0.50528,0.50856,0.33524,1.37672,1.94032,1.6329,2.4875e-05,2.4875e-05,2.4875e-05
299,11896.4,0.49751,0.35689,0.98265,0.51548,0.47546,0.50803,0.33677,1.37274,1.93112,1.63166,2.075e-05,2.075e-05,2.075e-05
300,11935.9,0.52162,0.3697,0.99284,0.51732,0.47273,0.50776,0.33505,1.37551,1.93204,1.63417,1.6625e-05,1.6625e-05,1.6625e-05
