                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     43,                 2.2743,                 2.8547,                 3.0102,                0.31222,                0.45974,                0.31997,                 0.2104,                 2.8955,                 3.8062,                 3.5154,              0.0010768,              0.0010768,              0.0010768
                     44,                 2.2192,                 2.7422,                 2.9704,                0.37318,                0.35545,                0.32316,                0.20264,                 2.8178,                 3.9577,                 3.4935,              0.0010726,              0.0010726,              0.0010726
                     45,                 2.2277,                 2.7663,                 2.9978,                0.33397,                0.44337,                0.34537,                0.20856,                  2.815,                 3.8437,                 3.5029,              0.0010685,              0.0010685,              0.0010685
                     46,                 2.2652,                 2.8016,                 3.0133,                0.34696,                0.39796,                0.31564,                0.20332,                 2.7529,                 3.9021,                 3.4459,              0.0010644,              0.0010644,              0.0010644
                     47,                 2.2149,                 2.7338,                 2.9678,                0.32905,                0.38538,                0.28376,                0.16913,                 2.9019,                 4.1956,                 3.5182,              0.0010603,              0.0010603,              0.0010603
                     48,                 2.1484,                 2.6753,                 2.9356,                0.39608,                0.48172,                0.39393,                0.23049,                 2.9171,                 3.6879,                 3.5815,              0.0010561,              0.0010561,              0.0010561
                     49,                 2.1965,                 2.6728,                 2.9408,                0.39223,                  0.376,                0.33286,                0.20498,                 2.9593,                 3.7997,                 3.5744,               0.001052,               0.001052,               0.001052
                     50,                  2.189,                 2.6083,                 2.9501,                0.34733,                0.47558,                0.33655,                0.21387,                  2.763,                 3.7389,                 3.4064,              0.0010479,              0.0010479,              0.0010479
                     51,                 2.1671,                 2.6471,                 2.9184,                0.41894,                0.35537,                0.35313,                0.21269,                 2.8048,                 3.8682,                 3.4416,              0.0010438,              0.0010438,              0.0010438
                     52,                 2.1515,                 2.5796,                 2.9108,                0.50183,                0.33386,                0.38066,                0.24285,                 2.8376,                 3.7005,                 3.4756,              0.0010396,              0.0010396,              0.0010396
                     53,                 2.1806,                 2.6211,                 2.9436,                0.33041,                0.42704,                0.32329,                0.20767,                 2.7586,                 3.6859,                 3.4022,              0.0010355,              0.0010355,              0.0010355
                     54,                 2.1153,                 2.5501,                 2.8899,                0.39352,                0.37281,                0.38106,                0.23375,                 2.9244,                  3.588,                 3.5452,              0.0010314,              0.0010314,              0.0010314
                     55,                 2.1137,                 2.5226,                 2.8702,                0.32017,                0.49674,                0.35513,                0.21845,                 2.7136,                 3.7044,                  3.417,              0.0010273,              0.0010273,              0.0010273
                     56,                 2.0937,                 2.4813,                 2.8811,                0.35712,                0.49029,                0.38844,                0.24946,                 2.7796,                 3.6852,                 3.4771,              0.0010231,              0.0010231,              0.0010231
                     57,                 2.1385,                 2.4803,                 2.8913,                 0.4566,                 0.4057,                0.40805,                 0.2621,                 2.6993,                 3.5541,                 3.4232,               0.001019,               0.001019,               0.001019
                     58,                 2.0983,                 2.4495,                 2.9023,                0.33926,                0.47752,                0.36335,                0.22762,                  2.891,                 3.7501,                 3.6002,              0.0010149,              0.0010149,              0.0010149
                     59,                 2.1178,                 2.4233,                 2.8939,                0.43891,                 0.4177,                0.39005,                0.24839,                 2.7296,                 3.5325,                 3.4465,              0.0010107,              0.0010107,              0.0010107
                     60,                 2.0564,                 2.4184,                 2.8221,                0.38083,                 0.4867,                0.38945,                0.24878,                 2.8078,                 3.6902,                 3.4538,              0.0010066,              0.0010066,              0.0010066
                     61,                 2.0708,                 2.3534,                 2.8514,                0.42726,                0.42878,                0.38639,                0.23176,                 2.7312,                  3.707,                 3.4051,              0.0010025,              0.0010025,              0.0010025
                     62,                 2.0715,                 2.4135,                 2.8306,                0.41807,                0.41786,                0.37453,                0.25188,                 2.6344,                 3.7838,                 3.2791,             0.00099837,             0.00099837,             0.00099837
                     63,                 2.0335,                 2.3385,                 2.8461,                0.41214,                0.45411,                0.39395,                0.25546,                  2.839,                 3.7082,                 3.4784,             0.00099425,             0.00099425,             0.00099425
                     64,                 2.0358,                  2.238,                 2.8079,                0.39862,                0.35839,                0.35019,                0.23532,                 2.7469,                 3.7518,                 3.4161,             0.00099013,             0.00099013,             0.00099013
                     65,                 2.0805,                 2.3869,                 2.8538,                0.33753,                0.46691,                0.36014,                0.23682,                 2.6026,                 3.6836,                 3.3383,               0.000986,               0.000986,               0.000986
                     66,                  2.012,                 2.2879,                 2.8058,                0.37649,                0.34867,                0.34216,                0.22065,                 2.7442,                 3.8504,                 3.4282,             0.00098187,             0.00098187,             0.00098187
                     67,                 2.0246,                 2.2771,                  2.785,                0.50779,                0.37788,                0.39365,                 0.2585,                 2.6113,                 3.5526,                 3.3312,             0.00097775,             0.00097775,             0.00097775
                     68,                 2.0065,                 2.3229,                 2.7927,                0.45008,                0.42634,                0.40366,                0.26543,                 2.6428,                 3.3789,                 3.3402,             0.00097362,             0.00097362,             0.00097362
                     69,                 2.0253,                 2.2294,                 2.7956,                 0.5675,                0.38617,                0.40386,                0.24539,                   2.75,                 3.5787,                 3.4086,              0.0009695,              0.0009695,              0.0009695
                     70,                 1.9556,                 2.2653,                  2.792,                0.45592,                0.42934,                 0.4491,                 0.2863,                 2.6557,                 3.2414,                 3.3239,             0.00096537,             0.00096537,             0.00096537
                     71,                 2.0056,                 2.2129,                 2.7877,                0.43855,                0.47924,                0.44328,                0.28094,                 2.6481,                 3.3033,                 3.2774,             0.00096125,             0.00096125,             0.00096125
                     72,                  1.938,                 2.1469,                  2.734,                0.42315,                0.38053,                 0.4218,                0.28876,                 2.6087,                 3.2971,                 3.2818,             0.00095712,             0.00095712,             0.00095712
                     73,                 1.9792,                 2.1919,                 2.7603,                0.39685,                0.50696,                 0.4244,                0.27397,                 2.6382,                 3.3855,                 3.3047,               0.000953,               0.000953,               0.000953
                     74,                 1.9895,                 2.1812,                 2.7508,                0.37312,                0.51227,                0.40614,                0.25882,                  2.689,                  3.366,                 3.3533,             0.00094887,             0.00094887,             0.00094887
                     75,                 1.9501,                 2.1359,                 2.7333,                0.46642,                0.42429,                0.41365,                0.26767,                 2.8001,                  3.419,                 3.4059,             0.00094475,             0.00094475,             0.00094475
                     76,                 1.9589,                   2.18,                 2.7702,                0.44502,                0.39424,                0.38378,                0.24484,                 2.6929,                  3.569,                 3.3375,             0.00094062,             0.00094062,             0.00094062
                     77,                 1.9046,                 2.0769,                 2.7114,                0.44285,                0.47883,                0.42995,                0.27405,                 2.7381,                 3.3769,                 3.3225,              0.0009365,              0.0009365,              0.0009365
                     78,                  1.938,                 2.1043,                 2.7147,                0.40676,                 0.4425,                0.39364,                0.25763,                 2.6393,                 3.4595,                 3.2599,             0.00093238,             0.00093238,             0.00093238
                     79,                 1.9224,                 2.0772,                 2.7196,                0.41728,                0.46203,                0.40546,                0.26528,                 2.6124,                 3.5578,                 3.2664,             0.00092825,             0.00092825,             0.00092825
                     80,                 1.9411,                 2.0836,                 2.7474,                0.49647,                 0.4511,                0.43579,                0.27701,                 2.7136,                 3.4197,                 3.3606,             0.00092413,             0.00092413,             0.00092413
                     81,                 1.8923,                 2.0352,                 2.7023,                0.38695,                0.46186,                0.40143,                0.24136,                 2.7843,                 3.4252,                 3.5104,                0.00092,                0.00092,                0.00092
                     82,                  1.903,                 2.0699,                 2.6988,                 0.3793,                0.50077,                0.42632,                0.28137,                 2.6565,                 3.2745,                 3.3486,             0.00091588,             0.00091588,             0.00091588
                     83,                 1.9125,                 2.0988,                 2.7154,                0.49101,                0.37748,                0.40737,                0.24731,                 2.7893,                 3.5851,                 3.4188,             0.00091175,             0.00091175,             0.00091175
                     84,                 1.8595,                 2.0302,                 2.6745,                0.46793,                0.41718,                0.42215,                0.26708,                 2.6652,                 3.4751,                 3.3957,             0.00090763,             0.00090763,             0.00090763
                     85,                 1.8687,                 2.0114,                 2.6965,                0.41738,                0.51508,                0.41691,                0.26232,                 2.7202,                 3.4332,                 3.3592,              0.0009035,              0.0009035,              0.0009035
                     86,                 1.8617,                 1.9634,                 2.6745,                0.44955,                0.42593,                0.40622,                0.26225,                 2.6351,                 3.4921,                 3.3235,             0.00089938,             0.00089938,             0.00089938
                     87,                 1.8924,                 1.9587,                 2.6838,                0.49203,                0.51945,                0.43929,                0.26979,                 2.6996,                 3.2783,                 3.3507,             0.00089525,             0.00089525,             0.00089525
                     88,                 1.8751,                 2.0071,                 2.6822,                0.56463,                0.43558,                0.47326,                0.30631,                 2.5888,                 3.3242,                 3.2951,             0.00089112,             0.00089112,             0.00089112
                     89,                 1.8502,                 2.0265,                 2.6735,                0.40467,                0.48752,                0.44061,                0.28472,                 2.6288,                  3.347,                 3.2906,               0.000887,               0.000887,               0.000887
                     90,                 1.8778,                 1.9401,                 2.6852,                0.50789,                0.46127,                0.47461,                0.30401,                  2.689,                 3.2202,                 3.3761,             0.00088288,             0.00088288,             0.00088288
                     91,                 1.8689,                 1.8966,                 2.6811,                0.46058,                 0.4537,                0.44421,                0.29996,                   2.59,                 3.4112,                  3.303,             0.00087875,             0.00087875,             0.00087875
                     92,                 1.8291,                  1.888,                 2.6385,                0.57085,                0.43162,                0.48294,                0.32637,                 2.5916,                 3.0837,                 3.2338,             0.00087462,             0.00087462,             0.00087462
                     93,                 1.8498,                 1.8976,                 2.6684,                0.46809,                0.51483,                 0.4584,                0.31992,                 2.5545,                 3.3361,                  3.232,              0.0008705,              0.0008705,              0.0008705
                     94,                 1.8025,                 1.8927,                 2.6358,                0.42036,                0.51214,                0.45337,                0.30475,                 2.5996,                 3.3059,                 3.2898,             0.00086637,             0.00086637,             0.00086637
                     95,                 1.8483,                 1.8924,                 2.6638,                0.46409,                 0.4486,                0.44716,                0.30874,                 2.5954,                 3.2774,                 3.3131,             0.00086225,             0.00086225,             0.00086225
                     96,                 1.7771,                 1.8424,                 2.6078,                0.51892,                0.48053,                0.48027,                0.31462,                 2.7458,                 3.2546,                 3.4301,             0.00085813,             0.00085813,             0.00085813
                     97,                 1.8269,                 1.8994,                 2.6467,                0.51313,                0.44472,                0.46846,                0.30987,                 2.6499,                 3.2174,                  3.326,               0.000854,               0.000854,               0.000854
                     98,                 1.8214,                 1.8579,                  2.635,                 0.6196,                0.42509,                 0.4944,                0.33586,                 2.6061,                 3.2949,                 3.2787,             0.00084988,             0.00084988,             0.00084988
                     99,                 1.8148,                 1.8431,                  2.601,                0.50534,                0.37444,                0.43986,                0.30132,                 2.6299,                 3.3461,                 3.3163,             0.00084575,             0.00084575,             0.00084575
                    100,                 1.7717,                 1.8408,                 2.6167,                0.51601,                0.42358,                0.44642,                0.28834,                 2.5958,                 3.3415,                 3.3498,             0.00084162,             0.00084162,             0.00084162
                    101,                 1.7843,                  1.818,                 2.6166,                0.47702,                0.49892,                0.45005,                0.29182,                 2.5656,                 3.3218,                 3.3244,              0.0008375,              0.0008375,              0.0008375
                    102,                 1.8463,                 1.8589,                 2.6339,                0.54685,                 0.4732,                0.46916,                0.32405,                  2.599,                 3.3043,                 3.3702,             0.00083337,             0.00083337,             0.00083337
                    103,                 1.8024,                 1.8639,                  2.609,                 0.4794,                0.47147,                0.45296,                0.30615,                 2.5799,                 3.4156,                 3.3256,             0.00082925,             0.00082925,             0.00082925
                    104,                 1.7879,                 1.7861,                 2.6141,                0.44596,                 0.4706,                0.44252,                0.29489,                 2.6222,                 3.3214,                 3.3406,             0.00082513,             0.00082513,             0.00082513
                    105,                 1.7866,                 1.8022,                 2.6079,                0.42592,                0.52839,                0.46334,                0.31333,                 2.5636,                 3.3986,                  3.316,               0.000821,               0.000821,               0.000821
                    106,                  1.776,                   1.76,                 2.5996,                0.48161,                0.47596,                0.47117,                0.32361,                 2.5868,                 3.2835,                 3.2917,             0.00081688,             0.00081688,             0.00081688
                    107,                 1.7732,                 1.8418,                  2.598,                0.42462,                0.44958,                 0.4449,                0.31609,                 2.5844,                 3.4123,                 3.3654,             0.00081275,             0.00081275,             0.00081275
                    108,                 1.7343,                 1.7295,                 2.5716,                0.46727,                0.47075,                0.45594,                0.30038,                 2.7304,                 3.3388,                 3.4225,             0.00080863,             0.00080863,             0.00080863
                    109,                 1.7862,                 1.8134,                 2.6159,                0.52229,                0.51509,                0.49028,                0.31685,                 2.6621,                 3.1604,                 3.3249,              0.0008045,              0.0008045,              0.0008045
                    110,                 1.7546,                  1.837,                 2.5865,                0.48299,                0.46165,                0.48288,                 0.3107,                 2.6212,                 3.1997,                 3.3422,             0.00080038,             0.00080038,             0.00080038
                    111,                 1.7547,                 1.7454,                 2.5882,                0.54257,                  0.423,                0.45058,                0.29852,                 2.5313,                 3.3395,                 3.3034,             0.00079625,             0.00079625,             0.00079625
                    112,                 1.7613,                 1.7659,                 2.5914,                 0.5181,                0.40837,                0.46051,                0.29961,                  2.553,                 3.2392,                  3.237,             0.00079213,             0.00079213,             0.00079213
                    113,                  1.733,                 1.6862,                 2.5608,                0.59997,                0.40079,                0.48217,                0.33094,                 2.6162,                 3.3321,                 3.3298,               0.000788,               0.000788,               0.000788
                    114,                 1.6907,                  1.635,                 2.5382,                0.58829,                0.41175,                0.46403,                0.31837,                 2.6049,                 3.2894,                 3.3676,             0.00078387,             0.00078387,             0.00078387
                    115,                 1.7221,                 1.6787,                 2.5647,                0.55877,                0.40791,                0.47334,                0.31472,                 2.6733,                 3.2374,                 3.3496,             0.00077975,             0.00077975,             0.00077975
                    116,                 1.7132,                 1.6566,                 2.5386,                0.52032,                0.42581,                0.48561,                0.32891,                 2.6538,                 3.2402,                  3.314,             0.00077563,             0.00077563,             0.00077563
                    117,                 1.7317,                 1.6798,                 2.5499,                0.47957,                0.49024,                0.47626,                0.32712,                 2.5792,                 3.2922,                 3.3016,              0.0007715,              0.0007715,              0.0007715
                    118,                 1.7198,                  1.668,                 2.5364,                0.46544,                0.47988,                0.45636,                0.30211,                 2.7037,                 3.3342,                 3.3734,             0.00076738,             0.00076738,             0.00076738
                    119,                 1.6841,                 1.6864,                 2.5355,                0.55472,                0.45782,                0.50463,                0.34023,                 2.5158,                 3.1456,                 3.1976,             0.00076325,             0.00076325,             0.00076325
                    120,                 1.6799,                 1.6502,                 2.5196,                0.47969,                0.46982,                0.46459,                0.31811,                 2.6108,                  3.314,                 3.2485,             0.00075912,             0.00075912,             0.00075912
                    121,                 1.7262,                 1.6767,                 2.5506,                0.52276,                0.46092,                0.46956,                0.31725,                 2.6534,                 3.2726,                 3.3227,               0.000755,               0.000755,               0.000755
                    122,                 1.7089,                 1.6503,                 2.5498,                0.56108,                0.47897,                0.50635,                0.34126,                 2.5431,                 3.0554,                 3.2805,             0.00075088,             0.00075088,             0.00075088
                    123,                 1.6727,                  1.629,                 2.5233,                0.51574,                0.48301,                0.46724,                0.30793,                 2.6575,                 3.3744,                  3.328,             0.00074675,             0.00074675,             0.00074675
                    124,                 1.7117,                 1.6274,                 2.5145,                 0.4781,                0.50832,                0.47669,                0.30391,                  2.666,                 3.2146,                 3.3912,             0.00074263,             0.00074263,             0.00074263
                    125,                 1.6981,                 1.6193,                 2.5286,                0.46133,                0.51814,                0.46789,                0.31359,                 2.5477,                 3.2198,                 3.2341,              0.0007385,              0.0007385,              0.0007385
                    126,                 1.6891,                 1.5795,                 2.5275,                0.53234,                 0.4829,                0.45886,                0.31705,                 2.5836,                 3.4401,                 3.3058,             0.00073437,             0.00073437,             0.00073437
                    127,                 1.6682,                 1.6356,                 2.5085,                0.54202,                0.43839,                0.48655,                0.32477,                 2.5842,                 3.2744,                 3.3199,             0.00073025,             0.00073025,             0.00073025
                    128,                 1.6654,                 1.5764,                 2.5159,                0.42393,                0.53837,                0.45028,                0.30119,                 2.5752,                 3.3643,                  3.336,             0.00072612,             0.00072612,             0.00072612
                    129,                  1.684,                 1.6156,                 2.5321,                0.53535,                0.50279,                0.48011,                0.31186,                 2.6974,                 3.3477,                 3.4053,               0.000722,               0.000722,               0.000722
                    130,                 1.6469,                  1.616,                 2.5158,                0.48343,                0.46278,                0.47349,                0.31406,                 2.6359,                 3.2214,                 3.3249,             0.00071788,             0.00071788,             0.00071788
                    131,                 1.6382,                 1.5557,                 2.5086,                0.53178,                0.42115,                0.45226,                0.30153,                 2.6456,                 3.3469,                 3.3612,             0.00071375,             0.00071375,             0.00071375
                    132,                 1.6485,                 1.5554,                 2.4996,                0.60058,                0.42664,                 0.4728,                 0.3183,                 2.6618,                 3.1702,                 3.3942,             0.00070962,             0.00070962,             0.00070962
                    133,                  1.689,                 1.5681,                 2.5197,                0.49036,                0.50057,                0.45957,                0.29517,                 2.6598,                 3.4045,                 3.4042,              0.0007055,              0.0007055,              0.0007055
                    134,                 1.6332,                 1.5202,                 2.4912,                 0.5087,                0.48265,                0.47068,                0.30749,                 2.6992,                 3.3055,                 3.3841,             0.00070137,             0.00070137,             0.00070137
                    135,                 1.5973,                 1.5381,                 2.4824,                0.42202,                0.52409,                0.45622,                0.31364,                 2.5679,                 3.3735,                 3.3167,             0.00069725,             0.00069725,             0.00069725
                    136,                 1.6202,                 1.4949,                 2.4712,                0.47033,                0.45969,                0.45451,                0.32052,                 2.5851,                 3.4457,                 3.2851,             0.00069313,             0.00069313,             0.00069313
                    137,                   1.64,                 1.5358,                 2.4856,                0.59126,                0.47149,                0.49963,                0.34001,                 2.6477,                  3.125,                 3.3385,               0.000689,               0.000689,               0.000689
                    138,                 1.6323,                 1.5413,                 2.4708,                0.49925,                0.51579,                0.48645,                 0.3269,                 2.6188,                 3.2828,                 3.3297,             0.00068488,             0.00068488,             0.00068488
                    139,                 1.6265,                 1.5067,                 2.5023,                0.52459,                0.52317,                0.50307,                0.34464,                 2.5381,                 3.1247,                 3.2659,             0.00068075,             0.00068075,             0.00068075
                    140,                 1.6108,                 1.4903,                 2.4771,                0.50242,                0.50387,                0.49539,                0.33523,                  2.518,                 3.1954,                 3.3074,             0.00067663,             0.00067663,             0.00067663
                    141,                 1.6314,                 1.5348,                 2.5019,                0.48936,                0.54349,                 0.4911,                0.34205,                 2.5325,                 3.2041,                 3.2668,              0.0006725,              0.0006725,              0.0006725
                    142,                 1.6313,                 1.4678,                 2.4662,                0.57196,                0.42475,                 0.4673,                 0.3251,                 2.5571,                 3.3078,                 3.2709,             0.00066838,             0.00066838,             0.00066838
                    143,                 1.5746,                 1.4654,                 2.4503,                 0.4267,                0.52909,                0.45481,                0.31283,                 2.6068,                 3.3678,                 3.3205,             0.00066425,             0.00066425,             0.00066425
                    144,                 1.5949,                 1.4812,                  2.452,                 0.4774,                0.54179,                0.51243,                0.34258,                 2.5412,                 3.1658,                 3.2725,             0.00066013,             0.00066013,             0.00066013
                    145,                 1.6146,                 1.4711,                 2.4674,                0.51437,                0.45693,                0.49056,                0.33669,                 2.5188,                 3.3126,                 3.2454,               0.000656,               0.000656,               0.000656
                    146,                 1.6184,                 1.4801,                 2.4856,                0.56236,                0.50103,                0.50294,                0.35062,                  2.546,                 3.2201,                 3.2978,             0.00065188,             0.00065188,             0.00065188
                    147,                 1.5545,                 1.4112,                 2.4234,                0.57668,                0.48373,                 0.4863,                0.32265,                 2.6305,                 3.3086,                 3.3667,             0.00064775,             0.00064775,             0.00064775
                    148,                 1.5945,                 1.4492,                 2.4637,                0.54605,                 0.5091,                0.50885,                 0.3363,                 2.5449,                 3.2392,                 3.2918,             0.00064362,             0.00064362,             0.00064362
                    149,                 1.5694,                 1.4551,                 2.4635,                0.53006,                0.52654,                0.51043,                0.35322,                 2.5336,                 3.2136,                 3.2893,              0.0006395,              0.0006395,              0.0006395
                    150,                 1.5715,                  1.444,                 2.4579,                0.57543,                0.39914,                0.47012,                0.31644,                 2.6293,                 3.3627,                 3.4044,             0.00063538,             0.00063538,             0.00063538
                    151,                 1.5592,                 1.4044,                 2.4123,                0.51438,                0.50458,                0.49508,                0.32617,                 2.6509,                 3.2648,                 3.4086,             0.00063125,             0.00063125,             0.00063125
