   198/299    0.493G   0.02901  0.006676  0.008904   0.04459        37       320    0.4796    0.5962    0.5107    0.3187   0.05486   0.01052    0.0212
   199/299    0.493G   0.02849  0.006433  0.008867   0.04379        24       320    0.5551    0.5119    0.5145    0.3098   0.05485   0.01056   0.02149
   200/299    0.493G   0.02883  0.006737   0.00916   0.04472        25       320    0.5784    0.5457    0.5186    0.3237   0.05539   0.01035   0.02141
   201/299    0.493G   0.02892  0.006801  0.009185    0.0449        17       320    0.5253    0.5674    0.5157    0.3148    0.0557   0.01037   0.02238
   202/299    0.493G   0.02872  0.006731  0.008914   0.04437        44       320    0.4944    0.5618    0.5099    0.3132   0.05496   0.01037   0.02193
   203/299    0.493G   0.02777  0.006497  0.009064   0.04333        27       320    0.5791    0.5045    0.5119    0.3229   0.05515   0.01024   0.02251
   204/299    0.493G   0.02883  0.006493  0.008615   0.04393        30       320    0.5099    0.5815    0.5155    0.3177   0.05623  0.009975    0.0223
   205/299    0.493G   0.02848  0.006508  0.009064   0.04405        14       320    0.5214    0.5831    0.5201    0.3199   0.05703    0.0101   0.02212
   206/299    0.493G   0.02809  0.006558  0.008828   0.04348        17       320    0.5462     0.605    0.5294    0.3287   0.05619   0.01015   0.02145
   207/299    0.493G    0.0282  0.006459  0.008785   0.04345        20       320     0.586    0.5169    0.5373    0.3479   0.05524   0.01023   0.02158
   208/299    0.493G   0.02844  0.006474  0.008999   0.04392        11       320    0.5138    0.5207    0.5125    0.3305   0.05524   0.01019   0.02179
   209/299    0.493G   0.02907  0.006411  0.008586   0.04406        20       320    0.5426    0.5528    0.5119    0.3322   0.05482   0.01037   0.02124
   210/299    0.493G   0.02872   0.00646  0.008228   0.04341        36       320    0.5194    0.5693    0.5147    0.3199   0.05422   0.01045   0.02139
   211/299    0.493G   0.02852   0.00657  0.009237   0.04433        25       320    0.5178     0.502    0.4844    0.3014   0.05382   0.01052   0.02233
   212/299    0.493G    0.0275   0.00657  0.008715   0.04279        15       320    0.5578    0.5241    0.5354    0.3451   0.05416   0.01034   0.02044
   213/299    0.493G   0.02771  0.006653  0.008328   0.04269        28       320    0.5197    0.5375    0.5176     0.326   0.05512   0.01026   0.02085
   214/299    0.493G   0.02834  0.006554  0.008397   0.04329        13       320    0.4851    0.5709    0.5198    0.3291     0.055   0.01037   0.02165
   215/299    0.493G   0.02917  0.006553   0.00863   0.04435        47       320    0.5975    0.4859    0.5103    0.3271   0.05441   0.01032   0.02142
   216/299    0.493G   0.02777  0.006478  0.008237   0.04248        38       320    0.5695    0.4131    0.4787    0.3037   0.05501   0.01038   0.02191
   217/299    0.493G   0.02725  0.006261  0.008154   0.04166        20       320    0.4768    0.5275    0.5013    0.3251   0.05392   0.01041   0.02173
   218/299    0.493G   0.02741  0.006407  0.008322   0.04214        13       320    0.5275    0.4963    0.4874    0.3107   0.05389   0.01061   0.02213
   219/299    0.493G   0.02778    0.0065  0.008646   0.04293        20       320    0.5324     0.535    0.5214    0.3341   0.05336   0.01062   0.02101
   220/299    0.493G   0.02816  0.006449  0.008259   0.04286        15       320    0.5876    0.5072    0.5364    0.3381   0.05418   0.01047   0.02122
   221/299    0.493G   0.02817  0.006531   0.00834   0.04304        31       320    0.4677    0.6262    0.5383    0.3437   0.05407    0.0103   0.02129
   222/299    0.493G   0.02814  0.006464  0.008648   0.04325        22       320    0.4449    0.6113    0.5364    0.3492   0.05384    0.0104     0.021
   223/299    0.493G   0.02828  0.006534  0.008631   0.04345        24       320     0.511    0.5634    0.5573    0.3586   0.05362   0.01038   0.02043
   224/299    0.493G    0.0279   0.00649  0.008161   0.04255        31       320    0.5656    0.5234    0.5405    0.3442   0.05373   0.01043   0.02061
   225/299    0.419G   0.02778  0.006338  0.008024   0.04214        13       320     0.594     0.505    0.5411    0.3374    0.0535   0.01047   0.02093
   226/299    0.451G   0.02701  0.006426  0.008007   0.04145        14       320    0.5521    0.5483    0.5598    0.3502   0.05314   0.01048   0.02057
   227/299    0.451G   0.02775  0.006479  0.007796   0.04202        31       320    0.5824     0.522    0.5704    0.3624   0.05332   0.01039   0.01978
   228/299    0.451G   0.02749  0.006426  0.008087     0.042        29       320    0.5636    0.5103    0.5618    0.3621   0.05328    0.0105    0.0198
   229/299    0.451G   0.02752  0.006424  0.007987   0.04193        12       320    0.5561    0.5278    0.5433    0.3506   0.05291   0.01056   0.02061
   230/299    0.451G   0.02772  0.006532  0.008382   0.04264        49       320    0.5294    0.5802    0.5493    0.3573   0.05291   0.01043   0.02017
   231/299    0.451G   0.02723  0.006451  0.008729   0.04241        14       320    0.6737    0.4895    0.5663    0.3696    0.0536   0.01048   0.02006
   232/299    0.451G   0.02801  0.006237  0.008128   0.04237        26       320    0.6016    0.5093    0.5456    0.3457    0.0529   0.01055   0.02094
   233/299    0.451G   0.02731  0.006474  0.007993   0.04178        21       320    0.5777    0.5715    0.5625    0.3579   0.05277   0.01048   0.02058
   234/299    0.451G   0.02807  0.006457   0.00759   0.04212        32       320    0.6146    0.4952    0.5596    0.3568   0.05299   0.01062   0.02095
   235/299    0.451G   0.02731  0.006291  0.007952   0.04155        35       320    0.5269    0.6006    0.5593    0.3507   0.05347    0.0105   0.02107
   236/299    0.451G   0.02688  0.006213  0.007274   0.04037        36       320    0.5241    0.5623    0.5413    0.3393   0.05372   0.01067   0.02103
   237/299    0.451G    0.0278  0.006568  0.007643   0.04201        27       320    0.6861    0.4305    0.5269    0.3415   0.05338   0.01067   0.02071
   238/299    0.451G   0.02687  0.006409  0.007645   0.04093        32       320    0.5786     0.506    0.5479    0.3532   0.05356   0.01047   0.02061
   239/299    0.451G   0.02781   0.00637  0.008134   0.04231        21       320    0.6769    0.4504    0.5549    0.3554   0.05313    0.0104   0.02106
   240/299    0.451G   0.02673  0.006344  0.007907   0.04098        16       320    0.5714    0.5622    0.5588    0.3569   0.05314    0.0104   0.02078
   241/299    0.451G   0.02672  0.006376  0.007631   0.04073        17       320    0.5473    0.5393     0.547    0.3546   0.05331   0.01052    0.0205
   242/299    0.451G   0.02745  0.006315  0.007414   0.04118        37       320     0.569    0.5377    0.5608    0.3652    0.0533    0.0106   0.02072
   243/299    0.451G   0.02719  0.006086  0.007645   0.04092        18       320    0.6349    0.5388    0.5837    0.3713   0.05303   0.01057   0.02002
   244/299    0.451G    0.0272  0.006373  0.008263   0.04184        33       320    0.6021    0.5373    0.5718    0.3667   0.05333    0.0106   0.02056
   245/299    0.451G   0.02732  0.006288  0.007872   0.04148        41       320    0.6665    0.4853    0.5766    0.3767     0.053   0.01059   0.02107
   246/299    0.451G   0.02636  0.006103  0.007491   0.03996        20       320    0.5646    0.5553    0.5756    0.3762    0.0528   0.01058   0.02088
   247/299    0.451G   0.02728  0.006389  0.007481   0.04115        25       320    0.5628     0.577    0.5759    0.3732   0.05223   0.01052   0.02053
   248/299    0.451G   0.02722  0.006201  0.007641   0.04106        32       320    0.6629    0.5223    0.5806    0.3716   0.05266   0.01061   0.02053
   249/299    0.451G    0.0274  0.006354  0.007609   0.04137        27       320    0.6317    0.5184    0.5779    0.3651   0.05253   0.01065   0.02083
   250/299    0.451G   0.02749  0.006393  0.007776   0.04166        36       320     0.588    0.5228    0.5626    0.3533   0.05258   0.01054   0.02055
   251/299    0.451G    0.0271  0.006257  0.007421   0.04078        27       320    0.5435    0.5844    0.5596    0.3592   0.05278   0.01061   0.02104
   252/299    0.451G   0.02718  0.006235  0.007387    0.0408        17       320    0.5748    0.5663    0.5635    0.3616   0.05242   0.01067   0.02078
   253/299    0.451G   0.02726  0.006312  0.007321   0.04089        25       320    0.5395    0.5889    0.5724     0.368   0.05223   0.01072   0.02063
   254/299    0.451G   0.02721  0.006289  0.006987   0.04048        24       320    0.5008    0.6181    0.5636    0.3682   0.05235   0.01061    0.0209
   255/299    0.451G    0.0269  0.006218  0.007463   0.04058        27       320     0.522    0.5876    0.5553    0.3675   0.05243   0.01049    0.0216
   256/299    0.451G   0.02691  0.006077  0.007653   0.04064        28       320    0.5166     0.565    0.5528    0.3604   0.05231   0.01057   0.02116
   257/299    0.451G    0.0273  0.006265  0.007403   0.04097        27       320    0.4946     0.601     0.547    0.3473   0.05254   0.01057   0.02182
   258/299    0.451G   0.02678  0.006101  0.007239   0.04012        33       320    0.5254     0.565    0.5475     0.354   0.05245   0.01053   0.02191
   259/299    0.451G   0.02717  0.006184  0.007267   0.04062        28       320    0.5376    0.5828    0.5401    0.3505   0.05299   0.01063   0.02213
   260/299    0.451G   0.02656  0.006099  0.007191   0.03985        38       320    0.5658    0.5483    0.5495    0.3562   0.05295   0.01051   0.02175
   261/299    0.451G   0.02702  0.006009  0.007257   0.04028        17       320     0.599    0.5326    0.5584    0.3608   0.05271   0.01058   0.02099
   262/299    0.451G   0.02734  0.006231  0.007444   0.04102        42       320    0.6352    0.4898    0.5677    0.3573   0.05265   0.01051   0.02025
   263/299    0.451G   0.02711  0.006311  0.007614   0.04103        45       320    0.6459    0.4815    0.5576    0.3587   0.05279   0.01054   0.02122
   264/299    0.451G   0.02651  0.006175  0.007007   0.03969        25       320    0.5254    0.5839     0.562    0.3629   0.05241    0.0106   0.02085
   265/299    0.451G   0.02689  0.006122  0.007604   0.04061        20       320    0.5621    0.5573    0.5658    0.3636   0.05207   0.01056   0.02066
   266/299    0.451G    0.0272  0.006169  0.007163   0.04053        23       320    0.5417    0.5387    0.5453    0.3441   0.05263   0.01056   0.02162
   267/299    0.451G   0.02679  0.006187  0.007169   0.04014        33       320    0.5718    0.5454    0.5545    0.3525   0.05227   0.01049   0.02113
   268/299    0.451G   0.02712  0.006264  0.007348   0.04073        40       320    0.4722    0.6411    0.5543    0.3533   0.05244   0.01053   0.02095
   269/299    0.451G   0.02674  0.006158  0.006948   0.03984        38       320    0.4998    0.6103    0.5532    0.3588   0.05237   0.01054   0.02139
   270/299    0.451G    0.0269  0.006255  0.007288   0.04045        28       320    0.5067    0.6002    0.5471    0.3525   0.05258   0.01047    0.0217
   271/299    0.451G   0.02637  0.005992  0.007332    0.0397        37       320    0.5214    0.5659    0.5389    0.3446   0.05243   0.01053   0.02154
   272/299    0.451G   0.02646  0.006125  0.006408     0.039        22       320    0.5613     0.529    0.5439    0.3473   0.05256   0.01062   0.02085
   273/299    0.451G    0.0259  0.006018  0.006848   0.03876        27       320    0.5946    0.5471     0.565    0.3547   0.05239    0.0106   0.02059
   274/299    0.451G   0.02669  0.006148  0.007252   0.04009        17       320    0.5604    0.5737    0.5698    0.3554   0.05226    0.0106   0.01992
   275/299    0.451G   0.02701  0.006089  0.007224   0.04033        27       320    0.6045     0.537      0.57    0.3594   0.05266    0.0107   0.02021
   276/299    0.451G   0.02698  0.006267  0.007057    0.0403        17       320    0.5764    0.5639    0.5693    0.3553    0.0528   0.01067    0.0205
   277/299    0.451G   0.02718  0.006081   0.00732   0.04058        42       320    0.5644    0.6152    0.5773    0.3604   0.05283   0.01066   0.02072
   278/299    0.451G   0.02691  0.006238   0.00714   0.04028        31       320    0.5767     0.577    0.5731    0.3602   0.05251   0.01059   0.02105
   279/299    0.451G   0.02746  0.006324  0.007361   0.04114        32       320    0.5747     0.571    0.5719    0.3581   0.05273   0.01061     0.021
   280/299    0.451G   0.02634    0.0062  0.006985   0.03952        15       320    0.6172    0.5816    0.5759    0.3694   0.05271   0.01053   0.02069
   281/299    0.451G   0.02631  0.006201  0.006794   0.03931        21       320    0.6093     0.554    0.5675    0.3634   0.05244   0.01058   0.02077
   282/299    0.451G   0.02646  0.006132  0.006981   0.03958        22       320     0.601    0.5653    0.5649    0.3611   0.05227   0.01059    0.0203
   283/299    0.451G   0.02641  0.006159  0.006691   0.03925        24       320    0.5965    0.5592    0.5606    0.3595   0.05247   0.01062   0.02046
   284/299    0.451G   0.02682  0.006314  0.007668    0.0408        12       320    0.5534    0.5676    0.5533    0.3551   0.05261   0.01065   0.02058
   285/299    0.451G    0.0269  0.006234  0.007147   0.04028        12       320    0.5541    0.5698    0.5514    0.3543   0.05238    0.0106   0.02087
   286/299    0.451G   0.02644  0.006067  0.007082   0.03959        29       320    0.5873    0.5686    0.5569    0.3527   0.05203   0.01061   0.02066
   287/299    0.451G   0.02655  0.006265  0.006793   0.03961        26       320    0.5542    0.5829    0.5682    0.3612   0.05205   0.01059   0.02076
   288/299    0.451G   0.02592  0.006149  0.006737   0.03881        38       320    0.6029    0.5722     0.563    0.3632   0.05212   0.01065   0.02093
   289/299    0.451G   0.02641  0.005921   0.00657    0.0389        31       320    0.6446    0.5211    0.5645    0.3666   0.05185   0.01064   0.02134
   290/299    0.451G   0.02641  0.006205  0.006799   0.03941        20       320    0.5899    0.5209    0.5481    0.3511     0.052   0.01065   0.02193
   291/299    0.451G   0.02649  0.006146  0.007221   0.03986        15       320    0.5698     0.558    0.5466    0.3553   0.05218   0.01068   0.02188
   292/299    0.451G   0.02653   0.00612  0.006673   0.03932        19       320    0.5819    0.5658    0.5567    0.3619   0.05211   0.01063   0.02159
   293/299    0.451G   0.02688  0.006262  0.006883   0.04002        33       320    0.5668     0.562    0.5529    0.3578   0.05187   0.01061    0.0217
   294/299    0.451G   0.02652  0.006041  0.006977   0.03954        16       320    0.6006    0.5329    0.5526    0.3541   0.05207   0.01057   0.02204
   295/299    0.451G   0.02618  0.006316  0.006824   0.03932        28       320    0.5649     0.588    0.5595      0.36   0.05191   0.01052   0.02213
   296/299    0.451G   0.02628  0.005899  0.006892   0.03907        34       320    0.5582    0.6197    0.5582    0.3635   0.05223   0.01049   0.02263
   297/299    0.451G   0.02643  0.006007  0.006856    0.0393        16       320    0.5999    0.5856    0.5711     0.374   0.05218   0.01046    0.0219
   298/299    0.451G   0.02655     0.006  0.006517   0.03906        16       320     0.598    0.5923     0.578    0.3724   0.05206   0.01051   0.02152
   299/299    0.451G   0.02654   0.00633  0.006756   0.03963        18       320    0.5668    0.6012    0.5771    0.3734    0.0518   0.01058   0.02147
