                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     25,                 1.2336,                 1.5969,                 1.5549,                0.26816,                0.55151,                0.30628,                0.17927,                 1.4774,                 2.0642,                 1.7656,               0.001151,               0.001151,               0.001151
                     26,                 1.2198,                 1.6002,                  1.538,                0.33646,                0.45444,                0.30807,                0.17399,                 1.5571,                  2.022,                 1.8429,              0.0011469,              0.0011469,              0.0011469
                     27,                 1.1937,                 1.5855,                 1.5056,                0.27935,                0.48721,                0.29952,                 0.1802,                 1.4264,                 2.0544,                 1.7477,              0.0011428,              0.0011428,              0.0011428
                     28,                 1.1729,                 1.5218,                 1.5047,                0.30088,                0.51775,                0.32233,                0.18489,                 1.4595,                 1.9587,                 1.7134,              0.0011386,              0.0011386,              0.0011386
                     29,                 1.1953,                  1.546,                  1.513,                0.28573,                0.49372,                0.32077,                 0.1914,                 1.4725,                 1.9077,                 1.7143,              0.0011345,              0.0011345,              0.0011345
                     30,                  1.157,                 1.5152,                  1.489,                0.29026,                0.52242,                0.30149,                0.17995,                 1.4754,                 2.0403,                 1.7563,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.1575,                 1.5014,                 1.4869,                0.32275,                0.47191,                 0.3203,                0.19263,                 1.4394,                 1.9364,                  1.679,              0.0011263,              0.0011263,              0.0011263
                     32,                 1.1353,                 1.4639,                  1.472,                0.29888,                 0.5112,                0.32873,                0.18494,                 1.5026,                 1.9903,                 1.7334,              0.0011221,              0.0011221,              0.0011221
                     33,                 1.1795,                 1.4839,                 1.4928,                0.28198,                0.46719,                0.31814,                0.18904,                 1.5036,                 1.9823,                 1.7474,               0.001118,               0.001118,               0.001118
                     34,                 1.1376,                 1.4466,                 1.4657,                0.29824,                0.48973,                0.31594,                 0.1753,                 1.5286,                 2.0862,                 1.7624,              0.0011139,              0.0011139,              0.0011139
                     35,                 1.1545,                  1.454,                 1.4776,                0.33787,                 0.3883,                0.33896,                0.20305,                 1.4613,                 2.0118,                 1.7296,              0.0011098,              0.0011098,              0.0011098
                     36,                 1.1222,                 1.4136,                 1.4511,                0.25983,                0.49816,                0.30371,                0.18943,                 1.4202,                 1.9492,                 1.7344,              0.0011056,              0.0011056,              0.0011056
                     37,                 1.1434,                 1.4208,                 1.4829,                0.33202,                0.46712,                 0.3514,                0.21036,                 1.3912,                 1.8762,                 1.6724,              0.0011015,              0.0011015,              0.0011015
                     38,                 1.1151,                 1.4101,                 1.4428,                0.34499,                0.47145,                0.37052,                 0.2243,                 1.4359,                 1.9005,                 1.7039,              0.0010974,              0.0010974,              0.0010974
                     39,                 1.0924,                   1.36,                 1.4341,                0.35961,                0.51682,                 0.3815,                0.23022,                 1.4429,                 1.8304,                 1.7077,              0.0010933,              0.0010933,              0.0010933
                     40,                 1.0818,                 1.3478,                 1.4183,                0.30848,                0.43041,                0.33399,                0.20997,                 1.4292,                 1.9278,                 1.6966,              0.0010891,              0.0010891,              0.0010891
                     41,                  1.095,                 1.3768,                 1.4295,                0.44879,                0.39943,                0.38364,                0.23416,                 1.4145,                 1.8705,                 1.6883,               0.001085,               0.001085,               0.001085
                     42,                 1.0695,                 1.3381,                 1.4217,                0.27107,                0.49413,                0.31529,                0.20091,                 1.3781,                 1.9242,                 1.6464,              0.0010809,              0.0010809,              0.0010809
                     43,                 1.0832,                 1.3716,                 1.4269,                0.41452,                0.39327,                0.36379,                0.23573,                 1.3771,                 1.9264,                 1.6464,              0.0010768,              0.0010768,              0.0010768
                     44,                 1.0725,                 1.3358,                 1.4193,                0.40502,                0.39766,                0.35792,                0.22211,                 1.3289,                 1.9184,                 1.6171,              0.0010726,              0.0010726,              0.0010726
                     45,                 1.0599,                 1.3226,                  1.417,                0.37692,                0.54029,                0.42251,                0.26231,                 1.3401,                 1.8333,                 1.6566,              0.0010685,              0.0010685,              0.0010685
                     46,                 1.0896,                 1.3407,                 1.4328,                0.37659,                0.51564,                0.39166,                0.24299,                 1.4155,                 1.8525,                 1.6938,              0.0010644,              0.0010644,              0.0010644
                     47,                 1.0456,                 1.2823,                 1.3916,                0.34274,                0.52151,                0.36056,                0.23335,                 1.3197,                  1.945,                  1.609,              0.0010603,              0.0010603,              0.0010603
                     48,                 1.0486,                 1.2794,                 1.4005,                0.43176,                0.46543,                0.40966,                0.25129,                 1.3809,                 1.8075,                 1.6274,              0.0010561,              0.0010561,              0.0010561
                     49,                 1.0461,                 1.2783,                 1.3978,                0.36675,                0.43512,                 0.3613,                0.23302,                 1.3542,                 1.8827,                 1.6424,               0.001052,               0.001052,               0.001052
                     50,                 1.0374,                 1.2476,                 1.3845,                0.40911,                0.44317,                0.42739,                0.26035,                 1.3736,                 1.7869,                 1.6546,              0.0010479,              0.0010479,              0.0010479
                     51,                 1.0281,                 1.2575,                 1.3768,                0.33936,                0.55615,                0.38942,                0.24884,                 1.3381,                 1.8491,                 1.6462,              0.0010438,              0.0010438,              0.0010438
                     52,                 1.0471,                 1.2567,                  1.384,                0.43766,                 0.5055,                0.45075,                0.27729,                 1.3805,                 1.7612,                 1.6334,              0.0010396,              0.0010396,              0.0010396
                     53,                 1.0496,                 1.2688,                 1.3928,                 0.4105,                0.42212,                0.39465,                0.25962,                 1.3507,                 1.8135,                 1.6359,              0.0010355,              0.0010355,              0.0010355
                     54,                 1.0119,                 1.2281,                 1.3637,                0.42369,                0.41121,                0.40243,                0.26235,                 1.3406,                 1.8554,                 1.6368,              0.0010314,              0.0010314,              0.0010314
                     55,                 1.0284,                 1.2138,                 1.3658,                0.46676,                0.44651,                0.42108,                0.26417,                 1.3219,                 1.7419,                 1.6272,              0.0010273,              0.0010273,              0.0010273
                     56,                 1.0116,                 1.1876,                 1.3568,                0.52659,                 0.4975,                0.48716,                 0.3096,                 1.3261,                 1.6696,                 1.6199,              0.0010231,              0.0010231,              0.0010231
                     57,                 1.0149,                 1.2055,                 1.3549,                 0.3619,                0.53739,                0.38755,                0.24741,                 1.3347,                 1.8246,                 1.6104,               0.001019,               0.001019,               0.001019
                     58,                 1.0123,                 1.1892,                 1.3612,                0.33267,                0.51814,                0.40887,                0.25834,                 1.3845,                  1.827,                 1.6426,              0.0010149,              0.0010149,              0.0010149
                     59,                 1.0021,                 1.1789,                 1.3565,                0.47306,                 0.4295,                0.39756,                  0.265,                 1.3296,                 1.8723,                 1.6061,              0.0010107,              0.0010107,              0.0010107
                     60,                0.98324,                 1.1454,                 1.3351,                0.39641,                0.50262,                 0.4223,                0.27497,                 1.3809,                 1.7805,                 1.6651,              0.0010066,              0.0010066,              0.0010066
                     61,                0.97604,                 1.1296,                 1.3306,                0.36924,                0.50582,                0.44126,                0.27838,                 1.3303,                 1.7266,                 1.6175,              0.0010025,              0.0010025,              0.0010025
                     62,                0.99754,                 1.1593,                 1.3516,                0.40676,                0.48294,                0.39482,                0.25547,                 1.3127,                 1.8555,                 1.6103,             0.00099837,             0.00099837,             0.00099837
                     63,                0.99788,                  1.128,                 1.3473,                0.41641,                0.51153,                0.42621,                0.26821,                 1.3608,                 1.8136,                 1.6284,             0.00099425,             0.00099425,             0.00099425
                     64,                0.96699,                 1.0882,                 1.3252,                0.42054,                0.54218,                0.47772,                0.30479,                  1.307,                 1.6831,                 1.5886,             0.00099013,             0.00099013,             0.00099013
                     65,                0.98863,                 1.1396,                 1.3469,                0.41414,                0.52448,                0.43292,                0.28093,                 1.3226,                 1.8608,                 1.6496,               0.000986,               0.000986,               0.000986
                     66,                0.97261,                  1.102,                 1.3313,                0.54069,                0.47967,                0.51172,                0.31516,                 1.3677,                 1.6537,                 1.6369,             0.00098187,             0.00098187,             0.00098187
                     67,                0.97243,                 1.1211,                 1.3219,                0.34171,                0.59682,                0.45625,                0.30532,                 1.2854,                 1.6591,                 1.6099,             0.00097775,             0.00097775,             0.00097775
                     68,                0.97122,                 1.1444,                 1.3209,                0.53494,                0.44233,                0.47014,                0.30949,                 1.3142,                 1.6868,                 1.5857,             0.00097362,             0.00097362,             0.00097362
                     69,                0.97248,                 1.0919,                 1.3284,                  0.425,                0.50038,                0.44703,                0.27651,                 1.3384,                 1.7975,                 1.5989,              0.0009695,              0.0009695,              0.0009695
                     70,                0.93911,                 1.0782,                 1.3184,                0.53119,                0.47985,                0.52155,                0.33831,                  1.305,                 1.6316,                 1.5875,             0.00096537,             0.00096537,             0.00096537
                     71,                0.95194,                 1.0629,                 1.3118,                0.44293,                0.57937,                0.52005,                0.35125,                 1.2463,                 1.5686,                 1.5201,             0.00096125,             0.00096125,             0.00096125
                     72,                0.91566,                 1.0461,                 1.2847,                0.46772,                0.45593,                0.47148,                0.31197,                 1.2664,                 1.6301,                 1.5286,             0.00095712,             0.00095712,             0.00095712
                     73,                 0.9367,                 1.0753,                 1.3082,                0.55444,                0.49763,                0.51924,                0.34835,                 1.2634,                 1.5998,                 1.5636,               0.000953,               0.000953,               0.000953
                     74,                0.93903,                 1.0517,                 1.2962,                0.52509,                0.44491,                0.50839,                0.34856,                  1.243,                  1.603,                 1.5372,             0.00094887,             0.00094887,             0.00094887
                     75,                0.92432,                 1.0548,                 1.2911,                0.53879,                0.48948,                0.50811,                0.33808,                 1.3086,                 1.6413,                 1.5923,             0.00094475,             0.00094475,             0.00094475
                     76,                0.93428,                  1.046,                 1.3113,                0.40891,                0.46177,                 0.4553,                0.29263,                 1.2684,                 1.7401,                 1.5503,             0.00094062,             0.00094062,             0.00094062
                     77,                0.91886,                 1.0235,                 1.2845,                0.43943,                0.54582,                0.48361,                0.31785,                 1.2919,                 1.6698,                 1.5816,              0.0009365,              0.0009365,              0.0009365
                     78,                0.94135,                 1.0541,                 1.2936,                0.57173,                0.38979,                0.45266,                0.30913,                 1.2805,                 1.7871,                 1.5678,             0.00093238,             0.00093238,             0.00093238
                     79,                0.91862,                 1.0041,                 1.2884,                0.49318,                 0.4733,                0.51256,                0.35278,                 1.2377,                 1.6277,                 1.5505,             0.00092825,             0.00092825,             0.00092825
                     80,                0.91957,                 1.0008,                 1.2902,                0.50629,                0.46599,                0.48038,                0.31895,                 1.2912,                 1.7138,                 1.5592,             0.00092413,             0.00092413,             0.00092413
                     81,                0.91613,                0.98618,                 1.2832,                0.47746,                0.55215,                0.51011,                0.34094,                 1.3085,                 1.6526,                  1.593,                0.00092,                0.00092,                0.00092
                     82,                0.89419,                 1.0174,                 1.2698,                0.48315,                0.46555,                0.48691,                0.30994,                 1.2965,                 1.6191,                 1.5583,             0.00091588,             0.00091588,             0.00091588
                     83,                0.92576,                 1.0088,                 1.2861,                0.47418,                0.52545,                 0.4892,                0.33334,                 1.2542,                 1.6851,                 1.5333,             0.00091175,             0.00091175,             0.00091175
                     84,                0.88944,                0.98586,                 1.2658,                0.48887,                0.48352,                 0.4961,                0.34713,                 1.3177,                 1.6276,                 1.5613,             0.00090763,             0.00090763,             0.00090763
                     85,                0.89957,                0.95374,                 1.2781,                0.65071,                0.42634,                0.49362,                 0.3183,                 1.2746,                 1.6678,                 1.5569,              0.0009035,              0.0009035,              0.0009035
                     86,                0.89684,                0.97264,                 1.2677,                0.48532,                0.52404,                 0.4901,                0.31716,                 1.2961,                   1.67,                 1.5499,             0.00089938,             0.00089938,             0.00089938
                     87,                0.90468,                0.95873,                 1.2749,                0.43613,                0.54565,                 0.4895,                0.32002,                 1.2412,                 1.6463,                 1.5301,             0.00089525,             0.00089525,             0.00089525
                     88,                0.89599,                0.97723,                 1.2662,                0.43354,                0.53632,                0.49931,                0.33231,                 1.2761,                 1.6633,                 1.5597,             0.00089112,             0.00089112,             0.00089112
                     89,                0.89262,                0.96539,                 1.2689,                0.42884,                 0.5481,                0.48985,                0.33489,                 1.2419,                 1.6328,                 1.5224,               0.000887,               0.000887,               0.000887
                     90,                0.90522,                0.96172,                 1.2711,                0.64407,                0.43467,                0.51541,                0.34977,                 1.3146,                 1.6661,                 1.5882,             0.00088288,             0.00088288,             0.00088288
                     91,                0.89272,                0.93574,                 1.2598,                0.39736,                0.55654,                0.46571,                0.29228,                 1.3436,                 1.7479,                 1.6246,             0.00087875,             0.00087875,             0.00087875
                     92,                0.89018,                0.95606,                 1.2629,                0.45371,                0.55385,                0.49655,                0.32997,                 1.2385,                 1.5775,                 1.5612,             0.00087462,             0.00087462,             0.00087462
                     93,                0.89335,                0.94214,                 1.2716,                  0.491,                0.51382,                0.52007,                0.36161,                 1.2039,                 1.5291,                 1.4851,              0.0008705,              0.0008705,              0.0008705
                     94,                0.87141,                0.91518,                 1.2544,                 0.4881,                0.59944,                0.54673,                0.36791,                 1.2757,                 1.5397,                 1.5576,             0.00086637,             0.00086637,             0.00086637
                     95,                0.88823,                0.92548,                 1.2662,                0.51834,                0.56057,                0.54327,                0.36969,                 1.2693,                 1.5407,                 1.5846,             0.00086225,             0.00086225,             0.00086225
                     96,                0.86281,                 0.9136,                 1.2397,                0.53695,                0.51753,                0.55983,                0.38149,                 1.2295,                 1.5081,                  1.514,             0.00085813,             0.00085813,             0.00085813
                     97,                 0.8769,                0.91931,                 1.2596,                0.47929,                0.54004,                0.52424,                0.35272,                 1.2757,                 1.5498,                 1.5659,               0.000854,               0.000854,               0.000854
                     98,                0.88139,                0.90796,                 1.2512,                0.47031,                0.51213,                0.54212,                0.36881,                 1.2752,                 1.6296,                 1.5199,             0.00084988,             0.00084988,             0.00084988
                     99,                0.85538,                0.88616,                 1.2249,                0.46603,                0.52273,                 0.5165,                0.34287,                 1.2439,                 1.5916,                 1.5348,             0.00084575,             0.00084575,             0.00084575
                    100,                0.85298,                0.90001,                 1.2412,                0.59244,                0.52237,                0.55057,                0.36744,                 1.2437,                 1.5861,                 1.5287,             0.00084162,             0.00084162,             0.00084162
                    101,                0.86075,                0.90385,                  1.246,                0.52031,                0.52324,                0.50215,                0.33892,                 1.2376,                 1.5964,                 1.5008,              0.0008375,              0.0008375,              0.0008375
                    102,                0.88004,                0.90382,                 1.2478,                0.61012,                0.46634,                0.55698,                0.36838,                 1.2623,                 1.5661,                 1.5761,             0.00083337,             0.00083337,             0.00083337
                    103,                 0.8699,                0.92762,                 1.2494,                0.55284,                0.51663,                0.57815,                0.40298,                 1.2239,                 1.4704,                 1.5124,             0.00082925,             0.00082925,             0.00082925
                    104,                0.85596,                0.87909,                 1.2372,                0.49612,                0.48201,                0.53951,                0.37896,                 1.2112,                 1.5083,                 1.4886,             0.00082513,             0.00082513,             0.00082513
                    105,                0.85393,                0.87651,                 1.2386,                0.47996,                0.54773,                0.53541,                0.36054,                 1.2076,                 1.5457,                 1.4868,               0.000821,               0.000821,               0.000821
                    106,                0.85273,                0.86973,                 1.2381,                 0.5179,                0.51182,                0.54144,                0.37113,                 1.2526,                 1.5762,                 1.5203,             0.00081688,             0.00081688,             0.00081688
                    107,                0.86061,                0.90095,                 1.2371,                0.44062,                0.55782,                0.53036,                0.35928,                 1.2571,                  1.523,                 1.5401,             0.00081275,             0.00081275,             0.00081275
                    108,                0.82655,                0.85075,                 1.2122,                0.44776,                0.52248,                0.49979,                0.33166,                 1.3021,                 1.5993,                 1.5581,             0.00080863,             0.00080863,             0.00080863
                    109,                0.85355,                0.90671,                 1.2342,                0.48772,                0.51872,                0.50885,                0.34632,                 1.2164,                 1.6122,                 1.5079,              0.0008045,              0.0008045,              0.0008045
                    110,                0.84341,                0.89862,                 1.2321,                0.51732,                0.52758,                0.54764,                0.37514,                  1.223,                 1.5255,                 1.5027,             0.00080038,             0.00080038,             0.00080038
                    111,                0.84123,                 0.8624,                 1.2305,                0.46369,                0.54855,                0.49857,                0.33306,                  1.229,                 1.6237,                  1.552,             0.00079625,             0.00079625,             0.00079625
                    112,                0.84977,                0.86429,                 1.2275,                0.43779,                0.48808,                0.46778,                0.32171,                 1.2435,                 1.6955,                 1.5231,             0.00079213,             0.00079213,             0.00079213
                    113,                0.82599,                0.83287,                 1.2102,                0.44541,                0.57166,                0.53128,                0.36699,                 1.2623,                 1.5294,                 1.5264,               0.000788,               0.000788,               0.000788
                    114,                0.81145,                0.82651,                  1.204,                0.45144,                0.63373,                0.55684,                0.38632,                 1.2046,                 1.4993,                 1.5231,             0.00078387,             0.00078387,             0.00078387
                    115,                0.81771,                0.82191,                 1.2127,                0.46493,                0.51551,                0.52445,                0.35765,                 1.2537,                 1.5151,                 1.5084,             0.00077975,             0.00077975,             0.00077975
                    116,                0.82304,                0.79682,                 1.2088,                0.57001,                0.44624,                0.54549,                0.37273,                  1.265,                 1.5749,                 1.5326,             0.00077563,             0.00077563,             0.00077563
                    117,                0.82907,                 0.8228,                 1.2119,                0.59174,                0.44454,                0.54129,                0.36515,                 1.2462,                 1.5976,                 1.5239,              0.0007715,              0.0007715,              0.0007715
                    118,                 0.8127,                0.81546,                 1.2034,                0.57142,                0.43876,                0.54787,                0.37103,                 1.2094,                 1.5576,                 1.5044,             0.00076738,             0.00076738,             0.00076738
                    119,                0.82088,                0.82056,                 1.2075,                0.48981,                0.55048,                 0.5314,                0.35934,                 1.2103,                 1.5788,                 1.4999,             0.00076325,             0.00076325,             0.00076325
                    120,                0.81071,                0.80193,                 1.1988,                0.50658,                0.49744,                0.52572,                 0.3608,                 1.2862,                 1.5911,                   1.57,             0.00075912,             0.00075912,             0.00075912
                    121,                0.83139,                0.83908,                 1.2182,                0.47775,                0.51625,                0.54191,                0.37511,                 1.2811,                  1.546,                 1.5583,               0.000755,               0.000755,               0.000755
                    122,                0.80957,                0.81097,                 1.2016,                0.55907,                0.46292,                0.55613,                0.38305,                 1.2652,                 1.5037,                 1.5398,             0.00075088,             0.00075088,             0.00075088
                    123,                 0.8066,                 0.8008,                 1.2008,                0.48656,                0.44755,                0.50079,                0.33545,                 1.2407,                 1.5951,                   1.54,             0.00074675,             0.00074675,             0.00074675
                    124,                0.82446,                0.79491,                 1.2006,                0.61786,                0.47676,                 0.5377,                0.36995,                 1.2332,                 1.5384,                 1.5158,             0.00074263,             0.00074263,             0.00074263
                    125,                0.81827,                0.80268,                 1.2014,                0.53059,                0.50432,                0.53741,                 0.3683,                 1.1895,                 1.5199,                 1.4958,              0.0007385,              0.0007385,              0.0007385
                    126,                0.80371,                0.76758,                 1.1965,                 0.4474,                0.53706,                0.51869,                0.35949,                 1.2337,                 1.5975,                 1.5115,             0.00073437,             0.00073437,             0.00073437
                    127,                0.81432,                0.79233,                  1.191,                0.40622,                0.57194,                0.51492,                0.34574,                 1.2725,                 1.5737,                  1.575,             0.00073025,             0.00073025,             0.00073025
                    128,                 0.8006,                0.77612,                 1.1962,                0.58035,                0.46499,                0.54781,                0.37502,                 1.2342,                 1.5349,                 1.5115,             0.00072612,             0.00072612,             0.00072612
                    129,                0.80658,                0.79812,                 1.2055,                0.53654,                0.46585,                0.52973,                 0.3544,                   1.25,                 1.5765,                 1.5083,               0.000722,               0.000722,               0.000722
                    130,                0.79628,                0.77186,                 1.1963,                0.51004,                0.47798,                0.52883,                0.35869,                 1.3078,                 1.6179,                 1.5714,             0.00071788,             0.00071788,             0.00071788
                    131,                0.79418,                0.78607,                 1.1953,                0.54811,                0.41805,                0.47756,                0.32203,                 1.2821,                 1.6924,                 1.5448,             0.00071375,             0.00071375,             0.00071375
                    132,                0.80046,                0.76963,                 1.1994,                0.51839,                0.46589,                0.55108,                0.38682,                 1.2266,                 1.4945,                 1.5103,             0.00070962,             0.00070962,             0.00070962
                    133,                0.80311,                0.78045,                 1.1977,                0.42407,                0.61145,                 0.5456,                0.37793,                 1.2204,                 1.5448,                 1.4923,              0.0007055,              0.0007055,              0.0007055
                    134,                0.77927,                0.74384,                 1.1804,                0.44589,                0.64214,                0.56134,                0.39027,                 1.1616,                 1.4762,                 1.4413,             0.00070137,             0.00070137,             0.00070137
                    135,                0.78096,                0.76308,                 1.1922,                 0.4531,                0.49549,                0.50334,                 0.3483,                 1.2339,                 1.7221,                 1.5033,             0.00069725,             0.00069725,             0.00069725
                    136,                0.78887,                0.73977,                  1.181,                0.47011,                0.53978,                0.54882,                0.37907,                  1.234,                 1.5432,                 1.5121,             0.00069313,             0.00069313,             0.00069313
                    137,                 0.7837,                0.77142,                 1.1826,                0.45767,                0.63531,                0.55425,                0.38164,                 1.2495,                 1.5687,                 1.5445,               0.000689,               0.000689,               0.000689
                    138,                 0.7985,                0.76171,                 1.1839,                0.41404,                0.58196,                0.52657,                0.36169,                  1.247,                 1.5758,                 1.5577,             0.00068488,             0.00068488,             0.00068488
                    139,                 0.7906,                0.76009,                 1.1892,                0.46655,                0.56616,                0.52964,                0.36863,                 1.2459,                 1.5719,                 1.5226,             0.00068075,             0.00068075,             0.00068075
                    140,                0.77936,                0.74617,                 1.1815,                0.45051,                0.52142,                0.53699,                0.37539,                 1.2114,                  1.508,                 1.4907,             0.00067663,             0.00067663,             0.00067663
                    141,                0.78096,                0.74976,                 1.1904,                 0.5042,                0.48653,                0.54928,                0.38141,                 1.1931,                  1.563,                 1.4837,              0.0006725,              0.0006725,              0.0006725
                    142,                0.78334,                0.72932,                 1.1777,                0.50742,                0.48469,                0.51763,                 0.3593,                 1.2206,                 1.7223,                 1.5236,             0.00066838,             0.00066838,             0.00066838
                    143,                0.76587,                0.73067,                 1.1715,                0.47372,                0.48565,                0.52578,                0.35867,                  1.247,                  1.595,                 1.5547,             0.00066425,             0.00066425,             0.00066425
                    144,                0.77119,                0.72407,                 1.1651,                0.52482,                0.55633,                0.55871,                0.37962,                 1.1924,                  1.508,                 1.4957,             0.00066013,             0.00066013,             0.00066013
                    145,                0.77652,                0.73479,                 1.1687,                 0.5138,                0.59253,                0.55898,                0.37754,                 1.2361,                 1.5061,                 1.5398,               0.000656,               0.000656,               0.000656
                    146,                0.77984,                0.73483,                 1.1774,                0.47485,                0.62149,                0.54435,                0.36913,                 1.2077,                 1.4902,                 1.5257,             0.00065188,             0.00065188,             0.00065188
                    147,                0.74812,                0.71511,                  1.159,                 0.4406,                 0.6223,                0.53316,                0.36946,                 1.2325,                 1.5426,                 1.5456,             0.00064775,             0.00064775,             0.00064775
                    148,                 0.7612,                0.72386,                 1.1698,                0.42276,                0.61593,                0.56563,                0.38953,                 1.2018,                 1.5029,                 1.5146,             0.00064362,             0.00064362,             0.00064362
                    149,                0.76786,                 0.7273,                 1.1709,                0.50554,                0.57168,                0.54916,                0.38695,                 1.1704,                 1.5977,                  1.498,              0.0006395,              0.0006395,              0.0006395
                    150,                0.76249,                0.71564,                 1.1707,                0.50851,                0.52634,                0.54271,                0.36701,                 1.2342,                 1.5809,                 1.5099,             0.00063538,             0.00063538,             0.00063538
                    151,                0.74368,                0.69752,                 1.1497,                0.49292,                0.51347,                0.53896,                0.36431,                 1.2431,                 1.5514,                 1.5549,             0.00063125,             0.00063125,             0.00063125
                    152,                0.76535,                0.70967,                 1.1612,                0.45848,                0.53966,                0.52876,                0.37809,                 1.2176,                 1.5787,                  1.521,             0.00062713,             0.00062713,             0.00062713
                    153,                0.77522,                0.72065,                 1.1735,                0.44565,                0.58318,                0.55253,                 0.3911,                 1.2087,                 1.5284,                 1.5167,               0.000623,               0.000623,               0.000623
