                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     17,                  1.359,                 1.8667,                 1.7281,                0.22905,                0.34113,                0.20581,                0.11287,                 1.6558,                 2.4427,                 1.9719,               0.001184,               0.001184,               0.001184
                     18,                 1.3609,                 1.8453,                 1.7191,                0.20347,                0.36455,                0.17136,                0.09382,                 1.6894,                 2.4958,                  2.013,              0.0011799,              0.0011799,              0.0011799
                     19,                 1.3702,                  1.826,                 1.7162,                0.22122,                0.41135,                0.21845,                0.12033,                 1.6355,                 2.2548,                 1.9127,              0.0011757,              0.0011757,              0.0011757
                     20,                 1.3271,                 1.7922,                 1.6691,                0.25622,                0.28384,                0.20687,                0.12046,                 1.6281,                 2.3025,                 1.9345,              0.0011716,              0.0011716,              0.0011716
                     21,                 1.3148,                 1.7588,                 1.6835,                0.19838,                0.43035,                0.23409,                 0.1324,                 1.6044,                 2.2483,                 1.8816,              0.0011675,              0.0011675,              0.0011675
                     22,                 1.3246,                 1.7844,                 1.6617,                0.23422,                0.41621,                0.25481,                0.14215,                 1.5464,                 2.2317,                   1.87,              0.0011634,              0.0011634,              0.0011634
                     23,                 1.2931,                 1.7347,                 1.6471,                  0.231,                0.30921,                 0.2316,                0.13494,                 1.5116,                 2.2644,                 1.8175,              0.0011593,              0.0011593,              0.0011593
                     24,                 1.2957,                 1.7253,                 1.6422,                  0.291,                0.38288,                 0.2321,                 0.1288,                 1.5203,                 2.2962,                 1.7635,              0.0011551,              0.0011551,              0.0011551
                     25,                 1.2807,                 1.6754,                 1.6411,                0.25947,                0.39195,                0.29328,                0.17938,                  1.528,                  2.118,                 1.8272,               0.001151,               0.001151,               0.001151
                     26,                 1.2708,                 1.6876,                 1.6165,                0.26355,                0.40491,                0.27318,                0.16293,                 1.4969,                 2.2671,                 1.7864,              0.0011469,              0.0011469,              0.0011469
                     27,                 1.2526,                 1.6844,                 1.5917,                0.28218,                0.37458,                0.27284,                 0.1638,                 1.4583,                 2.0928,                 1.7687,              0.0011428,              0.0011428,              0.0011428
                     28,                 1.2297,                 1.6445,                 1.5986,                0.30847,                0.36754,                0.29308,                0.17663,                 1.5099,                 2.1187,                 1.8192,              0.0011386,              0.0011386,              0.0011386
                     29,                 1.2357,                  1.635,                 1.5962,                0.30369,                0.34244,                0.29623,                0.16357,                 1.4929,                 2.0859,                 1.8003,              0.0011345,              0.0011345,              0.0011345
                     30,                 1.1922,                 1.5894,                 1.5605,                0.30232,                0.31162,                 0.2395,                0.14338,                 1.4442,                 2.2342,                 1.7958,              0.0011304,              0.0011304,              0.0011304
                     31,                 1.1903,                 1.5819,                 1.5571,                 0.2854,                0.38436,                0.23794,                0.14604,                 1.5087,                 2.3735,                 1.8502,              0.0011263,              0.0011263,              0.0011263
                     32,                 1.1882,                 1.5718,                 1.5515,                0.23292,                0.41945,                0.20859,                0.11903,                 1.5195,                  2.239,                 1.7942,              0.0011221,              0.0011221,              0.0011221
                     33,                 1.2047,                 1.5598,                 1.5619,                0.28401,                0.46541,                0.29836,                0.17665,                 1.4033,                 2.1267,                 1.7212,               0.001118,               0.001118,               0.001118
                     34,                 1.1668,                 1.5527,                 1.5359,                0.32188,                0.29887,                0.27037,                0.16566,                 1.4508,                 2.1999,                 1.7409,              0.0011139,              0.0011139,              0.0011139
                     35,                 1.1861,                 1.5512,                 1.5471,                0.31623,                0.43158,                0.31989,                0.18891,                 1.3919,                 2.1519,                 1.7243,              0.0011098,              0.0011098,              0.0011098
                     36,                 1.1473,                  1.518,                  1.517,                0.27562,                0.45127,                0.30164,                0.18274,                 1.4272,                 2.0029,                 1.7738,              0.0011056,              0.0011056,              0.0011056
                     37,                 1.1587,                 1.5137,                 1.5356,                0.32404,                0.40423,                0.33269,                0.20372,                 1.3965,                 2.0365,                 1.7246,              0.0011015,              0.0011015,              0.0011015
                     38,                 1.1609,                 1.5131,                 1.5174,                0.24956,                0.46675,                0.25813,                0.15762,                 1.4311,                 2.1336,                 1.7255,              0.0010974,              0.0010974,              0.0010974
                     39,                 1.1365,                 1.4974,                 1.5136,                0.23217,                0.45142,                0.25579,                0.16496,                  1.458,                  2.253,                 1.7633,              0.0010933,              0.0010933,              0.0010933
                     40,                 1.1404,                 1.4904,                 1.5074,                0.38485,                0.35555,                0.31793,                0.19749,                 1.3773,                 2.0726,                  1.656,              0.0010891,              0.0010891,              0.0010891
                     41,                 1.1325,                 1.4678,                  1.502,                0.24268,                0.47063,                0.27889,                0.16118,                 1.4521,                 2.0791,                 1.7412,               0.001085,               0.001085,               0.001085
                     42,                 1.1111,                 1.4341,                  1.485,                0.33624,                0.42358,                0.33454,                0.21086,                 1.3637,                 1.9468,                 1.6412,              0.0010809,              0.0010809,              0.0010809
                     43,                 1.1362,                 1.4568,                  1.513,                0.38006,                0.38794,                 0.2935,                0.19908,                  1.307,                  2.085,                 1.6355,              0.0010768,              0.0010768,              0.0010768
                     44,                 1.1134,                 1.3935,                 1.4891,                0.29102,                0.44013,                0.31565,                 0.1905,                  1.349,                 1.9105,                 1.6639,              0.0010726,              0.0010726,              0.0010726
                     45,                 1.1063,                 1.4131,                 1.4906,                 0.3659,                0.37515,                0.32399,                0.20317,                 1.3079,                 1.9863,                  1.656,              0.0010685,              0.0010685,              0.0010685
                     46,                 1.1174,                 1.4328,                 1.4953,                0.41918,                0.39739,                0.34054,                0.21243,                 1.3798,                 2.0084,                 1.6667,              0.0010644,              0.0010644,              0.0010644
                     47,                 1.0866,                 1.3907,                 1.4676,                 0.3346,                0.49432,                0.30912,                0.18517,                  1.368,                  2.098,                 1.6593,              0.0010603,              0.0010603,              0.0010603
                     48,                  1.076,                 1.3843,                 1.4599,                0.38675,                0.40376,                 0.3235,                 0.1932,                 1.3609,                 2.1692,                  1.674,              0.0010561,              0.0010561,              0.0010561
                     49,                 1.0901,                 1.3567,                  1.466,                 0.3364,                0.50818,                0.35249,                 0.2118,                 1.4247,                 1.8787,                 1.7194,               0.001052,               0.001052,               0.001052
                     50,                 1.0824,                 1.3457,                 1.4585,                0.33082,                0.47087,                0.35652,                0.21822,                 1.4383,                 1.9789,                  1.737,              0.0010479,              0.0010479,              0.0010479
                     51,                 1.0734,                 1.3514,                 1.4503,                0.35944,                0.47118,                0.35482,                0.22365,                 1.3587,                 1.9024,                 1.6674,              0.0010438,              0.0010438,              0.0010438
                     52,                 1.0656,                 1.3289,                 1.4481,                0.35659,                0.41645,                0.36666,                0.23356,                 1.4237,                 1.8978,                 1.6794,              0.0010396,              0.0010396,              0.0010396
                     53,                 1.0814,                 1.3635,                 1.4596,                0.32048,                0.43966,                0.33109,                0.21009,                  1.435,                 2.0669,                  1.746,              0.0010355,              0.0010355,              0.0010355
                     54,                 1.0496,                 1.3039,                 1.4283,                0.46731,                0.42971,                0.39769,                0.23876,                 1.3546,                 1.7808,                 1.6482,              0.0010314,              0.0010314,              0.0010314
                     55,                 1.0795,                 1.3098,                 1.4417,                0.38145,                 0.3961,                0.35907,                0.22628,                 1.3702,                 2.0655,                 1.6898,              0.0010273,              0.0010273,              0.0010273
                     56,                 1.0247,                 1.2837,                 1.4079,                0.37251,                0.49861,                0.41294,                0.26231,                 1.4098,                 1.8583,                 1.7058,              0.0010231,              0.0010231,              0.0010231
                     57,                 1.0381,                 1.2898,                 1.4151,                 0.3692,                0.52697,                0.37611,                0.23345,                 1.3634,                 1.8482,                 1.6558,               0.001019,               0.001019,               0.001019
                     58,                 1.0374,                 1.2614,                 1.4254,                0.40255,                0.47947,                 0.4018,                0.25612,                 1.3967,                 1.8696,                 1.7086,              0.0010149,              0.0010149,              0.0010149
                     59,                 1.0441,                 1.2719,                 1.4269,                0.36614,                0.46702,                0.38467,                 0.2452,                 1.3985,                  1.913,                 1.7254,              0.0010107,              0.0010107,              0.0010107
                     60,                 1.0111,                 1.2347,                  1.395,                0.35634,                0.49982,                0.40049,                0.26628,                 1.3129,                 1.8284,                 1.6139,              0.0010066,              0.0010066,              0.0010066
                     61,                 1.0112,                 1.1998,                 1.3924,                0.47474,                0.50714,                0.42582,                0.27752,                  1.364,                 1.7185,                 1.6612,              0.0010025,              0.0010025,              0.0010025
                     62,                 1.0292,                 1.2427,                    1.4,                0.39337,                0.44681,                0.38969,                0.24131,                 1.3382,                  1.863,                 1.6654,             0.00099837,             0.00099837,             0.00099837
                     63,                 1.0232,                 1.2097,                 1.4181,                0.35806,                0.46936,                0.37865,                0.24997,                 1.3871,                 1.9014,                 1.6593,             0.00099425,             0.00099425,             0.00099425
                     64,                0.99946,                 1.1796,                 1.3864,                0.38131,                0.48795,                0.39413,                0.24748,                 1.3381,                  1.843,                 1.6304,             0.00099013,             0.00099013,             0.00099013
                     65,                 1.0165,                 1.2098,                 1.4031,                0.38695,                0.44307,                0.38269,                0.25281,                 1.3301,                 1.9744,                 1.6556,               0.000986,               0.000986,               0.000986
                     66,                 1.0099,                 1.1649,                 1.3932,                0.40884,                0.38745,                0.39029,                0.25173,                  1.317,                 1.8167,                 1.6028,             0.00098187,             0.00098187,             0.00098187
                     67,                0.99959,                 1.1859,                 1.3808,                0.44536,                0.49071,                0.41037,                0.26795,                 1.3439,                 1.8291,                 1.6572,             0.00097775,             0.00097775,             0.00097775
                     68,                0.98158,                 1.2012,                 1.3681,                0.56089,                 0.4556,                0.45501,                0.31487,                 1.2615,                  1.756,                 1.5483,             0.00097362,             0.00097362,             0.00097362
                     69,                0.99826,                 1.1587,                 1.3842,                0.34216,                0.47158,                0.36439,                0.23688,                 1.3457,                 2.0666,                 1.6887,              0.0009695,              0.0009695,              0.0009695
                     70,                0.96419,                 1.1589,                 1.3755,                0.42527,                0.51676,                0.44849,                0.28364,                 1.3639,                 1.7074,                 1.6645,             0.00096537,             0.00096537,             0.00096537
                     71,                0.97052,                 1.1316,                 1.3574,                0.41372,                0.49027,                0.44676,                0.29755,                 1.2947,                 1.7628,                 1.6108,             0.00096125,             0.00096125,             0.00096125
                     72,                0.96135,                 1.1413,                 1.3548,                0.42804,                0.45461,                0.41855,                0.27305,                 1.2914,                 1.7826,                 1.6133,             0.00095712,             0.00095712,             0.00095712
                     73,                0.98569,                 1.1422,                 1.3783,                0.53985,                0.43722,                0.44881,                0.30568,                 1.3317,                 1.7681,                 1.6599,               0.000953,               0.000953,               0.000953
                     74,                0.97799,                 1.1352,                 1.3609,                0.44281,                0.45818,                0.45155,                0.28997,                 1.3195,                 1.7135,                 1.6222,             0.00094887,             0.00094887,             0.00094887
                     75,                0.95569,                 1.1059,                 1.3476,                0.52511,                0.43274,                0.45239,                0.29993,                 1.3499,                 1.8089,                 1.6492,             0.00094475,             0.00094475,             0.00094475
                     76,                0.96263,                 1.1355,                 1.3664,                0.44857,                0.43787,                0.43187,                0.28271,                 1.3405,                 1.8097,                 1.6316,             0.00094062,             0.00094062,             0.00094062
                     77,                0.94839,                 1.0721,                 1.3419,                0.45517,                0.56116,                0.46879,                 0.3114,                 1.3105,                 1.7312,                 1.5992,              0.0009365,              0.0009365,              0.0009365
                     78,                0.95719,                 1.0917,                 1.3401,                0.39369,                0.51303,                0.41261,                0.26626,                 1.3434,                 1.8158,                 1.6288,             0.00093238,             0.00093238,             0.00093238
                     79,                0.93651,                 1.0738,                 1.3292,                0.46906,                0.57844,                0.51714,                0.34913,                  1.269,                 1.5544,                 1.5743,             0.00092825,             0.00092825,             0.00092825
                     80,                 0.9374,                 1.0615,                 1.3439,                0.44506,                 0.4861,                0.47722,                0.31905,                 1.3136,                  1.767,                 1.6405,             0.00092413,             0.00092413,             0.00092413
                     81,                0.93506,                   1.05,                 1.3353,                0.51869,                0.44083,                0.46502,                0.31821,                 1.3293,                 1.7138,                 1.6248,                0.00092,                0.00092,                0.00092
                     82,                0.93338,                 1.0703,                 1.3306,                0.54458,                0.44723,                0.47036,                0.30932,                  1.313,                 1.7292,                  1.602,             0.00091588,             0.00091588,             0.00091588
                     83,                0.95104,                 1.0495,                 1.3388,                0.38373,                0.48684,                0.42024,                0.27907,                 1.2957,                 1.9404,                 1.6186,             0.00091175,             0.00091175,             0.00091175
                     84,                0.90879,                 1.0398,                 1.3108,                0.47513,                0.49597,                0.47851,                0.31156,                 1.3203,                 1.6642,                 1.5992,             0.00090763,             0.00090763,             0.00090763
                     85,                0.91382,                 1.0027,                 1.3229,                0.49883,                0.51652,                0.49019,                0.32578,                 1.2862,                 1.6642,                 1.5959,              0.0009035,              0.0009035,              0.0009035
                     86,                0.91304,                   1.05,                 1.3138,                0.69925,                0.42414,                0.52443,                0.34274,                  1.316,                 1.6283,                 1.6313,             0.00089938,             0.00089938,             0.00089938
                     87,                0.91899,                 1.0159,                 1.3137,                0.48452,                0.49708,                0.46585,                0.30298,                 1.3317,                 1.7272,                 1.6317,             0.00089525,             0.00089525,             0.00089525
                     88,                0.93146,                 1.0271,                 1.3222,                0.58205,                0.49422,                0.53526,                0.35797,                 1.3207,                 1.7745,                 1.6311,             0.00089112,             0.00089112,             0.00089112
                     89,                0.91947,                 1.0319,                 1.3177,                0.41351,                0.49655,                0.44439,                0.30204,                 1.2727,                 1.7714,                 1.5871,               0.000887,               0.000887,               0.000887
                     90,                0.93141,                  1.038,                 1.3249,                 0.4911,                0.51346,                0.48567,                0.33011,                 1.2961,                 1.6557,                 1.5912,             0.00088288,             0.00088288,             0.00088288
                     91,                0.90776,                 1.0044,                 1.3089,                0.47372,                 0.4677,                0.45515,                0.30145,                 1.3489,                 1.8218,                  1.693,             0.00087875,             0.00087875,             0.00087875
                     92,                0.91059,                0.98671,                 1.3052,                0.47168,                 0.5347,                0.51354,                0.34274,                 1.2942,                 1.6099,                 1.5796,             0.00087462,             0.00087462,             0.00087462
                     93,                0.90665,                 0.9919,                  1.307,                0.42988,                0.49324,                0.45158,                0.30897,                 1.3073,                 1.8223,                 1.6153,              0.0008705,              0.0008705,              0.0008705
                     94,                0.88539,                0.96566,                 1.2917,                0.46382,                0.48318,                0.47461,                0.31746,                 1.2881,                 1.7105,                 1.5966,             0.00086637,             0.00086637,             0.00086637
                     95,                0.91334,                0.98914,                 1.3149,                0.40448,                0.55754,                0.48885,                0.33379,                  1.259,                 1.6882,                  1.595,             0.00086225,             0.00086225,             0.00086225
                     96,                0.88272,                0.96636,                 1.2881,                 0.5612,                0.53915,                0.56528,                0.38425,                  1.253,                 1.5507,                 1.5737,             0.00085813,             0.00085813,             0.00085813
                     97,                0.91474,                0.98545,                 1.3155,                0.58866,                0.47798,                 0.5142,                0.35458,                 1.2766,                 1.6198,                 1.6042,               0.000854,               0.000854,               0.000854
                     98,                0.90625,                0.95958,                 1.2941,                0.56173,                0.50845,                0.53779,                0.36611,                  1.261,                 1.6639,                 1.5759,             0.00084988,             0.00084988,             0.00084988
                     99,                 0.8882,                0.93891,                 1.2799,                0.41186,                0.59761,                0.48886,                 0.3377,                 1.2885,                 1.7137,                 1.5963,             0.00084575,             0.00084575,             0.00084575
                    100,                 0.8811,                0.96445,                 1.2918,                0.53044,                0.51898,                0.50715,                0.33837,                 1.2729,                 1.7303,                 1.5856,             0.00084162,             0.00084162,             0.00084162
                    101,                0.87476,                0.95998,                 1.2852,                0.64433,                0.46301,                0.51873,                0.35198,                 1.2508,                 1.5806,                 1.5701,              0.0008375,              0.0008375,              0.0008375
                    102,                0.89654,                0.94267,                 1.2837,                 0.4534,                0.52307,                0.48906,                0.34091,                  1.237,                 1.6355,                 1.5652,             0.00083337,             0.00083337,             0.00083337
                    103,                0.87647,                0.94052,                 1.2807,                0.47172,                0.46394,                0.48465,                0.35059,                 1.2378,                 1.6447,                 1.5567,             0.00082925,             0.00082925,             0.00082925
                    104,                0.87627,                0.92752,                 1.2828,                0.54156,                0.51521,                0.50814,                0.35143,                 1.2815,                 1.6438,                 1.5731,             0.00082513,             0.00082513,             0.00082513
                    105,                 0.8762,                0.92461,                  1.279,                0.48676,                 0.5863,                0.52289,                0.35924,                 1.2895,                 1.5508,                 1.6009,               0.000821,               0.000821,               0.000821
                    106,                0.88411,                0.92687,                 1.2816,                  0.469,                0.58899,                0.53447,                0.37355,                  1.274,                 1.5424,                 1.5641,             0.00081688,             0.00081688,             0.00081688
                    107,                0.87402,                0.93072,                 1.2738,                0.49992,                0.47456,                0.47949,                0.32545,                  1.272,                 1.6707,                 1.5981,             0.00081275,             0.00081275,             0.00081275
                    108,                0.85208,                0.89098,                 1.2553,                0.47979,                 0.4575,                0.48017,                0.33177,                 1.2782,                 1.6746,                 1.5738,             0.00080863,             0.00080863,             0.00080863
                    109,                0.86372,                0.94272,                 1.2657,                0.42103,                0.54072,                0.48326,                0.32767,                 1.2377,                 1.6376,                 1.5515,              0.0008045,              0.0008045,              0.0008045
                    110,                0.86576,                0.93786,                 1.2729,                0.44186,                0.55142,                0.48174,                0.33604,                 1.2534,                 1.6492,                 1.5796,             0.00080038,             0.00080038,             0.00080038
                    111,                0.84598,                0.89718,                 1.2584,                0.47338,                0.52263,                0.49131,                0.34098,                 1.2468,                 1.6145,                 1.5766,             0.00079625,             0.00079625,             0.00079625
                    112,                0.85109,                0.90202,                 1.2608,                0.53488,                0.45922,                0.49602,                0.33801,                 1.3224,                 1.7164,                 1.6163,             0.00079213,             0.00079213,             0.00079213
                    113,                 0.8398,                0.88346,                 1.2455,                0.57471,                0.43857,                0.49017,                0.33759,                 1.2543,                 1.6768,                  1.572,               0.000788,               0.000788,               0.000788
                    114,                0.83132,                0.87314,                 1.2479,                0.53038,                0.55415,                0.52826,                0.37077,                 1.3058,                 1.6791,                 1.6158,             0.00078387,             0.00078387,             0.00078387
                    115,                0.83419,                0.86791,                 1.2496,                0.56149,                0.47253,                0.49732,                0.34116,                 1.3076,                 1.6848,                 1.5903,             0.00077975,             0.00077975,             0.00077975
                    116,                0.84118,                0.85334,                 1.2438,                0.44544,                0.55027,                 0.4871,                 0.3354,                 1.2731,                 1.6965,                 1.5913,             0.00077563,             0.00077563,             0.00077563
                    117,                0.84349,                0.87915,                 1.2487,                0.63945,                0.44796,                0.52248,                0.34983,                 1.2837,                 1.6127,                 1.5973,              0.0007715,              0.0007715,              0.0007715
                    118,                0.83566,                0.86526,                 1.2397,                 0.5947,                0.44233,                0.50137,                 0.3437,                 1.2485,                 1.6762,                   1.58,             0.00076738,             0.00076738,             0.00076738
                    119,                0.82686,                0.87795,                 1.2404,                0.65568,                0.40728,                0.49193,                0.34152,                 1.2973,                 1.6981,                 1.6109,             0.00076325,             0.00076325,             0.00076325
                    120,                0.82235,                0.83761,                 1.2324,                 0.5123,                0.50319,                0.52906,                0.35995,                 1.2807,                 1.5614,                 1.6052,             0.00075912,             0.00075912,             0.00075912
                    121,                0.85688,                 0.8878,                 1.2584,                0.50543,                0.60962,                0.55093,                0.37229,                 1.2809,                 1.5485,                 1.5978,               0.000755,               0.000755,               0.000755
                    122,                0.81984,                 0.8449,                 1.2376,                0.52267,                0.60242,                0.57717,                0.39899,                 1.2509,                  1.549,                 1.5704,             0.00075088,             0.00075088,             0.00075088
                    123,                0.82713,                0.83953,                  1.241,                0.43249,                0.54815,                  0.491,                0.33588,                 1.2855,                 1.7839,                 1.6207,             0.00074675,             0.00074675,             0.00074675
                    124,                0.83474,                0.84512,                 1.2309,                0.48892,                0.54471,                0.53629,                0.36679,                 1.3186,                 1.5594,                 1.6275,             0.00074263,             0.00074263,             0.00074263
                    125,                0.83967,                0.84824,                 1.2393,                0.44823,                0.57101,                0.53832,                0.36794,                 1.2749,                 1.5411,                 1.6013,              0.0007385,              0.0007385,              0.0007385
                    126,                0.82307,                0.81854,                 1.2305,                0.48395,                0.52696,                0.50467,                0.34938,                 1.2541,                 1.5813,                 1.5536,             0.00073437,             0.00073437,             0.00073437
                    127,                0.82025,                0.82129,                 1.2184,                0.62957,                0.41562,                0.52138,                0.36665,                 1.2665,                 1.5677,                 1.5841,             0.00073025,             0.00073025,             0.00073025
                    128,                0.82572,                0.82256,                 1.2336,                0.52615,                0.54251,                0.53406,                0.37725,                 1.2278,                 1.5741,                 1.5365,             0.00072612,             0.00072612,             0.00072612
                    129,                0.82421,                0.85252,                 1.2387,                0.51168,                0.48547,                 0.5167,                0.35924,                 1.2381,                 1.6635,                 1.5471,               0.000722,               0.000722,               0.000722
                    130,                 0.7991,                0.82124,                 1.2259,                0.46221,                0.59027,                0.49393,                0.34149,                 1.2729,                 1.5682,                 1.5666,             0.00071788,             0.00071788,             0.00071788
                    131,                0.81065,                 0.8153,                 1.2293,                 0.4863,                0.58304,                0.50623,                0.35217,                 1.2849,                 1.6121,                 1.6126,             0.00071375,             0.00071375,             0.00071375
                    132,                0.80836,                0.82568,                 1.2264,                0.48147,                0.59197,                0.54527,                 0.3778,                  1.214,                 1.5221,                   1.56,             0.00070962,             0.00070962,             0.00070962
                    133,                0.82188,                0.82371,                 1.2301,                0.47559,                0.49584,                0.49823,                  0.345,                 1.2611,                 1.6226,                 1.5532,              0.0007055,              0.0007055,              0.0007055
                    134,                0.79943,                0.78771,                 1.2142,                0.50371,                0.56261,                0.46991,                0.32189,                 1.2198,                 1.6514,                  1.536,             0.00070137,             0.00070137,             0.00070137
                    135,                0.77384,                0.78669,                 1.2094,                0.47398,                0.51125,                0.50287,                0.35533,                 1.2353,                 1.7242,                 1.5718,             0.00069725,             0.00069725,             0.00069725
                    136,                0.78913,                0.78926,                  1.201,                0.45276,                 0.4877,                0.47537,                0.33069,                 1.2876,                 1.7059,                 1.5937,             0.00069313,             0.00069313,             0.00069313
                    137,                0.79212,                0.78911,                  1.206,                0.47716,                 0.5381,                0.51788,                0.36137,                 1.2565,                 1.6225,                  1.549,               0.000689,               0.000689,               0.000689
                    138,                0.79091,                0.78779,                 1.2025,                0.58678,                0.46905,                0.54219,                0.38234,                 1.2761,                 1.5597,                 1.5751,             0.00068488,             0.00068488,             0.00068488
                    139,                0.78967,                0.77606,                 1.2104,                0.43408,                0.57961,                0.49077,                0.33833,                  1.276,                 1.6589,                 1.5931,             0.00068075,             0.00068075,             0.00068075
                    140,                0.78957,                 0.7898,                  1.214,                 0.5526,                0.49429,                0.51851,                 0.3565,                 1.2341,                 1.5962,                 1.5506,             0.00067663,             0.00067663,             0.00067663
                    141,                0.79328,                0.80417,                 1.2153,                0.57929,                0.47197,                0.52959,                0.36084,                 1.3145,                 1.5813,                 1.6028,              0.0006725,              0.0006725,              0.0006725
                    142,                 0.7831,                0.77538,                 1.1981,                0.58224,                0.41977,                0.48981,                0.33781,                  1.243,                 1.6604,                 1.5737,             0.00066838,             0.00066838,             0.00066838
                    143,                0.77098,                 0.7683,                 1.1957,                0.45528,                0.58535,                0.55843,                0.37386,                 1.2792,                  1.522,                 1.5907,             0.00066425,             0.00066425,             0.00066425
                    144,                0.77908,                0.75552,                 1.2008,                0.49641,                0.52073,                0.53388,                 0.3645,                 1.2584,                 1.5268,                 1.5818,             0.00066013,             0.00066013,             0.00066013
                    145,                0.77883,                0.76237,                 1.1961,                0.60067,                0.45794,                0.53869,                0.38428,                 1.2165,                 1.5538,                 1.5551,               0.000656,               0.000656,               0.000656
                    146,                 0.7948,                0.76896,                 1.2119,                0.53725,                0.53988,                0.54414,                0.38002,                 1.2741,                 1.6258,                 1.5675,             0.00065188,             0.00065188,             0.00065188
                    147,                0.75383,                0.73949,                 1.1817,                0.60857,                0.43195,                0.53711,                0.37048,                  1.253,                 1.5721,                 1.5559,             0.00064775,             0.00064775,             0.00064775
                    148,                0.76584,                0.75655,                 1.1927,                0.45293,                0.56167,                0.52483,                0.36124,                 1.2507,                 1.6414,                 1.5602,             0.00064362,             0.00064362,             0.00064362
                    149,                0.77848,                0.75981,                 1.2016,                0.58587,                0.54116,                0.56316,                0.38827,                 1.2279,                 1.5815,                 1.5533,              0.0006395,              0.0006395,              0.0006395
                    150,                0.75285,                0.75483,                 1.1895,                0.50713,                0.54381,                0.53095,                0.36618,                 1.2205,                 1.6078,                 1.5329,             0.00063538,             0.00063538,             0.00063538
                    151,                0.75043,                0.73683,                 1.1751,                0.58663,                0.44731,                0.51558,                0.35812,                 1.2443,                 1.6364,                 1.5766,             0.00063125,             0.00063125,             0.00063125
                    152,                0.77298,                0.73348,                 1.1889,                 0.5551,                 0.5596,                0.54458,                0.38058,                 1.1789,                 1.5792,                 1.5068,             0.00062713,             0.00062713,             0.00062713
                    153,                 0.7715,                0.75324,                 1.1973,                0.53678,                0.45502,                0.50207,                0.35722,                 1.2454,                 1.6433,                 1.5156,               0.000623,               0.000623,               0.000623
